date,demand_forecast,traffic_forecast,orders_forecast,units_forecast
2025-05-29,270051.18,172079.39,2093.42,4500.853
2025-05-30,300762.21,163652.51,2331.49,5012.7035
2025-05-31,295263.3915,164193.82,2288.8635,4921.056525
2025-06-01,264566.25,170202.5,1959.75,4409.4375
2025-06-02,254299.5,165228,1883.7,4238.325
2025-06-03,266886.9,163562,1976.94,4448.115
2025-06-04,282536.1,172627,2092.86,4708.935
2025-06-05,276853.024,170037,2075.36,4773.328
2025-06-06,286071.4976,155247.4,2144.464,4932.2672
2025-06-07,297648.75,166675.6,2231.25,5131.875
2025-06-08,268496.181,173396.7,2012.715,4629.2445
2025-06-09,253199.87,168869.4,1898.05,4365.515
2025-06-10,446022.72,181905.75,3430.944,11150.568
2025-06-11,426872.16,184254.75,3283.632,10671.804
2025-06-12,459922.32,190906.2,3537.864,11498.058
2025-06-13,415752.48,192487.05,3198.096,10393.812
2025-06-14,349315.092,178672.5,2562.84,6022.674
2025-06-15,349839.5063,178499.7,2566.6875,6031.715625
2025-06-16,323259.984,178438.95,2371.68,5573.448
2025-06-17,336899.8658,179148.9,2471.7525,5808.618375
2025-06-18,350410.944,178211.8,2570.88,6041.568
2025-06-19,311346.009,184732.6,2294.37,5277.051
2025-06-20,332135.9275,188591,2447.575,5629.4225
2025-06-21,313455.8048,178424.1,2309.9175,5312.81025
2025-06-22,310964.3528,183250.35,2291.5575,5270.58225
2025-06-23,286049.8328,185215.95,2107.9575,4848.30225
2025-06-24,304543.368,184715.1,2244.24,5161.752
2025-06-25,281607.354,178706.25,2075.22,4773.006
2025-06-26,313144.3733,185188.95,2307.6225,5307.53175
2025-06-27,291344.1683,171562.05,2146.9725,4938.03675
2025-06-28,414361.7478,206466.15,2825.7075,7968.49515
2025-06-29,415843.1784,210262.5,2835.81,7996.9842
2025-06-30,416377.6812,213456.6,2839.455,8007.2631
2025-07-01,435976.1172,210602.7,2973.105,8384.1561
2025-07-02,435619.782,200993.4,2970.675,8377.3035
2025-07-03,432221.4,198160.5,2947.5,8311.95
2025-07-04,480577.4064,189378,3277.26,9241.8732
2025-07-05,418515.6924,200516.85,2854.035,8048.3787
