channel,sku,date,inventory_units,inventory_cost,inventory_retail
003:Outlet,025634612368,4/19/2025,1,3.72,14.97
003:Outlet,025634612375,4/19/2025,1,4.4496276,0
003:Outlet,025634612412,4/19/2025,1,3.81337008,30.941648
003:Outlet,025634612429,4/19/2025,2,9.251358,0
003:Outlet,025634612436,4/19/2025,1,3.81337008,20.61912
003:Outlet,025634612443,4/19/2025,1,3.81337008,20.632088
003:Outlet,040077554273,4/19/2025,3,51.03971376,126.438
003:Outlet,040077554303,4/19/2025,1,6.94215944,42.146
003:Outlet,040077570976,4/19/2025,-1,-6.78,-39.97
003:Outlet,040077571003,4/19/2025,-7,-38.6090208,-289.74687
003:Outlet,040077571027,4/19/2025,-1,-4.78,-49
003:Outlet,040077602684,4/19/2025,4,46.93326688,211.793376
003:Outlet,190162138625,4/19/2025,1,21.0807808,74.566
003:Outlet,190162159279,4/19/2025,1,38.62207568,0
003:Outlet,190162163900,4/19/2025,1,10.69678448,21.604688
003:Outlet,190162163993,4/19/2025,1,10.69678448,10.737504
003:Outlet,190162164129,4/19/2025,1,10.69678448,21.604688
003:Outlet,190162164174,4/19/2025,9,96.27106032,97.182192
003:Outlet,190162168240,4/19/2025,1,14.96974048,63.763656
003:Outlet,190162193556,4/19/2025,1,11.91901848,10.802344
003:Outlet,190162195451,4/19/2025,1,27.1919508,0
003:Outlet,190162195574,4/19/2025,1,24.1412288,0
003:Outlet,190162196465,4/19/2025,1,24.1412288,54.024688
003:Outlet,190162200131,4/19/2025,1,11.91901848,0
003:Outlet,190162206126,4/19/2025,1,21.0807808,0
003:Outlet,190162206379,4/19/2025,1,10.69678448,52.948344
003:Outlet,190162206591,4/19/2025,2,23.83803696,105.94856
003:Outlet,190162206713,4/19/2025,1,13.74750648,63.763656
003:Outlet,190162206942,4/19/2025,1,21.0807808,64.84
003:Outlet,190162207451,4/19/2025,1,24.1412288,106.986
003:Outlet,190162207475,4/19/2025,1,24.1412288,106.986
003:Outlet,190162208106,4/19/2025,1,24.1412288,0
003:Outlet,190162209967,4/19/2025,-1,-24.69,-19.95
003:Outlet,190162210109,4/19/2025,1,18.03018848,43.222344
003:Outlet,190162211472,4/19/2025,1,24.1412288,118.864688
003:Outlet,190162211632,4/19/2025,1,18.03018848,43.222344
003:Outlet,190162212622,4/19/2025,1,27.1919508,0
003:Outlet,190162213339,4/19/2025,1,24.1412288,106.986
003:Outlet,190162220771,4/19/2025,1,6.87,9.95
003:Outlet,190162232316,4/19/2025,1,27.1919508,96.15772
003:Outlet,190162232491,4/19/2025,1,39.41403144,54.024688
003:Outlet,190162234631,4/19/2025,1,21.0807808,74.566
003:Outlet,190162235034,4/19/2025,1,11.91901848,63.724752
003:Outlet,190162235058,4/19/2025,1,11.91901848,63.698816
003:Outlet,190162235195,4/19/2025,1,11.91901848,63.750688
003:Outlet,190162235287,4/19/2025,1,11.91901848,63.763656
003:Outlet,190162235317,4/19/2025,1,11.91901848,63.763656
003:Outlet,190162235355,4/19/2025,3,35.75705544,191.290968
003:Outlet,190162235393,4/19/2025,2,23.83803696,43.209376
003:Outlet,190162235478,4/19/2025,1,27.1919508,117.788344
003:Outlet,190162235607,4/19/2025,1,24.1412288,128.603656
003:Outlet,190162235621,4/19/2025,1,24.1412288,128.603656
003:Outlet,190162236734,4/19/2025,1,27.1919508,95.989136
003:Outlet,190162236888,4/19/2025,1,39.41403144,54.024688
003:Outlet,190162236901,4/19/2025,1,39.41403144,54.024688
003:Outlet,190162238509,4/19/2025,1,24.1412288,32.432968
003:Outlet,190162239438,4/19/2025,1,27.1919508,117.775376
003:Outlet,190162241134,4/19/2025,1,13.74750648,48.63
003:Outlet,190162255155,4/19/2025,1,21.05147312,0
003:Outlet,190162259290,4/19/2025,2,23.83803696,97.26
003:Outlet,190162262030,4/19/2025,1,24.1412288,0
003:Outlet,190162263907,4/19/2025,1,15.72266256,32.458904
003:Outlet,190162276464,4/19/2025,1,6.87,4.95
003:Outlet,190162281840,4/19/2025,1,39.41403144,139.406
003:Outlet,190162290057,4/19/2025,1,16,4.95
003:Outlet,190162294321,4/19/2025,1,15.72266256,0
003:Outlet,190162306444,4/19/2025,2,58.0797816,0
003:Outlet,190162323069,4/19/2025,1,15.35099968,0
003:Outlet,190162324257,4/19/2025,1,10.99997632,0
003:Outlet,190162326787,4/19/2025,1,7.93952832,0
003:Outlet,190162348505,4/19/2025,1,13.74750648,0
003:Outlet,190162360996,4/19/2025,1,15.72266256,74.566
003:Outlet,190162367179,4/19/2025,1,10.39372232,42.146
003:Outlet,190162370162,4/19/2025,1,9.32801208,0
003:Outlet,190162399552,4/19/2025,2,48.2824576,64.814064
003:Outlet,190162399620,4/19/2025,2,48.2824576,64.814064
003:Outlet,190162400883,4/19/2025,-47,-1013.32,-937.65
003:Outlet,190162401187,4/19/2025,650,6909.5,6467.5
003:Outlet,190162401200,4/19/2025,-650,-6909.5,-6467.5
003:Outlet,190162401217,4/19/2025,923,9811.49,9183.85
003:Outlet,190162401224,4/19/2025,-923,-9811.49,-9183.85
003:Outlet,190162401231,4/19/2025,1,10.39372232,42.146
003:Outlet,190162401309,4/19/2025,3,39.39,29.85
003:Outlet,190162401439,4/19/2025,1,10.69678448,31.343656
003:Outlet,190162404256,4/19/2025,-1,-22.22,-9.95
003:Outlet,190162404355,4/19/2025,1,24.64,19.95
003:Outlet,190162404379,4/19/2025,-1,-24.64,-19.95
003:Outlet,190162404690,4/19/2025,1,24.69,14.95
003:Outlet,190162406113,4/19/2025,1,11.91901848,42.146
003:Outlet,190162406328,4/19/2025,1,10.69678448,31.343656
003:Outlet,190162407592,4/19/2025,1,11.91901848,42.146
003:Outlet,190162407608,4/19/2025,1,11.91901848,42.146
003:Outlet,190162407615,4/19/2025,1,11.91901848,42.146
003:Outlet,190162407622,4/19/2025,1,11.91901848,42.146
003:Outlet,190162407639,4/19/2025,1,11.91901848,42.146
003:Outlet,190162449271,4/19/2025,2,13.43458864,84.292
003:Outlet,190162449370,4/19/2025,2,13.43458864,84.292
003:Outlet,190162469033,4/19/2025,1,21.0807808,74.566
003:Outlet,190162483152,4/19/2025,1,14.81321672,85.381312
003:Outlet,190162484012,4/19/2025,1,14.81321672,85.368344
003:Outlet,190162484470,4/19/2025,2,13.43458864,84.292
003:Outlet,190162484524,4/19/2025,2,15.9795636,0
003:Outlet,190162485002,4/19/2025,1,6.71729432,42.146
003:Outlet,190162485132,4/19/2025,1,6.71729432,42.146
003:Outlet,190162485194,4/19/2025,1,6.71729432,42.146
003:Outlet,190162485248,4/19/2025,1,6.71729432,42.146
003:Outlet,190162491935,4/19/2025,1,24.1412288,96.183656
003:Outlet,190162492529,4/19/2025,1,18.03018848,74.566
003:Outlet,190162492536,4/19/2025,1,18.03018848,74.566
003:Outlet,190162493830,4/19/2025,1,35.19982048,85.368344
003:Outlet,190162496473,4/19/2025,1,36.36343912,139.406
003:Outlet,190162496497,4/19/2025,1,36.36343912,139.406
003:Outlet,190162496886,4/19/2025,1,27.1919508,96.183656
003:Outlet,190162497616,4/19/2025,1,10.69678448,42.146
003:Outlet,190162497623,4/19/2025,1,10.69678448,42.146
003:Outlet,190162497692,4/19/2025,1,10.69678448,42.146
003:Outlet,190162497791,4/19/2025,1,10.69678448,42.146
003:Outlet,190162497968,4/19/2025,1,11.91901848,42.146
003:Outlet,190162512203,4/19/2025,1,27.1919508,106.986
003:Outlet,190162512609,4/19/2025,1,10.69678448,42.146
003:Outlet,190162513019,4/19/2025,1,10.69678448,42.146
003:Outlet,190162515310,4/19/2025,2,23.83803696,97.26
003:Outlet,190162564561,4/19/2025,1,18.57769744,96.183656
003:Outlet,190162565179,4/19/2025,1,17.13,54.97
003:Outlet,190162567814,4/19/2025,1,17.4043528,96.183656
003:Outlet,190162567906,4/19/2025,2,34.8087056,192.354344
003:Outlet,190162568262,4/19/2025,1,17.4043528,86.150688
003:Outlet,190162568767,4/19/2025,1,18.17685656,128.603656
003:Outlet,190162568811,4/19/2025,1,14.81321672,85.368344
003:Outlet,190162568897,4/19/2025,1,15.15,29.95
003:Outlet,190162569016,4/19/2025,1,14.81321672,85.368344
003:Outlet,190162569122,4/19/2025,1,18.43102936,128.603656
003:Outlet,190162569733,4/19/2025,1,8.42842192,42.146
003:Outlet,190162573501,4/19/2025,1,35.15,29.95
003:Outlet,190162575284,4/19/2025,1,10.0417708,42.146
003:Outlet,190162578629,4/19/2025,2,73.70466544,278.812
003:Outlet,190162580066,4/19/2025,1,11.91901848,42.146
003:Outlet,190162584316,4/19/2025,2,19.06659104,84.292
003:Outlet,190162643914,4/19/2025,1,9.77774232,37.814688
003:Outlet,190162664209,4/19/2025,1,18.59,54.97
003:Outlet,190162701492,4/19/2025,26,1114.1,1299.22
003:Outlet,190162701508,4/19/2025,13,557.05,649.61
003:Outlet,190162701515,4/19/2025,1,42.85,49.97
003:Outlet,190162701522,4/19/2025,2,85.7,99.94
003:Outlet,190162701539,4/19/2025,1,42.85,49.97
003:Outlet,190162701553,4/19/2025,11,317.35,329.67
003:Outlet,190162701560,4/19/2025,17,490.45,509.49
003:Outlet,190162701584,4/19/2025,1,28.85,29.97
003:Outlet,190162701614,4/19/2025,14,403.9,419.58
003:Outlet,190162701621,4/19/2025,13,375.05,389.61
003:Outlet,190162701645,4/19/2025,2,57.7,59.94
003:Outlet,190162701652,4/19/2025,1,28.85,29.97
003:Outlet,190162701676,4/19/2025,8,260.8,319.76
003:Outlet,190162701683,4/19/2025,23,749.8,919.31
003:Outlet,190162701690,4/19/2025,1,32.6,39.97
003:Outlet,190162701706,4/19/2025,1,32.6,39.97
003:Outlet,190162701737,4/19/2025,11,457.6,604.67
003:Outlet,190162701744,4/19/2025,19,790.4,1044.43
003:Outlet,190162701751,4/19/2025,2,83.2,109.94
003:Outlet,190162701843,4/19/2025,1,47.6,49.97
003:Outlet,190162701850,4/19/2025,14,599.9,1049.58
003:Outlet,190162701867,4/19/2025,13,557.05,974.61
003:Outlet,190162701874,4/19/2025,7,299.95,524.79
003:Outlet,190162701881,4/19/2025,8,342.8,599.76
003:Outlet,190162701898,4/19/2025,2,85.7,149.94
003:Outlet,190162701959,4/19/2025,-1,-28.85,-39.97
003:Outlet,190162701966,4/19/2025,1,28.85,39.97
003:Outlet,190162701973,4/19/2025,1,28.85,39.97
003:Outlet,190162702093,4/19/2025,1,28.85,34.97
003:Outlet,190162702109,4/19/2025,1,28.85,34.97
003:Outlet,190162702130,4/19/2025,2,57.7,69.94
003:Outlet,190162702147,4/19/2025,1,28.85,34.97
003:Outlet,190162702185,4/19/2025,1,28.85,39.97
003:Outlet,190162702208,4/19/2025,1,28.85,39.97
003:Outlet,190162702215,4/19/2025,15,432.75,449.55
003:Outlet,190162702222,4/19/2025,14,403.9,419.58
003:Outlet,190162702239,4/19/2025,13,375.05,389.61
003:Outlet,190162702246,4/19/2025,3,86.55,89.91
003:Outlet,190162702253,4/19/2025,2,57.7,59.94
003:Outlet,190162702260,4/19/2025,1,28.85,29.97
003:Outlet,190162727157,4/19/2025,1,19.36,54.97
003:Outlet,190162744253,4/19/2025,1,10,54.97
003:Outlet,190162744277,4/19/2025,1,11.8428828,52.68741
003:Outlet,190162744307,4/19/2025,2,20,109.94
003:Outlet,190162744314,4/19/2025,2,20,109.94
003:Outlet,190162744321,4/19/2025,2,20,109.94
003:Outlet,190162744338,4/19/2025,1,10,54.97
003:Outlet,190162745557,4/19/2025,1,7.82216792,32.42
003:Outlet,190162754061,4/19/2025,1,26.5413675,30.09741
003:Outlet,190162754085,4/19/2025,1,26.5413675,30.09741
003:Outlet,190162758120,4/19/2025,1,11.91901848,31.330688
003:Outlet,190162759103,4/19/2025,1,18.03018848,74.566
003:Outlet,190162759417,4/19/2025,1,8.85857048,42.146
003:Outlet,190162761021,4/19/2025,1,8.85857048,42.146
003:Outlet,190162764558,4/19/2025,1,8.85857048,42.146
003:Outlet,190162764565,4/19/2025,2,17.71714096,84.292
003:Outlet,190162768563,4/19/2025,1,14.96974048,42.146
003:Outlet,190162772652,4/19/2025,1,18.17685656,75.629376
003:Outlet,190162773451,4/19/2025,1,33.2500704,63.98241
003:Outlet,190162775417,4/19/2025,1,30.25226912,128.538816
003:Outlet,190162775769,4/19/2025,1,11.91901848,31.330688
003:Outlet,190162782736,4/19/2025,1,16.75,39.97
003:Outlet,190162828434,4/19/2025,1,21.0807808,0
003:Outlet,190162828465,4/19/2025,1,21.0807808,0
003:Outlet,190162828519,4/19/2025,-1,-23.2652904,-30.09741
003:Outlet,190162828533,4/19/2025,-1,-23.2652904,-30.09741
003:Outlet,190162829639,4/19/2025,1,8.85857048,42.146
003:Outlet,190162830116,4/19/2025,2,26.3849694,37.60482
003:Outlet,190162830628,4/19/2025,1,14.1801948,30.09741
003:Outlet,190162830796,4/19/2025,1,26.6783382,37.62741
003:Outlet,190162830802,4/19/2025,3,80.0350146,112.88223
003:Outlet,190162830819,4/19/2025,1,26.6783382,37.62741
003:Outlet,190162830833,4/19/2025,1,26.6783382,37.62741
003:Outlet,190162830840,4/19/2025,1,26.6783382,37.62741
003:Outlet,190162830857,4/19/2025,2,53.3566764,75.25482
003:Outlet,190162830864,4/19/2025,1,26.6783382,37.62741
003:Outlet,190162830871,4/19/2025,1,26.6783382,37.62741
003:Outlet,190162830994,4/19/2025,1,18.0332958,45.15741
003:Outlet,190162831243,4/19/2025,1,15.0212205,18.80241
003:Outlet,190162831250,4/19/2025,4,60.084882,75.20964
003:Outlet,190162831274,4/19/2025,1,15.0212205,18.80241
003:Outlet,190162831281,4/19/2025,1,15.0212205,18.80241
003:Outlet,190162831328,4/19/2025,2,30.042441,37.60482
003:Outlet,190162831526,4/19/2025,4,47.684478,75.20964
003:Outlet,190162832295,4/19/2025,1,33.2500704,45.15741
003:Outlet,190162832394,4/19/2025,1,21.56,44.97
003:Outlet,190162832400,4/19/2025,1,21.56,44.97
003:Outlet,190162832417,4/19/2025,1,21.56,44.97
003:Outlet,190162832424,4/19/2025,1,21.56,44.97
003:Outlet,190162832431,4/19/2025,1,21.56,44.97
003:Outlet,190162832462,4/19/2025,1,30.94,54.97
003:Outlet,190162832684,4/19/2025,1,24.69,59.97
003:Outlet,190162832691,4/19/2025,1,24.69,59.97
003:Outlet,190162832790,4/19/2025,1,18.59,59.97
003:Outlet,190162832905,4/19/2025,3,45.45,164.91
003:Outlet,190162832912,4/19/2025,3,45.45,164.91
003:Outlet,190162832943,4/19/2025,2,30.3,109.94
003:Outlet,190162832950,4/19/2025,1,15.15,54.97
003:Outlet,190162832967,4/19/2025,2,30.3,109.94
003:Outlet,190162832981,4/19/2025,2,30.3,109.94
003:Outlet,190162832998,4/19/2025,2,30.3,109.94
003:Outlet,190162833582,4/19/2025,1,21.56,39.97
003:Outlet,190162844373,4/19/2025,1,11.8428828,52.68741
003:Outlet,190162844397,4/19/2025,1,11.8428828,52.68741
003:Outlet,190162844656,4/19/2025,2,61.88,119.94
003:Outlet,190162844755,4/19/2025,1,33.2500704,63.98241
003:Outlet,190162844762,4/19/2025,1,33.2500704,63.98241
003:Outlet,190162844779,4/19/2025,1,33.2500704,63.98241
003:Outlet,190162844786,4/19/2025,2,66.5001408,127.96482
003:Outlet,190162844809,4/19/2025,2,66.5001408,127.96482
003:Outlet,190162844816,4/19/2025,1,33.2500704,63.98241
003:Outlet,190162844823,4/19/2025,1,33.2500704,63.98241
003:Outlet,190162844830,4/19/2025,1,33.2500704,63.98241
003:Outlet,190162844847,4/19/2025,2,64.1900704,133.95241
003:Outlet,190162844854,4/19/2025,4,98.76,199.88
003:Outlet,190162844861,4/19/2025,1,24.69,49.97
003:Outlet,190162844878,4/19/2025,1,24.69,49.97
003:Outlet,190162844885,4/19/2025,4,98.76,199.88
003:Outlet,190162844892,4/19/2025,2,49.38,99.94
003:Outlet,190162844922,4/19/2025,1,26.5413675,52.68741
003:Outlet,190162845738,4/19/2025,1,21.56,44.97
003:Outlet,190162845752,4/19/2025,1,30.94,54.97
003:Outlet,190162845776,4/19/2025,1,18.59,59.97
003:Outlet,190162876015,4/19/2025,1,23.2652904,48.92241
003:Outlet,190162876022,4/19/2025,1,23.2652904,48.92241
003:Outlet,190162876244,4/19/2025,1,19.9304793,37.62741
003:Outlet,190162876312,4/19/2025,-1,-13.1924847,-26.33241
003:Outlet,190162876336,4/19/2025,1,13.1924847,26.33241
003:Outlet,190162877067,4/19/2025,3,59.7914379,112.88223
003:Outlet,190162877548,4/19/2025,1,13.1924847,30.09741
003:Outlet,190162877562,4/19/2025,1,13.1924847,30.09741
003:Outlet,190162878231,4/19/2025,1,30.94,69.97
003:Outlet,190162878248,4/19/2025,1,30.94,69.97
003:Outlet,190162878255,4/19/2025,1,30.94,69.97
003:Outlet,190162879030,4/19/2025,2,64.1702814,169.01241
003:Outlet,190162879061,4/19/2025,1,30.93,89.97
003:Outlet,190162879078,4/19/2025,3,95.1002814,269.547
003:Outlet,194922001297,4/19/2025,-1,-20.06,-124.97
003:Outlet,194922001686,4/19/2025,-1,-18.72,-149
003:Outlet,194922001792,4/19/2025,-1,-26.1404703,-120.45741
003:Outlet,194922002034,4/19/2025,1,26.0915253,82.80741
003:Outlet,194922010091,4/19/2025,1,22.8741069,135.51741
003:Outlet,194922010534,4/19/2025,1,23.3631051,71.51241
003:Outlet,194922010541,4/19/2025,2,46.7262102,143.02482
003:Outlet,194922025194,4/19/2025,-1,-17.690982,-45.15741
003:Outlet,194922025217,4/19/2025,1,17.690982,45.15741
003:Outlet,194922025224,4/19/2025,1,17.690982,45.15741
003:Outlet,194922027266,4/19/2025,1,9.9652773,45.15741
003:Outlet,194922038316,4/19/2025,-3,-17.1055983,-138.86241
003:Outlet,194922038330,4/19/2025,-3,-15.39,-134.91
003:Outlet,194922038347,4/19/2025,2,10.26,89.94
003:Outlet,194922038354,4/19/2025,17,87.21,764.49
003:Outlet,194922038361,4/19/2025,-1,-5.13,-44.97
003:Outlet,194922038385,4/19/2025,-4,-18.8250347,-175.92759
003:Outlet,194922038392,4/19/2025,-3,-15.42,-134.91
003:Outlet,194922038408,4/19/2025,3,15.42,134.91
003:Outlet,194922038415,4/19/2025,3,18.8899306,142.81482
003:Outlet,194922038422,4/19/2025,6,32.5749653,273.77241
003:Outlet,194922038439,4/19/2025,2,10.28,89.94
003:Outlet,194922038446,4/19/2025,5,25.7,224.85
003:Outlet,194922044140,4/19/2025,1,11.24,134.97
003:Outlet,194922044195,4/19/2025,-1,-11.24,-134.97
003:Outlet,194922049664,4/19/2025,40,391.4801812,3814.72759
003:Outlet,194922049671,4/19/2025,48,509.8396376,4526.70482
003:Outlet,194922049688,4/19/2025,31,325.6198188,2928.14241
003:Outlet,194922049695,4/19/2025,21,212.1,1994.37
003:Outlet,194922049701,4/19/2025,17,171.7,1614.49
003:Outlet,194922049718,4/19/2025,11,111.1,1044.67
003:Outlet,194922051636,4/19/2025,-1,-10.77,-124.97
003:Outlet,194922051810,4/19/2025,-1,-14.1508278,-97.86741
003:Outlet,194922051834,4/19/2025,-1,-10.63,-124.97
003:Outlet,194922060003,4/19/2025,1,13.9650627,124.22241
003:Outlet,194922060010,4/19/2025,-1,-13.9650627,-124.22241
003:Outlet,194922060829,4/19/2025,-1,-15.2461416,-149.847
003:Outlet,194922060867,4/19/2025,1,15.2461416,149.847
003:Outlet,194922061857,4/19/2025,1,15.412404,109.16241
003:Outlet,194922064292,4/19/2025,-1,-11.17,-149.97
003:Outlet,194922083637,4/19/2025,-1,-13.58,-70.94
003:Outlet,194922083835,4/19/2025,1,17.8278774,104.04241
003:Outlet,194922083866,4/19/2025,-2,-35.6557548,-127.96482
003:Outlet,194922083873,4/19/2025,-1,-13.62,-99.97
003:Outlet,194922083897,4/19/2025,2,35.6557548,182.11482
003:Outlet,194922083903,4/19/2025,1,17.8278774,55.01241
003:Outlet,194922083927,4/19/2025,1,17.8278774,79.04241
003:Outlet,194922085228,4/19/2025,1,9.5153598,52.68741
003:Outlet,194922086072,4/19/2025,1,11,79.97
003:Outlet,194922087307,4/19/2025,1,13,94.97
003:Outlet,194922087314,4/19/2025,1,13,94.97
003:Outlet,194922087949,4/19/2025,-1,-13.2902241,-74.547
003:Outlet,194922087956,4/19/2025,1,13.2902241,74.547
003:Outlet,194922088342,4/19/2025,-1,-12.9,-94.97
003:Outlet,194922090413,4/19/2025,1,10.8355947,41.39241
003:Outlet,194922090444,4/19/2025,1,10.8355947,41.39241
003:Outlet,194922091359,4/19/2025,-1,-8.2244919,-67.017
003:Outlet,194922091380,4/19/2025,1,8.2244919,67.017
003:Outlet,194922091458,4/19/2025,-1,-6.933624,-48.92241
003:Outlet,194922095142,4/19/2025,1,6.962991,48.92241
003:Outlet,194922095159,4/19/2025,1,6.962991,48.92241
003:Outlet,194922095166,4/19/2025,1,6.962991,48.92241
003:Outlet,194922095173,4/19/2025,1,6.962991,48.92241
003:Outlet,194922095180,4/19/2025,1,6.962991,48.92241
003:Outlet,194922095197,4/19/2025,3,20.888973,146.76723
003:Outlet,194922095395,4/19/2025,2,15.431982,97.84482
003:Outlet,194922095425,4/19/2025,1,7.715991,48.92241
003:Outlet,194922095432,4/19/2025,1,7.715991,48.92241
003:Outlet,194922096149,4/19/2025,1,17.0064297,90.33741
003:Outlet,194922096453,4/19/2025,-1,-12,-69.97
003:Outlet,194922096460,4/19/2025,1,12,79.97
003:Outlet,194922097894,4/19/2025,1,22.4242647,127.98741
003:Outlet,194922107678,4/19/2025,1,16.4099031,37.62741
003:Outlet,194922107685,4/19/2025,3,41.4099031,137.56741
003:Outlet,194922107692,4/19/2025,12,185.1891279,488.55669
003:Outlet,194922107708,4/19/2025,1,12.5,49.97
003:Outlet,194922107715,4/19/2025,1,12.5,49.97
003:Outlet,194922107722,4/19/2025,2,25,99.94
003:Outlet,194922107739,4/19/2025,1,12.5,49.97
003:Outlet,194922108088,4/19/2025,1,17.5,159.97
003:Outlet,194922111798,4/19/2025,1,5.3,44.97
003:Outlet,194922113631,4/19/2025,1,30.1793364,154.34241
003:Outlet,194922114485,4/19/2025,-1,-6.933624,-48.92241
003:Outlet,194922114508,4/19/2025,1,6.933624,48.92241
003:Outlet,194922115185,4/19/2025,1,6.933624,45.15741
003:Outlet,194922116649,4/19/2025,1,6.933624,59.487
003:Outlet,194922117844,4/19/2025,1,20.2825821,154.34241
003:Outlet,194922118568,4/19/2025,-1,-40.056588,-116.69241
003:Outlet,194922119442,4/19/2025,-1,-12.77,-124.97
003:Outlet,194922119718,4/19/2025,-1,-12.64,-124.97
003:Outlet,194922119732,4/19/2025,-1,-12.64,-124.97
003:Outlet,194922119886,4/19/2025,1,19.9402683,90.33741
003:Outlet,194922119909,4/19/2025,1,16.5,94.97
003:Outlet,194922128710,4/19/2025,16,177.5024325,1869.985
003:Outlet,194922128727,4/19/2025,574,5806.463784,68197.152
003:Outlet,194922128734,4/19/2025,915,9237.02973,108748.94
003:Outlet,194922128741,4/19/2025,1157,11668.7427,137533.334
003:Outlet,194922128758,4/19/2025,705,7132.82973,83758.94
003:Outlet,194922128765,4/19/2025,360,3634.691892,42785.576
003:Outlet,194922128772,4/19/2025,214,2175.208379,25404.773
003:Outlet,194922128802,4/19/2025,-1,-12.55,-119
003:Outlet,194922128819,4/19/2025,-3,-37.65,-357
003:Outlet,194922128826,4/19/2025,-4,-50.2,-476
003:Outlet,194922128833,4/19/2025,-2,-25.1,-238
003:Outlet,194922128840,4/19/2025,-1,-12.55,-119
003:Outlet,194922128918,4/19/2025,-1,-16.0773783,-112.197
003:Outlet,194922128956,4/19/2025,25,221.8832521,2954.591
003:Outlet,194922128963,4/19/2025,97,849.5220056,11488.576
003:Outlet,194922128970,4/19/2025,55,480.0110028,6517.788
003:Outlet,194922128987,4/19/2025,101,899.1607591,11930.561
003:Outlet,194922128994,4/19/2025,90,799.4052577,10635.167
003:Outlet,194922129007,4/19/2025,162,1411.405258,19203.167
003:Outlet,194922129014,4/19/2025,93,815.5220056,11012.576
003:Outlet,194922129083,4/19/2025,-1,-10.55,-94.97
003:Outlet,194922129090,4/19/2025,2,21.1,189.94
003:Outlet,194922133271,4/19/2025,-1,-5.3,-44.97
003:Outlet,194922134261,4/19/2025,1,17.4,94.97
003:Outlet,194922137873,4/19/2025,1,5.28,44.97
003:Outlet,194922137927,4/19/2025,1,6.8260203,48.92241
003:Outlet,194922137941,4/19/2025,1,6.8260203,48.92241
003:Outlet,194922137958,4/19/2025,1,6.8260203,48.92241
003:Outlet,194922140255,4/19/2025,-1,-45.5135037,-154.34241
003:Outlet,194922140262,4/19/2025,2,91.0270074,308.68482
003:Outlet,194922140439,4/19/2025,1,12.18,54.97
003:Outlet,194922140644,4/19/2025,-1,-7.6377543,-48.92241
003:Outlet,194922140651,4/19/2025,1,7.6377543,48.92241
003:Outlet,194922140712,4/19/2025,-1,-7.6377543,-41.39241
003:Outlet,194922140736,4/19/2025,1,7.6377543,41.39241
003:Outlet,194922141238,4/19/2025,-1,-7.6377543,-48.92241
003:Outlet,194922142556,4/19/2025,-1,-7.6377543,-41.39241
003:Outlet,194922144963,4/19/2025,1,15.5297214,59.487
003:Outlet,194922146028,4/19/2025,-1,-27.0401547,-154.34241
003:Outlet,194922146936,4/19/2025,1,21.4169766,109.16241
003:Outlet,194922147223,4/19/2025,1,16.5,94.97
003:Outlet,194922147247,4/19/2025,1,19.9402683,75.27741
003:Outlet,194922147643,4/19/2025,1,20.1847674,75.27741
003:Outlet,194922148084,4/19/2025,-1,-11.5,-94.97
003:Outlet,194922148169,4/19/2025,-1,-15.0505875,-90.33741
003:Outlet,194922148213,4/19/2025,-1,-15.0505875,-90.33741
003:Outlet,194922148503,4/19/2025,1,11.75,94.97
003:Outlet,194922148909,4/19/2025,1,10,79.97
003:Outlet,194922149050,4/19/2025,1,15.5395104,90.33741
003:Outlet,194922149074,4/19/2025,-1,-15.5395104,-90.33741
003:Outlet,194922150742,4/19/2025,2,28.3392701,245.42741
003:Outlet,194922150971,4/19/2025,3,57.87,479.91
003:Outlet,194922151015,4/19/2025,2,38.58,319.94
003:Outlet,194922151022,4/19/2025,1,24.8788941,131.75241
003:Outlet,194922151046,4/19/2025,2,38.58,319.94
003:Outlet,194922151053,4/19/2025,1,19.29,159.97
003:Outlet,194922151107,4/19/2025,1,11.529936,120.45741
003:Outlet,194922151855,4/19/2025,-1,-18.7374261,-101.63241
003:Outlet,194922153347,4/19/2025,1,32.5948851,154.34241
003:Outlet,194922153354,4/19/2025,-1,-32.5948851,-154.34241
003:Outlet,194922153361,4/19/2025,1,32.5948851,154.34241
003:Outlet,194922153576,4/19/2025,1,15,109.97
003:Outlet,194922154139,4/19/2025,1,12.7132755,120.45741
003:Outlet,194922154146,4/19/2025,-1,-12.7132755,-120.45741
003:Outlet,194922154429,4/19/2025,1,17.12,159.97
003:Outlet,194922154849,4/19/2025,1,21.563661,79.04241
003:Outlet,194922154870,4/19/2025,-1,-17.8,-159.97
003:Outlet,194922155075,4/19/2025,1,11.9,124.97
003:Outlet,194922157703,4/19/2025,-1,-11.9,-124.97
003:Outlet,194922157932,4/19/2025,1,30.5020722,154.34241
003:Outlet,194922159073,4/19/2025,1,17.4464829,60.21741
003:Outlet,194922159448,4/19/2025,1,16.23,79.97
003:Outlet,194922159455,4/19/2025,1,16.23,79.97
003:Outlet,194922159479,4/19/2025,2,32.46,159.94
003:Outlet,194922159592,4/19/2025,-1,-7.2759378,-48.92241
003:Outlet,194922159608,4/19/2025,-1,-7.2759378,-48.92241
003:Outlet,194922161519,4/19/2025,-2,-17.4074022,-97.84482
003:Outlet,194922162257,4/19/2025,-1,-6.5815965,-41.39241
003:Outlet,194922162264,4/19/2025,-1,-6.5815965,-41.39241
003:Outlet,194922162905,4/19/2025,-1,-15.6471141,-52.68741
