Date,Total Downloads
2020-07-17,0
2020-07-18,0
2020-07-19,0
2020-07-20,0
2020-07-21,0
2020-07-22,0
2020-07-23,0
2020-07-24,0
2020-07-25,0
2020-07-26,0
2020-07-27,0
2020-07-28,0
2020-07-29,0
2020-07-30,0
2020-07-31,0
2020-08-01,0
2020-08-02,0
2020-08-03,0
2020-08-04,0
2020-08-05,0
2020-08-06,0
2020-08-07,0
2020-08-08,0
2020-08-09,0
2020-08-10,0
2020-08-11,0
2020-08-12,0
2020-08-13,0
2020-08-14,0
2020-08-15,0
2020-08-16,0
2020-08-17,0
2020-08-18,0
2020-08-19,0
2020-08-20,0
2020-08-21,0
2020-08-22,0
2020-08-23,0
2020-08-24,0
2020-08-25,0
2020-08-26,0
2020-08-27,0
2020-08-28,0
2020-08-29,0
2020-08-30,0
2020-08-31,0
2020-09-01,0
2020-09-02,0
2020-09-03,0
2020-09-04,0
2020-09-05,0
2020-09-06,0
2020-09-07,0
2020-09-08,0
2020-09-09,0
2020-09-10,0
2020-09-11,0
2020-09-12,0
2020-09-13,0
2020-09-14,0
2020-09-15,0
2020-09-16,0
2020-09-17,0
2020-09-18,0
2020-09-19,0
2020-09-20,0
2020-09-21,0
2020-09-22,0
2020-09-23,0
2020-09-24,0
2020-09-25,0
2020-09-26,0
2020-09-27,0
2020-09-28,0
2020-09-29,0
2020-09-30,0
2020-10-01,0
2020-10-02,0
2020-10-03,0
2020-10-04,0
2020-10-05,0
2020-10-06,0
2020-10-07,0
2020-10-08,0
2020-10-09,0
2020-10-10,0
2020-10-11,0
2020-10-12,0
2020-10-13,0
2020-10-14,0
2020-10-15,0
2020-10-16,0
2020-10-17,0
2020-10-18,0
2020-10-19,0
2020-10-20,0
2020-10-21,0
2020-10-22,0
2020-10-23,0
2020-10-24,0
2020-10-25,0
2020-10-26,0
2020-10-27,0
2020-10-28,0
2020-10-29,0
2020-10-30,0
2020-10-31,0
2020-11-01,0
2020-11-02,0
2020-11-03,0
2020-11-04,0
2020-11-05,0
2020-11-06,0
2020-11-07,0
2020-11-08,0
2020-11-09,0
2020-11-10,0
2020-11-11,0
2020-11-12,0
2020-11-13,0
2020-11-14,0
2020-11-15,0
2020-11-16,0
2020-11-17,0
2020-11-18,0
2020-11-19,0
2020-11-20,0
2020-11-21,0
2020-11-22,0
2020-11-23,0
2020-11-24,0
2020-11-25,0
2020-11-26,0
2020-11-27,0
2020-11-28,0
2020-11-29,0
2020-11-30,0
2020-12-01,0
2020-12-02,0
2020-12-03,0
2020-12-04,0
2020-12-05,0
2020-12-06,0
2020-12-07,0
2020-12-08,0
2020-12-09,0
2020-12-10,0
2020-12-11,0
2020-12-12,0
2020-12-13,0
2020-12-14,0
2020-12-15,0
2020-12-16,0
2020-12-17,0
2020-12-18,0
2020-12-19,0
2020-12-20,0
2020-12-21,0
2020-12-22,0
2020-12-23,0
2020-12-24,0
2020-12-25,0
2020-12-26,0
2020-12-27,0
2020-12-28,0
2020-12-29,0
2020-12-30,0
2020-12-31,0
2021-01-01,0
2021-01-02,0
2021-01-03,0
2021-01-04,0
2021-01-05,0
2021-01-06,0
2021-01-07,0
2021-01-08,0
2021-01-09,0
2021-01-10,0
2021-01-11,0
2021-01-12,0
2021-01-13,0
2021-01-14,0
2021-01-15,0
2021-01-16,0
2021-01-17,0
2021-01-18,0
2021-01-19,0
2021-01-20,0
2021-01-21,0
2021-01-22,0
2021-01-23,0
2021-01-24,0
2021-01-25,0
2021-01-26,0
2021-01-27,0
2021-01-28,0
2021-01-29,0
2021-01-30,0
2021-01-31,0
2021-02-01,0
2021-02-02,0
2021-02-03,0
2021-02-04,0
2021-02-05,0
2021-02-06,0
2021-02-07,0
2021-02-08,0
2021-02-09,0
2021-02-10,0
2021-02-11,0
2021-02-12,0
2021-02-13,0
2021-02-14,0
2021-02-15,0
2021-02-16,0
2021-02-17,0
2021-02-18,0
2021-02-19,0
2021-02-20,0
2021-02-21,0
2021-02-22,0
2021-02-23,0
2021-02-24,0
2021-02-25,0
2021-02-26,0
2021-02-27,0
2021-02-28,0
2021-03-01,0
2021-03-02,0
2021-03-03,0
2021-03-04,0
2021-03-05,0
2021-03-06,0
2021-03-07,0
2021-03-08,0
2021-03-09,0
2021-03-10,0
2021-03-11,0
2021-03-12,0
2021-03-13,0
2021-03-14,0
2021-03-15,0
2021-03-16,0
2021-03-17,0
2021-03-18,0
2021-03-19,0
2021-03-20,0
2021-03-21,0
2021-03-22,0
2021-03-23,0
2021-03-24,0
2021-03-25,0
2021-03-26,0
2021-03-27,0
2021-03-28,0
2021-03-29,0
2021-03-30,0
2021-03-31,0
2021-04-01,0
2021-04-02,0
2021-04-03,0
2021-04-04,0
2021-04-05,0
2021-04-06,0
2021-04-07,0
2021-04-08,0
2021-04-09,0
2021-04-10,0
2021-04-11,0
2021-04-12,0
2021-04-13,0
2021-04-14,0
2021-04-15,0
2021-04-16,0
2021-04-17,0
2021-04-18,0
2021-04-19,0
2021-04-20,0
2021-04-21,0
2021-04-22,0
2021-04-23,0
2021-04-24,0
2021-04-25,0
2021-04-26,0
2021-04-27,0
2021-04-28,0
2021-04-29,0
2021-04-30,0
2021-05-01,0
2021-05-02,0
2021-05-03,0
2021-05-04,0
2021-05-05,0
2021-05-06,0
2021-05-07,0
2021-05-08,0
2021-05-09,0
2021-05-10,0
2021-05-11,0
2021-05-12,0
2021-05-13,0
2021-05-14,0
2021-05-15,0
2021-05-16,0
2021-05-17,0
2021-05-18,0
2021-05-19,0
2021-05-20,0
2021-05-21,0
2021-05-22,0
2021-05-23,0
2021-05-24,0
2021-05-25,0
2021-05-26,0
2021-05-27,0
2021-05-28,0
2021-05-29,0
2021-05-30,0
2021-05-31,0
2021-06-01,0
2021-06-02,0
2021-06-03,0
2021-06-04,0
2021-06-05,0
2021-06-06,0
2021-06-07,0
2021-06-08,0
2021-06-09,0
2021-06-10,0
2021-06-11,0
2021-06-12,0
2021-06-13,0
2021-06-14,0
2021-06-15,0
2021-06-16,0
2021-06-17,0
2021-06-18,0
2021-06-19,0
2021-06-20,0
2021-06-21,0
2021-06-22,0
2021-06-23,0
2021-06-24,0
2021-06-25,0
2021-06-26,0
2021-06-27,0
2021-06-28,0
2021-06-29,0
2021-06-30,0
2021-07-01,0
2021-07-02,0
2021-07-03,0
2021-07-04,0
2021-07-05,0
2021-07-06,0
2021-07-07,0
2021-07-08,0
2021-07-09,0
2021-07-10,0
2021-07-11,0
2021-07-12,0
2021-07-13,0
2021-07-14,0
2021-07-15,0
2021-07-16,0
2021-07-17,0
2021-07-18,0
2021-07-19,0
2021-07-20,0
2021-07-21,0
2021-07-22,0
2021-07-23,0
2021-07-24,0
2021-07-25,0
2021-07-26,0
2021-07-27,0
2021-07-28,0
2021-07-29,0
2021-07-30,0
2021-07-31,0
2021-08-01,2
2021-08-02,1
2021-08-03,1
2021-08-04,3
2021-08-05,2
2021-08-06,2
2021-08-07,0
2021-08-08,3
2021-08-09,0
2021-08-10,1
2021-08-11,2
2021-08-12,0
2021-08-13,2
2021-08-14,3
2021-08-15,0
2021-08-16,2
2021-08-17,3
2021-08-18,0
2021-08-19,7
2021-08-20,0
2021-08-21,1
2021-08-22,3
2021-08-23,2
2021-08-24,0
2021-08-25,0
2021-08-26,1
2021-08-27,0
2021-08-28,1
2021-08-29,3
2021-08-30,0
2021-08-31,1
2021-09-01,1
2021-09-02,4
2021-09-03,1
2021-09-04,0
2021-09-05,1
2021-09-06,1
2021-09-07,1
2021-09-08,0
2021-09-09,0
2021-09-10,2
2021-09-11,1
2021-09-12,0
2021-09-13,1
2021-09-14,0
2021-09-15,0
2021-09-16,2
2021-09-17,1
2021-09-18,3
2021-09-19,4
2021-09-20,1
2021-09-21,3
2021-09-22,2
2021-09-23,2
2021-09-24,0
2021-09-25,0
2021-09-26,1
2021-09-27,2
2021-09-28,1
2021-09-29,0
2021-09-30,1
2021-10-01,1
2021-10-02,3
2021-10-03,1
2021-10-04,1
2021-10-05,2
2021-10-06,2
2021-10-07,1
2021-10-08,3
2021-10-09,3
2021-10-10,1
2021-10-11,2
2021-10-12,2
2021-10-13,3
2021-10-14,0
2021-10-15,0
2021-10-16,2
2021-10-17,0
2021-10-18,1
2021-10-19,1
2021-10-20,1
2021-10-21,0
2021-10-22,3
2021-10-23,0
2021-10-24,1
2021-10-25,2
2021-10-26,2
2021-10-27,2
2021-10-28,0
2021-10-29,1
2021-10-30,0
2021-10-31,3
2021-11-01,2
2021-11-02,1
2021-11-03,3
2021-11-04,2
2021-11-05,3
2021-11-06,3
2021-11-07,1
2021-11-08,0
2021-11-09,1
2021-11-10,0
2021-11-11,2
2021-11-12,1
2021-11-13,1
2021-11-14,1
2021-11-15,2
2021-11-16,2
2021-11-17,3
2021-11-18,1
2021-11-19,1
2021-11-20,1
2021-11-21,3
2021-11-22,2
2021-11-23,1
2021-11-24,1
2021-11-25,4
2021-11-26,0
2021-11-27,4
2021-11-28,2
2021-11-29,0
2021-11-30,3
2021-12-01,1
2021-12-02,0
2021-12-03,0
2021-12-04,1
2021-12-05,2
2021-12-06,4
2021-12-07,2
2021-12-08,4
2021-12-09,1
2021-12-10,2
2021-12-11,2
2021-12-12,1
2021-12-13,1
2021-12-14,1
2021-12-15,0
2021-12-16,0
2021-12-17,2
2021-12-18,1
2021-12-19,0
2021-12-20,4
2021-12-21,3
2021-12-22,0
2021-12-23,0
2021-12-24,3
2021-12-25,0
2021-12-26,0
2021-12-27,0
2021-12-28,0
2021-12-29,4
2021-12-30,4
2021-12-31,1
2022-01-01,1
2022-01-02,1
2022-01-03,0
2022-01-04,1
2022-01-05,0
2022-01-06,4
2022-01-07,1
2022-01-08,0
2022-01-09,1
2022-01-10,4
2022-01-11,1
2022-01-12,1
2022-01-13,2
2022-01-14,2
2022-01-15,0
2022-01-16,1
2022-01-17,1
2022-01-18,1
2022-01-19,0
2022-01-20,2
2022-01-21,3
2022-01-22,1
2022-01-23,0
2022-01-24,0
2022-01-25,1
2022-01-26,1
2022-01-27,0
2022-01-28,1
2022-01-29,4
2022-01-30,2
2022-01-31,1
2022-02-01,0
2022-02-02,1
2022-02-03,0
2022-02-04,3
2022-02-05,1
2022-02-06,0
2022-02-07,0
2022-02-08,0
2022-02-09,0
2022-02-10,2
2022-02-11,1
2022-02-12,0
2022-02-13,0
2022-02-14,1
2022-02-15,0
2022-02-16,2
2022-02-17,0
2022-02-18,0
2022-02-19,2
2022-02-20,0
2022-02-21,1
2022-02-22,0
2022-02-23,1
2022-02-24,1
2022-02-25,2
2022-02-26,0
2022-02-27,4
2022-02-28,0
2022-03-01,1
2022-03-02,1
2022-03-03,1
2022-03-04,2
2022-03-05,2
2022-03-06,0
2022-03-07,0
2022-03-08,2
2022-03-09,2
2022-03-10,3
2022-03-11,1
2022-03-12,1
2022-03-13,0
2022-03-14,2
2022-03-15,0
2022-03-16,2
2022-03-17,3
2022-03-18,3
2022-03-19,0
2022-03-20,2
2022-03-21,2
2022-03-22,1
2022-03-23,0
2022-03-24,0
2022-03-25,0
2022-03-26,1
2022-03-27,1
2022-03-28,1
2022-03-29,2
2022-03-30,0
2022-03-31,0
2022-04-01,1
2022-04-02,0
2022-04-03,1
2022-04-04,0
2022-04-05,2
2022-04-06,1
2022-04-07,0
2022-04-08,1
2022-04-09,1
2022-04-10,0
2022-04-11,3
2022-04-12,0
2022-04-13,2
2022-04-14,1
2022-04-15,1
2022-04-16,0
2022-04-17,1
2022-04-18,0
2022-04-19,1
2022-04-20,1
2022-04-21,1
2022-04-22,1
2022-04-23,0
2022-04-24,1
2022-04-25,0
2022-04-26,1
2022-04-27,2
2022-04-28,0
2022-04-29,1
2022-04-30,1
2022-05-01,1
2022-05-02,0
2022-05-03,1
2022-05-04,0
2022-05-05,2
2022-05-06,1
2022-05-07,0
2022-05-08,1
2022-05-09,1
2022-05-10,1
2022-05-11,2
2022-05-12,0
2022-05-13,1
2022-05-14,1
2022-05-15,2
2022-05-16,2
2022-05-17,1
2022-05-18,0
2022-05-19,2
2022-05-20,1
2022-05-21,0
2022-05-22,2
2022-05-23,0
2022-05-24,1
2022-05-25,1
2022-05-26,1
2022-05-27,1
2022-05-28,2
2022-05-29,1
2022-05-30,1
2022-05-31,3
2022-06-01,1
2022-06-02,2
2022-06-03,0
2022-06-04,3
2022-06-05,1
2022-06-06,1
2022-06-07,0
2022-06-08,0
2022-06-09,0
2022-06-10,1
2022-06-11,0
2022-06-12,1
2022-06-13,2
2022-06-14,0
2022-06-15,1
2022-06-16,0
2022-06-17,0
2022-06-18,0
2022-06-19,1
2022-06-20,4
2022-06-21,0
2022-06-22,1
2022-06-23,0
2022-06-24,0
2022-06-25,1
2022-06-26,1
2022-06-27,1
2022-06-28,3
2022-06-29,1
2022-06-30,22
2022-07-01,15
2022-07-02,10
2022-07-03,9
2022-07-04,14
2022-07-05,25
2022-07-06,85
2022-07-07,238
2022-07-08,225
2022-07-09,228
2022-07-10,256
2022-07-11,303
2022-07-12,292
2022-07-13,311
2022-07-14,279
2022-07-15,272
2022-07-16,269
2022-07-17,299
2022-07-18,343
2022-07-19,385
2022-07-20,304
2022-07-21,331
2022-07-22,315
2022-07-23,269
2022-07-24,334
2022-07-25,322
2022-07-26,350
2022-07-27,441
2022-07-28,406
2022-07-29,309
2022-07-30,321
2022-07-31,339
2022-08-01,353
2022-08-02,386
2022-08-03,367
2022-08-04,491
2022-08-05,649
2022-08-06,565
2022-08-07,653
2022-08-08,573
2022-08-09,512
2022-08-10,634
2022-08-11,453
2022-08-12,357
2022-08-13,443
2022-08-14,419
2022-08-15,385
2022-08-16,384
2022-08-17,337
2022-08-18,364
2022-08-19,295
2022-08-20,371
2022-08-21,360
2022-08-22,386
2022-08-23,340
2022-08-24,273
2022-08-25,332
2022-08-26,312
2022-08-27,371
2022-08-28,361
2022-08-29,361
2022-08-30,388
2022-08-31,346
2022-09-01,370
2022-09-02,474
2022-09-03,439
2022-09-04,433
2022-09-05,602
2022-09-06,472
2022-09-07,363
2022-09-08,330
2022-09-09,320
2022-09-10,658
2022-09-11,429
2022-09-12,416
2022-09-13,374
2022-09-14,707
2022-09-15,3061
2022-09-16,663
2022-09-17,427
2022-09-18,431
2022-09-19,445
2022-09-20,365
2022-09-21,375
2022-09-22,342
2022-09-23,376
2022-09-24,379
2022-09-25,394
2022-09-26,384
2022-09-27,371
2022-09-28,371
2022-09-29,417
2022-09-30,366
2022-10-01,395
2022-10-02,450
2022-10-03,356
2022-10-04,365
2022-10-05,394
2022-10-06,444
2022-10-07,370
2022-10-08,419
2022-10-09,420
2022-10-10,464
2022-10-11,447
2022-10-12,427
2022-10-13,436
2022-10-14,387
2022-10-15,406
2022-10-16,485
2022-10-17,510
2022-10-18,435
2022-10-19,415
2022-10-20,457
2022-10-21,530
2022-10-22,511
2022-10-23,530
2022-10-24,529
2022-10-25,426
2022-10-26,448
2022-10-27,432
2022-10-28,460
2022-10-29,492
2022-10-30,501
2022-10-31,449
2022-11-01,364
2022-11-02,423
2022-11-03,495
2022-11-04,447
2022-11-05,500
2022-11-06,510
2022-11-07,489
2022-11-08,464
2022-11-09,483
2022-11-10,488
2022-11-11,648
2022-11-12,565
2022-11-13,634
2022-11-14,603
2022-11-15,545
2022-11-16,559
2022-11-17,538
2022-11-18,643
2022-11-19,666
2022-11-20,706
2022-11-21,750
2022-11-22,789
2022-11-23,732
2022-11-24,864
2022-11-25,1364
2022-11-26,1348
2022-11-27,1178
2022-11-28,1125
2022-11-29,1020
2022-11-30,927
2022-12-01,858
2022-12-02,779
2022-12-03,845
2022-12-04,874
2022-12-05,817
2022-12-06,716
2022-12-07,734
2022-12-08,727
2022-12-09,766
2022-12-10,830
2022-12-11,896
2022-12-12,826
2022-12-13,707
2022-12-14,607
2022-12-15,658
2022-12-16,690
2022-12-17,705
2022-12-18,726
2022-12-19,786
2022-12-20,625
2022-12-21,681
2022-12-22,673
2022-12-23,598
2022-12-24,655
2022-12-25,877
2022-12-26,1054
2022-12-27,1009
2022-12-28,836
2022-12-29,790
2022-12-30,728
2022-12-31,618
2023-01-01,532
2023-01-02,696
2023-01-03,588
2023-01-04,566
2023-01-05,619
2023-01-06,569
2023-01-07,579
2023-01-08,639
2023-01-09,567
2023-01-10,555
2023-01-11,483
2023-01-12,541
2023-01-13,642
2023-01-14,773
2023-01-15,724
2023-01-16,789
2023-01-17,642
2023-01-18,699
2023-01-19,617
2023-01-20,665
2023-01-21,781
2023-01-22,837
2023-01-23,935
2023-01-24,758
2023-01-25,745
2023-01-26,634
2023-01-27,507
2023-01-28,621
2023-01-29,719
2023-01-30,612
2023-01-31,517
2023-02-01,526
2023-02-02,516
2023-02-03,592
2023-02-04,557
2023-02-05,581
2023-02-06,583
2023-02-07,545
2023-02-08,546
2023-02-09,639
2023-02-10,674
2023-02-11,656
2023-02-12,744
2023-02-13,583
2023-02-14,566
2023-02-15,563
2023-02-16,709
2023-02-17,649
2023-02-18,873
2023-02-19,824
2023-02-20,911
2023-02-21,738
2023-02-22,758
2023-02-23,811
2023-02-24,765
2023-02-25,784
2023-02-26,804
2023-02-27,709
2023-02-28,594
2023-03-01,615
2023-03-02,639
2023-03-03,678
2023-03-04,731
2023-03-05,749
2023-03-06,720
2023-03-07,664
2023-03-08,773
2023-03-09,696
2023-03-10,691
2023-03-11,749
2023-03-12,868
2023-03-13,800
2023-03-14,738
2023-03-15,704
2023-03-16,721
2023-03-17,573
2023-03-18,625
2023-03-19,758
2023-03-20,729
2023-03-21,662
2023-03-22,696
2023-03-23,643
2023-03-24,682
2023-03-25,777
2023-03-26,875
2023-03-27,839
2023-03-28,779
2023-03-29,707
2023-03-30,703
2023-03-31,735
2023-04-01,860
2023-04-02,910
2023-04-03,781
2023-04-04,657
2023-04-05,701
2023-04-06,662
2023-04-07,628
2023-04-08,654
2023-04-09,601
2023-04-10,668
2023-04-11,664
2023-04-12,590
2023-04-13,676
2023-04-14,574
2023-04-15,706
2023-04-16,803
2023-04-17,892
2023-04-18,840
2023-04-19,732
2023-04-20,800
2023-04-21,769
2023-04-22,770
2023-04-23,869
2023-04-24,807
2023-04-25,735
2023-04-26,627
2023-04-27,715
2023-04-28,803
2023-04-29,878
2023-04-30,859
2023-05-01,740
2023-05-02,599
2023-05-03,630
2023-05-04,692
2023-05-05,691
2023-05-06,673
2023-05-07,706
2023-05-08,700
2023-05-09,583
2023-05-10,585
2023-05-11,573
2023-05-12,641
2023-05-13,667
2023-05-14,684
2023-05-15,737
2023-05-16,692
2023-05-17,602
2023-05-18,581
2023-05-19,583
2023-05-20,658
2023-05-21,714
2023-05-22,679
2023-05-23,633
2023-05-24,646
2023-05-25,714
2023-05-26,742
2023-05-27,773
2023-05-28,762
2023-05-29,806
2023-05-30,721
2023-05-31,687
2023-06-01,672
2023-06-02,629
2023-06-03,624
2023-06-04,715
2023-06-05,719
2023-06-06,645
2023-06-07,870
2023-06-08,667
2023-06-09,628
2023-06-10,615
2023-06-11,702
2023-06-12,790
2023-06-13,820
2023-06-14,821
2023-06-15,738
2023-06-16,708
2023-06-17,718
2023-06-18,759
2023-06-19,719
2023-06-20,689
2023-06-21,653
2023-06-22,610
2023-06-23,602
2023-06-24,541
2023-06-25,629
2023-06-26,671
2023-06-27,706
2023-06-28,668
2023-06-29,720
2023-06-30,739
2023-07-01,733
2023-07-02,796
2023-07-03,779
2023-07-04,711
2023-07-05,764
2023-07-06,821
2023-07-07,796
2023-07-08,789
2023-07-09,904
2023-07-10,924
2023-07-11,949
2023-07-12,973
2023-07-13,1059
2023-07-14,1084
2023-07-15,1061
2023-07-16,1079
2023-07-17,1186
2023-07-18,1172
2023-07-19,1125
2023-07-20,1136
2023-07-21,1082
2023-07-22,924
2023-07-23,978
2023-07-24,1160
2023-07-25,1016
2023-07-26,1164
2023-07-27,1102
2023-07-28,1085
2023-07-29,1065
2023-07-30,1126
2023-07-31,1163
2023-08-01,1120
2023-08-02,1156
2023-08-03,1115
2023-08-04,1146
2023-08-05,1069
2023-08-06,1063
2023-08-07,1049
2023-08-08,1074
2023-08-09,999
2023-08-10,1042
2023-08-11,995
2023-08-12,1041
2023-08-13,1012
2023-08-14,1060
2023-08-15,1050
2023-08-16,1015
2023-08-17,912
2023-08-18,849
2023-08-19,947
2023-08-20,997
2023-08-21,958
2023-08-22,905
2023-08-23,933
2023-08-24,924
2023-08-25,855
2023-08-26,1086
2023-08-27,957
2023-08-28,800
2023-08-29,876
2023-08-30,819
2023-08-31,818
2023-09-01,838
2023-09-02,937
2023-09-03,973
2023-09-04,1034
2023-09-05,866
2023-09-06,828
2023-09-07,773
2023-09-08,777
2023-09-09,989
2023-09-10,950
2023-09-11,818
2023-09-12,790
2023-09-13,830
2023-09-14,785
2023-09-15,810
2023-09-16,963
2023-09-17,984
2023-09-18,981
2023-09-19,836
2023-09-20,907
2023-09-21,914
2023-09-22,807
2023-09-23,956
2023-09-24,937
2023-09-25,908
2023-09-26,899
2023-09-27,1007
2023-09-28,981
2023-09-29,958
2023-09-30,1007
2023-10-01,1003
2023-10-02,994
2023-10-03,877
2023-10-04,909
2023-10-05,965
2023-10-06,907
2023-10-07,985
2023-10-08,1143
2023-10-09,1267
2023-10-10,1104
2023-10-11,1059
2023-10-12,989
2023-10-13,1051
2023-10-14,1165
2023-10-15,1273
2023-10-16,1260
2023-10-17,1131
2023-10-18,1230
2023-10-19,1160
2023-10-20,1141
2023-10-21,1183
2023-10-22,1359
2023-10-23,1375
2023-10-24,1094
2023-10-25,1330
2023-10-26,1317
2023-10-27,1128
2023-10-28,1173
2023-10-29,1114
2023-10-30,1524
2023-10-31,1109
2023-11-01,1260
2023-11-02,1455
2023-11-03,1422
2023-11-04,1790
2023-11-05,1885
2023-11-06,1519
2023-11-07,1410
2023-11-08,1554
2023-11-09,1550
2023-11-10,1681
2023-11-11,1698
2023-11-12,1755
2023-11-13,1842
2023-11-14,1600
2023-11-15,1459
2023-11-16,1487
2023-11-17,1389
2023-11-18,1614
2023-11-19,1916
2023-11-20,1958
2023-11-21,1941
2023-11-22,2005
2023-11-23,1973
2023-11-24,3087
2023-11-25,2845
2023-11-26,2408
2023-11-27,2545
2023-11-28,2253
2023-11-29,1929
2023-11-30,1870
2023-12-01,1848
2023-12-02,2125
2023-12-03,2202
2023-12-04,1850
2023-12-05,1571
2023-12-06,1608
2023-12-07,1651
2023-12-08,1499
2023-12-09,1673
2023-12-10,1783
2023-12-11,1655
2023-12-12,1371
2023-12-13,1571
2023-12-14,1647
2023-12-15,1382
2023-12-16,1594
2023-12-17,1588
2023-12-18,1509
2023-12-19,1373
2023-12-20,1289
2023-12-21,1214
2023-12-22,1076
2023-12-23,1134
2023-12-24,978
2023-12-25,1464
2023-12-26,1857
2023-12-27,1565
2023-12-28,1406
2023-12-29,1345
2023-12-30,1247
2023-12-31,1148
2024-01-01,1047
2024-01-02,1244
2024-01-03,1160
2024-01-04,1087
2024-01-05,1075
2024-01-06,1225
2024-01-07,1258
2024-01-08,1160
2024-01-09,1092
2024-01-10,1137
2024-01-11,1146
2024-01-12,1169
2024-01-13,1337
2024-01-14,1321
2024-01-15,1291
2024-01-16,1161
2024-01-17,1026
2024-01-18,1075
2024-01-19,1112
2024-01-20,1296
2024-01-21,1379
2024-01-22,1156
2024-01-23,972
2024-01-24,926
2024-01-25,978
2024-01-26,927
2024-01-27,1028
2024-01-28,1054
2024-01-29,965
2024-01-30,862
2024-01-31,946
2024-02-01,1011
2024-02-02,941
2024-02-03,1076
2024-02-04,1307
2024-02-05,1041
2024-02-06,984
2024-02-07,1034
2024-02-08,1089
2024-02-09,977
2024-02-10,1102
2024-02-11,1102
2024-02-12,950
2024-02-13,871
2024-02-14,747
2024-02-15,990
2024-02-16,1080
2024-02-17,1239
2024-02-18,1378
2024-02-19,1403
2024-02-20,1244
2024-02-21,1202
2024-02-22,1162
2024-02-23,1273
2024-02-24,1313
2024-02-25,1369
2024-02-26,1361
2024-02-27,1242
2024-02-28,1372
2024-02-29,1324
2024-03-01,1230
2024-03-02,1452
2024-03-03,1599
2024-03-04,1289
2024-03-05,1108
2024-03-06,1237
2024-03-07,1229
2024-03-08,1234
2024-03-09,1327
2024-03-10,1340
2024-03-11,1394
2024-03-12,1210
2024-03-13,1255
2024-03-14,1188
2024-03-15,1131
2024-03-16,1205
2024-03-17,1339
2024-03-18,1254
2024-03-19,1141
2024-03-20,1093
2024-03-21,1183
2024-03-22,1089
2024-03-23,1298
2024-03-24,1449
2024-03-25,1287
2024-03-26,1165
2024-03-27,1153
2024-03-28,1213
2024-03-29,1356
2024-03-30,1285
2024-03-31,1282
2024-04-01,1304
2024-04-02,1190
2024-04-03,1095
2024-04-04,1072
2024-04-05,1041
2024-04-06,1191
2024-04-07,1351
2024-04-08,1093
2024-04-09,1057
2024-04-10,1032
2024-04-11,1030
2024-04-12,1037
2024-04-13,1234
2024-04-14,1333
2024-04-15,1207
2024-04-16,921
2024-04-17,1017
2024-04-18,1040
2024-04-19,1008
2024-04-20,1066
2024-04-21,1258
2024-04-22,1109
2024-04-23,1071
2024-04-24,1120
2024-04-25,1094
2024-04-26,1168
2024-04-27,1188
2024-04-28,1248
2024-04-29,1223
2024-04-30,1067
2024-05-01,1156
2024-05-02,1097
2024-05-03,1038
2024-05-04,1175
2024-05-05,1314
2024-05-06,1183
2024-05-07,1065
2024-05-08,998
2024-05-09,1012
2024-05-10,1030
2024-05-11,1155
2024-05-12,1151
2024-05-13,1126
2024-05-14,1188
2024-05-15,1080
2024-05-16,990
2024-05-17,981
2024-05-18,1121
2024-05-19,1266
2024-05-20,1180
2024-05-21,997
2024-05-22,1012
2024-05-23,1100
2024-05-24,1048
2024-05-25,1200
2024-05-26,1364
2024-05-27,1416
2024-05-28,1313
2024-05-29,1168
2024-05-30,1140
2024-05-31,1078
2024-06-01,1143
2024-06-02,1298
2024-06-03,1276
2024-06-04,1125
2024-06-05,1109
2024-06-06,1178
2024-06-07,1082
2024-06-08,1053
2024-06-09,1204
2024-06-10,1195
2024-06-11,1118
2024-06-12,1353
2024-06-13,1197
2024-06-14,1260
2024-06-15,1151
2024-06-16,1227
2024-06-17,1175
2024-06-18,1277
2024-06-19,1160
2024-06-20,1171
2024-06-21,1167
2024-06-22,1131
2024-06-23,1188
2024-06-24,1104
2024-06-25,1271
2024-06-26,1251
2024-06-27,1259
2024-06-28,1320
2024-06-29,1122
2024-06-30,1215
2024-07-01,1361
2024-07-02,1430
2024-07-03,1353
2024-07-04,1155
2024-07-05,1118
2024-07-06,1390
2024-07-07,1388
2024-07-08,1448
2024-07-09,1437
2024-07-10,1342
2024-07-11,1314
2024-07-12,1442
2024-07-13,1437
2024-07-14,1469
2024-07-15,1510
2024-07-16,1559
2024-07-17,1635
2024-07-18,1602
2024-07-19,1573
2024-07-20,1575
2024-07-21,1938
2024-07-22,2007
2024-07-23,1844
2024-07-24,1690
2024-07-25,1687
2024-07-26,1770
2024-07-27,1712
2024-07-28,1922
2024-07-29,1991
2024-07-30,1973
2024-07-31,1838
2024-08-01,1748
2024-08-02,1804
2024-08-03,1963
2024-08-04,1869
2024-08-05,2032
2024-08-06,1943
2024-08-07,1909
2024-08-08,1782
2024-08-09,1633
2024-08-10,1559
2024-08-11,1798
2024-08-12,1677
2024-08-13,1708
2024-08-14,1682
2024-08-15,1675
2024-08-16,1554
2024-08-17,1869
2024-08-18,1884
2024-08-19,1846
2024-08-20,1773
2024-08-21,1930
2024-08-22,1700
2024-08-23,1261
2024-08-24,1378
2024-08-25,1619
2024-08-26,1627
2024-08-27,1522
2024-08-28,1568
2024-08-29,1515
2024-08-30,1459
2024-08-31,1820
2024-09-01,1809
2024-09-02,1847
2024-09-03,1495
2024-09-04,1450
2024-09-05,1266
2024-09-06,1384
2024-09-07,1532
