Segment,Date,Session Custom Channel Group,Platform,Sessions,Total revenue,Purchases,Engaged sessions,Shipping amount,Tax amount
Good Sessions,8/27/2023,Email,iOS,1,0,0,1,0,0
Good Sessions,8/27/2023,Email,web,15767,35116.84,191,10893,1191.24,1914.65
Good Sessions,8/27/2023,Organic Search,Android,176,588.84,4,154,10,0
Good Sessions,8/27/2023,Organic Search,web,7490,11038.29,67,5920,583.95,784.61
Good Sessions,8/27/2023,Organic Shopping,web,137,0,0,131,0,0
Good Sessions,8/27/2023,Organic Social,Android,56,0,0,44,0,0
Good Sessions,8/27/2023,Organic Social,web,1825,2052.2,15,1612,100,128.9
Good Sessions,8/27/2023,Organic Video,web,1,0,0,1,0,0
Good Sessions,8/27/2023,Paid Search,Android,767,2298.1,10,656,53,0
Good Sessions,8/27/2023,Paid Search,iOS,512,1302.84,7,464,65.5,0
Good Sessions,8/27/2023,Paid Search,web,24201,50057.64,337,21285,3200,2792.04
Good Sessions,8/27/2023,Paid Social,web,17961,23522.56,139,16481,976,1235.06
Good Sessions,8/27/2023,Payment Redirects,web,141,1010.87,8,87,53,46.21
Good Sessions,8/27/2023,Referral,web,139,250.08,1,101,34,19.07
Good Sessions,8/27/2023,SMS,web,6044,15645.53,80,3761,578,878.27
Good Sessions,8/27/2023,Unassigned,Android,87,0,0,0,0,0
Good Sessions,8/27/2023,Unassigned,iOS,164,241.95,2,0,20,0
Good Sessions,8/27/2023,Unassigned,web,400,1527.06,9,27,73,112.96
Good Sessions,8/28/2023,Affiliates,web,1977,14321.95,82,1452,547,832.77
Good Sessions,8/28/2023,Direct,Android,187,1183.04,5,151,10,0
Good Sessions,8/28/2023,Direct,iOS,6536,15364.53,103,5927,1069,0
Good Sessions,8/28/2023,Direct,web,21862,33217.52,207,17100,1809.17,2003.23
Good Sessions,8/28/2023,Display,web,31,0,0,8,0,0
Good Sessions,8/28/2023,Email,web,14306,35230.43,186,9829,1231.18,1958.2
Good Sessions,8/28/2023,Organic Search,Android,184,289.74,3,161,33,0
Good Sessions,8/28/2023,Organic Search,web,7478,9981.6,72,6041,779.72,682.32
Good Sessions,8/28/2023,Organic Shopping,web,110,444.38,2,107,10,22.24
Good Sessions,8/28/2023,Organic Social,Android,51,128.89,1,41,10,0
Good Sessions,8/28/2023,Organic Social,web,1085,1434.21,8,971,76.5,81.67
Good Sessions,8/28/2023,Paid Search,Android,728,365.25,3,623,32.5,0
Good Sessions,8/28/2023,Paid Search,iOS,488,137.26,1,454,10,0
Good Sessions,8/28/2023,Paid Search,web,22442,44665.87,310,19725,2972,2591.5
Good Sessions,8/28/2023,Paid Social,web,15900,19287.77,121,14315,883,1033.03
Good Sessions,8/28/2023,Payment Redirects,web,124,1688.84,10,80,85.5,99.56
Good Sessions,8/28/2023,Referral,web,216,1011.94,4,167,61.06,75.44
Good Sessions,8/28/2023,SMS,web,8656,20754.26,110,5413,789.5,1220.75
Good Sessions,8/28/2023,Unassigned,Android,69,0,0,0,0,0
Good Sessions,8/28/2023,Unassigned,iOS,150,0,0,0,0,0
Good Sessions,8/28/2023,Unassigned,web,351,2074.49,10,9,72.5,109.99
Good Sessions,8/29/2023,Affiliates,web,2268,27414.03,134,1694,990.5,1395.62
Good Sessions,8/29/2023,Direct,Android,184,165.91,1,155,22.5,0
Good Sessions,8/29/2023,Direct,iOS,6907,21124.33,139,6301,1366.5,0
Good Sessions,8/29/2023,Direct,web,23970,44183.26,275,19018,2167.73,2559.79
Good Sessions,8/29/2023,Display,web,22,0,0,3,0,0
Good Sessions,8/29/2023,Email,iOS,3,0,0,3,0,0
Good Sessions,8/29/2023,Email,web,16637,52848.65,272,12016,1497.1,3054.46
Good Sessions,8/29/2023,Organic Search,Android,180,266.77,2,152,10,0
Good Sessions,8/29/2023,Organic Search,web,7616,12370.58,80,6167,714.93,636.79
Good Sessions,8/29/2023,Organic Shopping,web,101,43.93,1,96,10,0
Good Sessions,8/29/2023,Organic Social,Android,61,0,0,51,0,0
Good Sessions,8/29/2023,Organic Social,web,1046,3081.07,18,937,144.4,168.21
Good Sessions,8/29/2023,Organic Video,web,2,0,0,2,0,0
Good Sessions,8/29/2023,Paid Search,Android,807,2045.98,14,691,95.5,0
Good Sessions,8/29/2023,Paid Search,iOS,515,1287.62,12,481,100,0
Good Sessions,8/29/2023,Paid Search,web,26171,65464.52,445,22846,4320,3669.7
Good Sessions,8/29/2023,Paid Social,web,17976,29372.77,180,16681,1327,1584.78
Good Sessions,8/29/2023,Payment Redirects,web,148,2546.46,13,103,95,125.54
Good Sessions,8/29/2023,Referral,web,165,523.22,2,123,29.63,33.85
Good Sessions,8/29/2023,SMS,web,12466,39173.48,209,8106,1372.5,2181.92
Good Sessions,8/29/2023,Unassigned,Android,103,131.72,1,22,10,0
Good Sessions,8/29/2023,Unassigned,iOS,189,551.63,3,8,54,0
Good Sessions,8/29/2023,Unassigned,web,396,2819.58,17,13,81.93,132.84
Good Sessions,8/30/2023,Affiliates,web,2308,27484.01,141,1716,1211.5,1462.76
Good Sessions,8/30/2023,Direct,Android,193,1360.74,5,168,66.5,0
Good Sessions,8/30/2023,Direct,iOS,7033,19814.35,136,6430,1107,0
Good Sessions,8/30/2023,Direct,web,22662,46827.94,301,17765,2386.62,2500.72
Good Sessions,8/30/2023,Display,web,73,0,0,16,0,0
Good Sessions,8/30/2023,Email,iOS,1,0,0,1,0,0
Good Sessions,8/30/2023,Email,web,14759,44472.84,223,10400,1179.5,2411.36
Good Sessions,8/30/2023,Organic Search,Android,183,564.35,4,161,20,0
Good Sessions,8/30/2023,Organic Search,web,7524,14345.67,88,5995,720.36,818.15
Good Sessions,8/30/2023,Organic Shopping,web,79,464.5,3,78,10,33.7
Good Sessions,8/30/2023,Organic Social,Android,37,0,0,32,0,0
Good Sessions,8/30/2023,Organic Social,web,936,3651.44,17,839,88.5,157.7
Good Sessions,8/30/2023,Paid Search,Android,730,2564.84,10,626,73,0
Good Sessions,8/30/2023,Paid Search,iOS,492,780.14,5,455,40,0
Good Sessions,8/30/2023,Paid Search,web,25167,70290.63,463,21976,4181.5,4049.29
Good Sessions,8/30/2023,Paid Social,web,18106,35180.08,195,16617,1361.5,1884.28
Good Sessions,8/30/2023,Payment Redirects,web,147,1388.55,7,85,62.5,66.66
Good Sessions,8/30/2023,Referral,web,159,1236.01,5,111,80.31,244.65
Good Sessions,8/30/2023,SMS,web,10593,30315.43,159,7095,1087.5,1818.04
Good Sessions,8/30/2023,Unassigned,Android,71,0,0,0,0,0
Good Sessions,8/30/2023,Unassigned,iOS,169,194.82,1,0,0,0
Good Sessions,8/30/2023,Unassigned,web,389,3630.51,17,15,84,195.45
Good Sessions,8/31/2023,Affiliates,web,2428,28131.05,144,1820,967.64,1375.36
Good Sessions,8/31/2023,Direct,Android,183,448.68,2,136,0,0
Good Sessions,8/31/2023,Direct,iOS,6898,21639.86,139,6316,1203,0
Good Sessions,8/31/2023,Direct,web,23335,42537.38,285,18308,2393.15,2286.54
Good Sessions,8/31/2023,Display,web,288,238.56,1,50,0,0
Good Sessions,8/31/2023,Email,iOS,5,121.83,1,5,10,0
Good Sessions,8/31/2023,Email,web,14522,52339.18,261,10427,1582.39,3135.66
Good Sessions,8/31/2023,Organic Search,Android,168,1069.81,8,150,60,0
Good Sessions,8/31/2023,Organic Search,web,7539,17042.58,94,5972,774.51,937.83
Good Sessions,8/31/2023,Organic Shopping,web,90,597.05,4,88,45.5,24.45
Good Sessions,8/31/2023,Organic Social,Android,49,0,0,36,0,0
Good Sessions,8/31/2023,Organic Social,web,1045,3178.46,16,945,102.5,166.45
Good Sessions,8/31/2023,Organic Video,web,1,0,0,1,0,0
Good Sessions,8/31/2023,Paid Search,Android,648,2077.81,13,554,153.5,0
Good Sessions,8/31/2023,Paid Search,iOS,474,2255.37,8,434,70,0
Good Sessions,8/31/2023,Paid Search,web,23696,72877.18,467,20841,4157.5,4128.74
Good Sessions,8/31/2023,Paid Social,web,17827,37580.72,205,16651,1338.5,2057.47
Good Sessions,8/31/2023,Payment Redirects,web,177,3717.12,17,121,63,120.79
Good Sessions,8/31/2023,Referral,web,167,1164.07,8,113,76.89,93.28
Good Sessions,8/31/2023,SMS,web,9480,31987.42,157,6034,783,1863.21
Good Sessions,8/31/2023,Unassigned,Android,65,54.46,1,0,10,0
Good Sessions,8/31/2023,Unassigned,iOS,191,0,0,0,0,0
Good Sessions,8/31/2023,Unassigned,web,361,2566.14,14,16,129.55,124.83
Good Sessions,9/1/2023,Affiliates,web,2502,31848.55,176,1907,1265,1836.45
Good Sessions,9/1/2023,Direct,Android,231,895,6,186,52.5,0
Good Sessions,9/1/2023,Direct,iOS,7206,24315.88,166,6581,1304,0
Good Sessions,9/1/2023,Direct,web,22528,72104.11,410,17572,3025.8,4770.79
Good Sessions,9/1/2023,Display,web,272,0,0,53,0,0
Good Sessions,9/1/2023,Email,iOS,3,0,0,3,0,0
Good Sessions,9/1/2023,Email,web,13492,57064.38,287,9769,1367.11,3170.91
Good Sessions,9/1/2023,Organic Search,Android,189,1345.57,9,163,62.5,0
Good Sessions,9/1/2023,Organic Search,web,7523,18399.75,109,6047,736.11,1106.1
Good Sessions,9/1/2023,Organic Shopping,web,110,509.69,3,108,44,19.01
Good Sessions,9/1/2023,Organic Social,Android,52,0,0,44,0,0
Good Sessions,9/1/2023,Organic Social,web,995,3695.83,19,881,136.5,188.12
Good Sessions,9/1/2023,Organic Video,web,1,0,0,1,0,0
Good Sessions,9/1/2023,Paid Search,Android,766,2846.95,19,654,209,0
Good Sessions,9/1/2023,Paid Search,iOS,450,1324.96,8,393,43,0
Good Sessions,9/1/2023,Paid Search,web,23539,69334.46,479,20861,4348.57,3909.96
Good Sessions,9/1/2023,Paid Social,web,18495,38337.34,212,16825,1469.5,2246.41
Good Sessions,9/1/2023,Payment Redirects,web,187,2142.46,15,121,120,132.68
Good Sessions,9/1/2023,Referral,web,164,1126.5,5,128,62.09,225.14
Good Sessions,9/1/2023,SMS,web,5725,24224.05,134,3756,939,1448.08
Good Sessions,9/1/2023,Unassigned,Android,69,0,0,0,0,0
Good Sessions,9/1/2023,Unassigned,iOS,186,250.98,2,0,10,0
Good Sessions,9/1/2023,Unassigned,web,366,6140.28,31,8,221.5,357.69
Good Sessions,9/2/2023,Affiliates,web,2326,27051.16,149,1778,1002,1542.21
Good Sessions,9/2/2023,Direct,Android,170,785.31,3,136,10,0
Good Sessions,9/2/2023,Direct,iOS,7606,22061.95,161,6951,1344,0
Good Sessions,9/2/2023,Direct,web,23420,54924.24,341,18291,2625.1,3282.21
Good Sessions,9/2/2023,Display,web,293,0,0,51,0,0
Good Sessions,9/2/2023,Email,iOS,6,0,0,5,0,0
Good Sessions,9/2/2023,Email,web,14174,44179.67,245,9714,1332.3,2848.76
Good Sessions,9/2/2023,Organic Search,Android,200,2043.04,8,183,78,0
Good Sessions,9/2/2023,Organic Search,web,7774,15721.58,107,6134,802.64,822.3
Good Sessions,9/2/2023,Organic Shopping,web,124,438.18,5,120,40,17.3
Good Sessions,9/2/2023,Organic Social,Android,49,62.96,1,42,10,0
Good Sessions,9/2/2023,Organic Social,web,1104,2339.25,11,939,72.5,164.57
Good Sessions,9/2/2023,Paid Search,Android,670,2740.55,16,585,128,0
Good Sessions,9/2/2023,Paid Search,iOS,485,1762.44,10,450,96.5,0
Good Sessions,9/2/2023,Paid Search,web,27202,82322.53,532,24348,4501.5,4606.46
Good Sessions,9/2/2023,Paid Social,web,18860,32154.69,212,17034,1388.5,1655.85
Good Sessions,9/2/2023,Payment Redirects,web,147,1912.18,10,93,85.5,114.83
Good Sessions,9/2/2023,Referral,web,146,1539.81,7,117,48.22,179.84
Good Sessions,9/2/2023,SMS,web,6000,24712.45,140,3852,804,1548.35
Good Sessions,9/2/2023,Unassigned,Android,64,0,0,0,0,0
Good Sessions,9/2/2023,Unassigned,iOS,216,323,2,0,13,0
Good Sessions,9/2/2023,Unassigned,web,399,4789.19,28,8,142.5,265.51
Good Sessions,9/3/2023,Affiliates,web,2435,30844.83,156,1854,1026,1851.9
Good Sessions,9/3/2023,Direct,Android,169,464.26,3,131,44,0
Good Sessions,9/3/2023,Direct,iOS,7986,28669.99,173,7229,1462,0
Good Sessions,9/3/2023,Direct,web,26978,65843.82,409,21459,3120.95,3960.63
Good Sessions,9/3/2023,Display,web,326,163.92,1,66,10,5.74
Good Sessions,9/3/2023,Email,iOS,6,0,0,4,0,0
Good Sessions,9/3/2023,Email,web,15869,59944.76,292,11387,1416.23,3543.17
Good Sessions,9/3/2023,Organic Search,Android,197,1708.88,11,182,72.5,0
Good Sessions,9/3/2023,Organic Search,web,8187,20827.47,125,6526,976.21,1333.61
Good Sessions,9/3/2023,Organic Shopping,web,107,217.3,3,107,30,9.58
Good Sessions,9/3/2023,Organic Social,Android,44,157.89,1,39,10,0
Good Sessions,9/3/2023,Organic Social,web,1126,2175.34,14,999,50,119.07
Good Sessions,9/3/2023,Paid Search,Android,646,1394.53,7,560,67,0
Good Sessions,9/3/2023,Paid Search,iOS,500,1482.87,10,454,60,0
Good Sessions,9/3/2023,Paid Search,web,27886,83934.1,519,24214,4165.9,4719.28
Good Sessions,9/3/2023,Paid Social,web,19570,30746.39,181,17324,1052.5,1653.77
Good Sessions,9/3/2023,Payment Redirects,web,191,2086.46,12,122,127.5,130.01
Good Sessions,9/3/2023,Referral,web,130,392.46,3,98,29.48,14.71
Good Sessions,9/3/2023,SMS,web,12738,45917,239,8255,1146,2775.21
Good Sessions,9/3/2023,Unassigned,Android,67,0,0,0,0,0
Good Sessions,9/3/2023,Unassigned,iOS,214,742.62,4,0,33,0
Good Sessions,9/3/2023,Unassigned,web,419,3377.92,19,10,172.5,166.25
Good Sessions,9/4/2023,Affiliates,web,2655,35519.87,203,2043,1187.13,2106.71
Good Sessions,9/4/2023,Direct,Android,250,1377.56,6,191,10,0
Good Sessions,9/4/2023,Direct,iOS,8304,44123.32,267,7740,2042.5,0
Good Sessions,9/4/2023,Direct,web,31372,106373.48,584,25265,4030.24,6174.13
Good Sessions,9/4/2023,Display,web,299,0,0,56,0,0
Good Sessions,9/4/2023,Email,iOS,1,0,0,1,0,0
Good Sessions,9/4/2023,Email,web,18504,78700.42,393,13113,2120.05,4495.47
Good Sessions,9/4/2023,Organic Search,Android,196,1422.13,6,180,90.5,0
Good Sessions,9/4/2023,Organic Search,web,7806,28280.54,152,6145,1049.63,1786.52
Good Sessions,9/4/2023,Organic Shopping,web,118,123.26,1,117,10,9.73
Good Sessions,9/4/2023,Organic Social,Android,49,0,0,38,0,0
Good Sessions,9/4/2023,Organic Social,web,1004,4769.35,24,867,172.5,270.43
Good Sessions,9/4/2023,Organic Video,web,1,0,0,0,0,0
Good Sessions,9/4/2023,Paid Search,Android,744,4498.6,23,621,146.5,0
Good Sessions,9/4/2023,Paid Search,iOS,510,2297.68,11,467,40,0
Good Sessions,9/4/2023,Paid Search,web,28404,106716.97,650,25179,4982,5974.54
Good Sessions,9/4/2023,Paid Social,web,19968,34668.33,210,17569,1274,1774.43
Good Sessions,9/4/2023,Payment Redirects,web,205,4171.87,22,144,134,220.79
Good Sessions,9/4/2023,Referral,web,152,368.82,3,120,42.63,8.56
Good Sessions,9/4/2023,SMS,web,11998,64731.14,307,7630,1382,3799.5
Good Sessions,9/4/2023,Unassigned,Android,73,0,0,0,0,0
Good Sessions,9/4/2023,Unassigned,iOS,215,0,0,0,0,0
Good Sessions,9/4/2023,Unassigned,web,438,4925.44,30,11,192.5,281.21
Good Sessions,9/5/2023,Affiliates,web,2227,20006.04,111,1632,710,1058.25
Good Sessions,9/5/2023,Direct,Android,185,364.88,1,137,0,0
Good Sessions,9/5/2023,Direct,iOS,7009,17991.15,121,6390,825.5,0
Good Sessions,9/5/2023,Direct,web,23243,44298.58,270,17772,2394.21,2674.04
Good Sessions,9/5/2023,Display,web,280,0,0,53,0,0
Good Sessions,9/5/2023,Email,iOS,1,0,0,1,0,0
Good Sessions,9/5/2023,Email,web,19492,57727.26,298,13243,1691.76,3182.67
Good Sessions,9/5/2023,Organic Search,Android,185,570.55,3,167,42.5,0
Good Sessions,9/5/2023,Organic Search,web,7721,14078.21,85,6161,720.34,904.09
Good Sessions,9/5/2023,Organic Shopping,web,124,561.09,6,120,60,37.52
Good Sessions,9/5/2023,Organic Social,Android,42,0,0,35,0,0
Good Sessions,9/5/2023,Organic Social,web,1027,3048.59,16,887,112.81,180.23
Good Sessions,9/5/2023,Organic Video,web,1,0,0,1,0,0
Good Sessions,9/5/2023,Paid Search,Android,770,1569.3,10,647,106.5,0
Good Sessions,9/5/2023,Paid Search,iOS,471,1964.93,9,432,52.5,0
Good Sessions,9/5/2023,Paid Search,web,23784,65769.92,401,20528,3493.9,3707.38
Good Sessions,9/5/2023,Paid Social,web,22191,27356.55,167,20024,1155,1409.36
Good Sessions,9/5/2023,Payment Redirects,web,224,3051.91,14,156,60,163.37
Good Sessions,9/5/2023,Referral,web,180,891.23,3,132,49.16,301.3
Good Sessions,9/5/2023,SMS,web,8394,24386.09,127,4945,645.5,1404.42
Good Sessions,9/5/2023,Unassigned,Android,68,0,0,0,0,0
Good Sessions,9/5/2023,Unassigned,iOS,192,1016.2,8,0,53,0
Good Sessions,9/5/2023,Unassigned,web,439,5364.48,27,14,121.86,405.29
Good Sessions,9/6/2023,Affiliates,web,2226,27383.6,143,1640,848.98,1520.4
Good Sessions,9/6/2023,Direct,Android,207,766.15,3,160,0,0
Good Sessions,9/6/2023,Direct,iOS,6911,19923.17,132,6279,1328.5,0
Good Sessions,9/6/2023,Direct,web,22915,52629.53,321,18249,2624.62,3064.14
Good Sessions,9/6/2023,Display,web,343,0,0,56,0,0
Good Sessions,9/6/2023,Email,web,17048,46900.66,247,11950,1461.16,2631.66
Good Sessions,9/6/2023,Organic Search,Android,183,1112.59,7,163,50,0
Good Sessions,9/6/2023,Organic Search,web,7938,18541.53,121,6346,1003.93,1050.68
Good Sessions,9/6/2023,Organic Shopping,web,101,0,0,101,0,0
Good Sessions,9/6/2023,Organic Social,Android,44,0,0,37,0,0
Good Sessions,9/6/2023,Organic Social,web,1049,1564.15,9,924,95,32.3
Good Sessions,9/6/2023,Paid Search,Android,676,4652.9,19,572,143.5,0
Good Sessions,9/6/2023,Paid Search,iOS,467,1260.63,11,435,106,0
Good Sessions,9/6/2023,Paid Search,web,21106,63717.77,412,18118,3719,3542
Good Sessions,9/6/2023,Paid Social,web,19327,22289.38,138,17263,1001,1252.88
Good Sessions,9/6/2023,Payment Redirects,web,199,1575.39,9,130,57,103.1
Good Sessions,9/6/2023,Referral,web,166,1065.47,6,126,44.24,98.19
Good Sessions,9/6/2023,SMS,web,10250,33995.92,157,6035,1020.5,2067.93
Good Sessions,9/6/2023,Unassigned,Android,69,0,0,0,0,0
Good Sessions,9/6/2023,Unassigned,iOS,155,0,0,0,0,0
Good Sessions,9/6/2023,Unassigned,web,410,4292.2,22,22,197.41,163.63
Good Sessions,9/7/2023,Affiliates,web,2525,17298.51,99,1803,839,965.14
Good Sessions,9/7/2023,Direct,Android,190,293.06,4,156,30,0
Good Sessions,9/7/2023,Direct,iOS,6562,13174.47,91,5950,909.5,0
Good Sessions,9/7/2023,Direct,web,21897,33101.65,222,17260,1964.18,2241.17
Good Sessions,9/7/2023,Display,web,279,0,0,44,0,0
Good Sessions,9/7/2023,Email,iOS,5,0,0,4,0,0
Good Sessions,9/7/2023,Email,web,13731,26568,152,9141,1047.68,1440.43
Good Sessions,9/7/2023,Organic Search,Android,190,465.65,2,167,44,0
Good Sessions,9/7/2023,Organic Search,web,7609,10219.97,66,5941,667.07,594.6
Good Sessions,9/7/2023,Organic Shopping,web,134,447.19,3,131,55,27.5
Good Sessions,9/7/2023,Organic Social,Android,50,330.66,1,43,22.5,0
Good Sessions,9/7/2023,Organic Social,web,934,1450.45,7,797,40,94.96
Good Sessions,9/7/2023,Paid Search,Android,777,1184.88,8,674,50,0
Good Sessions,9/7/2023,Paid Search,iOS,448,911.76,8,425,118,0
Good Sessions,9/7/2023,Paid Search,web,20237,45830.36,295,17196,2381.5,2580.48
Good Sessions,9/7/2023,Paid Social,web,24205,22006.88,150,21032,1125,1194.82
Good Sessions,9/7/2023,Payment Redirects,web,186,1399.61,11,119,80,82.18
Good Sessions,9/7/2023,Referral,web,172,0,0,126,0,0
Good Sessions,9/7/2023,SMS,web,14285,17063.2,89,11392,602.5,1032.31
Good Sessions,9/7/2023,Unassigned,Android,73,0,0,0,0,0
Good Sessions,9/7/2023,Unassigned,iOS,173,271.31,1,0,0,0
Good Sessions,9/7/2023,Unassigned,web,399,3212.55,19,21,132.5,220.86
Good Sessions,9/8/2023,Affiliates,web,2185,16428.17,101,1505,755.5,883.02
Good Sessions,9/8/2023,Direct,Android,227,2298.28,6,172,33,0
Good Sessions,9/8/2023,Direct,iOS,6505,12636.21,90,5919,798,0
Good Sessions,9/8/2023,Direct,web,24357,43056.89,257,19073,2288.88,2612.32
Good Sessions,9/8/2023,Display,web,305,0,0,35,0,0
Good Sessions,9/8/2023,Email,iOS,2,0,0,1,0,0
Good Sessions,9/8/2023,Email,web,14302,25406.5,146,9749,1022.1,1691.15
Good Sessions,9/8/2023,Organic Search,Android,150,198.56,1,125,0,0
Good Sessions,9/8/2023,Organic Search,web,6927,15703.68,77,5321,880.7,825.37
Good Sessions,9/8/2023,Organic Shopping,web,182,355.37,4,182,30,16.77
Good Sessions,9/8/2023,Organic Social,Android,30,0,0,25,0,0
Good Sessions,9/8/2023,Organic Social,web,930,1414.08,8,790,62.5,93.57
Good Sessions,9/8/2023,Paid Search,Android,615,2479.74,13,521,80,0
Good Sessions,9/8/2023,Paid Search,iOS,418,1408.25,7,381,98,0
Good Sessions,9/8/2023,Paid Search,web,19094,49027.97,344,16540,2756.5,2691.95
Good Sessions,9/8/2023,Paid Social,web,25725,27873.5,168,23631,1214,1518.36
Good Sessions,9/8/2023,Payment Redirects,web,154,1131.34,7,99,75.5,79.76
Good Sessions,9/8/2023,Referral,web,139,155.25,2,104,20,9.12
Good Sessions,9/8/2023,SMS,web,9397,15634.92,106,6141,783,825.14
Good Sessions,9/8/2023,Unassigned,Android,75,0,0,0,0,0
Good Sessions,9/8/2023,Unassigned,iOS,177,0,0,0,0,0
Good Sessions,9/8/2023,Unassigned,web,330,2010.02,13,14,114,133.29
Good Sessions,9/9/2023,Affiliates,web,1926,18479.12,96,1421,660.5,1110.29
Good Sessions,9/9/2023,Direct,Android,196,112.74,2,146,20,0
Good Sessions,9/9/2023,Direct,iOS,7205,13247.9,87,6551,709.5,0
Good Sessions,9/9/2023,Direct,web,23062,35679.81,228,18041,1751.33,2130.11
Good Sessions,9/9/2023,Display,web,278,0,0,56,0,0
Good Sessions,9/9/2023,Email,iOS,2,0,0,1,0,0
Good Sessions,9/9/2023,Email,web,11974,25169.98,154,8380,1020.54,1533.14
Good Sessions,9/9/2023,Organic Search,Android,170,272.75,4,144,65,0
Good Sessions,9/9/2023,Organic Search,web,7141,10095.35,66,5672,500.26,513.34
Good Sessions,9/9/2023,Organic Shopping,web,182,878.24,7,181,50,53.63
Good Sessions,9/9/2023,Organic Social,Android,30,0,0,26,0,0
Good Sessions,9/9/2023,Organic Social,web,1033,860.06,7,888,72.5,39.82
Good Sessions,9/9/2023,Paid Search,Android,638,1196.47,10,553,138,0
Good Sessions,9/9/2023,Paid Search,iOS,424,1184.82,5,388,30,0
Good Sessions,9/9/2023,Paid Search,web,20857,42543.7,312,17723,2743.5,2526.66
Good Sessions,9/9/2023,Paid Social,web,27025,24685.38,160,24412,1156.57,1337.04
Good Sessions,9/9/2023,Payment Redirects,web,121,2171.97,10,76,72.5,81.46
Good Sessions,9/9/2023,Referral,web,165,96.49,1,123,10,7.16
Good Sessions,9/9/2023,SMS,web,8273,12620.39,80,4937,512.5,756.54
Good Sessions,9/9/2023,Unassigned,Android,70,49.27,1,0,10,0
Good Sessions,9/9/2023,Unassigned,iOS,200,78.64,2,0,23,0
Good Sessions,9/9/2023,Unassigned,web,336,1114.13,10,22,139,70.79
Good Sessions,9/10/2023,Affiliates,web,2033,17247.8,101,1504,803.62,987.35
Good Sessions,9/10/2023,Direct,Android,163,211.73,1,139,0,0
Good Sessions,9/10/2023,Direct,iOS,6987,15979.81,109,6436,1041.5,0
Good Sessions,9/10/2023,Direct,web,23294,39228,252,18673,2105.05,2286.31
Good Sessions,9/10/2023,Display,web,286,0,0,44,0,0
Good Sessions,9/10/2023,Email,iOS,2,0,0,2,0,0
Good Sessions,9/10/2023,Email,web,11397,30928.26,154,8228,1056.31,1935.61
Good Sessions,9/10/2023,Organic Search,Android,164,783.27,4,149,20,0
Good Sessions,9/10/2023,Organic Search,web,7453,9243.88,59,5914,454.74,586.75
Good Sessions,9/10/2023,Organic Shopping,web,245,931.16,8,241,66,55.02
Good Sessions,9/10/2023,Organic Social,Android,35,0,0,26,0,0
