date,sessions,purchases,revenue
2025-04-26,12530,38,5813.7
2025-04-27,13003,35,6893.68
2025-04-28,11573,54,10605.96
2025-04-29,11490,55,12749.71
2025-04-30,11255,45,11941.44
2025-05-01,11176,64,9115.02
2025-05-02,10869,52,10082
2025-05-03,12267,47,8567.53
2025-05-04,12549,65,10764.29
2025-05-05,11745,58,12021.7
2025-05-06,10919,52,11270.76
2025-05-07,11303,62,11922.46
2025-05-08,11945,73,16106.83
2025-05-09,11653,64,10743.2
2025-05-10,11835,53,11354.44
2025-05-11,12411,55,11790.04
2025-05-12,11976,34,6741.27
2025-05-13,11473,66,13658.73
2025-05-14,11708,45,8814.18
2025-05-15,11108,56,13902.06
2025-05-16,11114,43,9090.76
2025-05-17,12045,53,10657.43
2025-05-18,12651,55,9792.96
2025-05-19,11961,56,10106.73
2025-05-20,11515,48,9002.53
2025-05-21,12572,57,11935
2025-05-22,12385,53,13494.96
2025-05-23,11806,48,10625.71
2025-05-24,13356,52,10088.94
2025-05-25,17147,83,20927.68
2025-05-26,16617,76,13869.38
2025-05-27,15113,55,9462.35
2025-05-28,14020,69,13754.6
2025-05-29,13729,46,10341.26
2025-05-30,15850,56,12657.87
2025-05-31,13866,43,6714.21
2025-06-01,14365,43,10669.42
2025-06-02,13165,50,8010.29
2025-06-03,12358,66,12480.5
2025-06-04,12300,44,8970.77
2025-06-05,12495,34,6682.93
2025-06-06,11769,60,11543.52
2025-06-07,13243,59,11373.57
2025-06-08,14269,42,7962.21
2025-06-09,13397,49,9940.15
2025-06-10,12705,68,13779.91
2025-06-11,13009,68,15275.82
2025-06-12,14651,97,21264.01
2025-06-13,12242,88,20253.33
2025-06-14,12527,63,9146.06
2025-06-15,14511,84,19330.92
2025-06-16,13340,48,7649.59
2025-06-17,11784,38,8617.28
2025-06-18,11641,51,9316.56
2025-06-19,11698,45,9355.84
2025-06-20,11425,46,12281.08
2025-06-21,11607,35,10957.89
2025-06-22,11840,52,12218.64
2025-06-23,11985,52,10383.8
2025-06-24,11891,43,8391.03
2025-06-25,11483,54,10089.92
2025-06-26,11466,48,8554.06
2025-06-27,10918,44,9520.23
2025-06-28,11748,47,12517.37
2025-06-29,12444,47,10402.71
2025-06-30,12200,58,13415.68
2025-07-01,12454,71,14023.15
2025-07-02,12189,73,12710.85
2025-07-03,12215,78,13644.9
2025-07-04,12306,95,18097.18
2025-07-05,13003,75,12989.31
2025-07-06,13261,71,12356.97
2025-07-07,13026,47,10169.15
2025-07-08,12901,66,15898.99
2025-07-09,13664,42,9853.63
2025-07-10,13638,65,12191.81
2025-07-11,14082,86,16018.63
2025-07-12,13051,72,13456.86
2025-07-13,13767,68,14480.35
2025-07-14,13377,51,11562.2
2025-07-15,14277,84,13100.15
2025-07-16,14547,106,17805.78
2025-07-17,14087,85,16992.53
2025-07-18,14249,81,15274.28
2025-07-19,13682,94,16679.15
2025-07-20,15004,80,13427.35
2025-07-21,14544,71,12081.88
2025-07-22,15010,77,13045.19
2025-07-23,13409,70,12939.04
