date,channel,user_type,sessions,revenue,purchases,engaged_sessions,shipping,tax
2023-08-09,Unassigned,new,243,2576.83,14,19,107,155.17
2023-08-10,Affiliates,(not set),70,266.03,2,26,32.5,19.17
2023-08-10,Affiliates,established,624,4786.29,25,459,152.5,313.1
2023-08-10,Affiliates,new,3624,18305.03,130,2219,1195,1041.1
2023-08-10,Direct,(not set),1071,1189.96,7,119,40,64.2
2023-08-10,Direct,established,6703,18170.56,123,5766,1034.5,275.85
2023-08-10,Direct,new,27110,73484.67,528,20904,4802.7,3825.2
2023-08-10,Display,established,19,90.91,1,8,34,6.93
2023-08-10,Display,new,92,0,0,12,0,0
2023-08-10,Email,(not set),372,251.51,2,162,10,18.38
2023-08-10,Email,established,3903,13542.04,83,2965,644,749.78
2023-08-10,Email,new,10680,24551.79,158,7406,1172,1306.3
2023-08-10,Mobile Push Notifications,new,2,0,0,2,0,0
2023-08-10,Organic Search,(not set),164,239.51,2,44,10,16.56
2023-08-10,Organic Search,established,980,1605.07,15,772,186.5,64.2
2023-08-10,Organic Search,new,6468,14134.67,94,5243,767.68,822.98
2023-08-10,Organic Shopping,(not set),8,0,0,0,0,0
2023-08-10,Organic Shopping,established,15,116.16,2,15,20,3.07
2023-08-10,Organic Shopping,new,75,330.91,3,72,20,17.4
2023-08-10,Organic Social,(not set),45,0,0,8,0,0
2023-08-10,Organic Social,established,153,1209.34,6,139,20,36.65
2023-08-10,Organic Social,new,814,2063.47,9,730,90.67,223.55
2023-08-10,Organic Video,new,1,0,0,0,0,0
2023-08-10,Paid Other,new,1,0,0,1,0,0
2023-08-10,Paid Search,(not set),1419,753.96,5,223,64,55.97
2023-08-10,Paid Search,established,3408,11369.74,75,2841,617,558.06
2023-08-10,Paid Search,new,20883,40738.51,339,18285,3206.5,2218.05
2023-08-10,Paid Social,(not set),1041,52.48,1,80,10,0
2023-08-10,Paid Social,established,3970,6849.61,45,3592,317,308.14
2023-08-10,Paid Social,new,12662,15243.09,88,11238,586.5,868.35
2023-08-10,Payment Redirects,(not set),3,0,0,3,0,0
2023-08-10,Payment Redirects,established,58,405.55,4,33,64,26.11
2023-08-10,Payment Redirects,new,101,415.67,3,51,42.5,24.71
2023-08-10,Referral,(not set),10,0,0,4,0,0
2023-08-10,Referral,established,61,88.54,1,43,10,2.64
2023-08-10,Referral,new,80,199.13,1,54,0,12.15
2023-08-10,SMS,(not set),275,627.63,2,129,0,40.81
2023-08-10,SMS,established,3702,9795.61,48,2564,270.5,594.75
2023-08-10,SMS,new,8311,18777.05,119,5062,821,1205.25
2023-08-10,Unassigned,(not set),170,512.59,5,0,30,24.88
2023-08-10,Unassigned,established,267,1071.81,6,10,96.5,41.56
2023-08-10,Unassigned,new,247,2462.93,17,11,177,125.49
2023-08-11,Affiliates,(not set),65,565.38,3,29,22.5,31.21
2023-08-11,Affiliates,established,608,4616.84,30,446,232,251.99
2023-08-11,Affiliates,new,2648,16253.49,107,1718,806.5,766.52
2023-08-11,Direct,(not set),1165,547.27,2,108,0,13.9
2023-08-11,Direct,established,6461,12278.61,78,5550,585.5,188.54
2023-08-11,Direct,new,25012,57914.78,431,19013,3788.67,2930.79
2023-08-11,Display,established,27,0,0,8,0,0
2023-08-11,Display,new,75,0,0,8,0,0
2023-08-11,Email,(not set),379,480.17,2,167,22.5,34.6
2023-08-11,Email,established,3584,9781.99,50,2673,358.64,473.29
2023-08-11,Email,new,10390,19737.3,109,6983,752.5,1006.79
2023-08-11,Organic Search,(not set),160,0,0,37,0,0
2023-08-11,Organic Search,established,1008,2035.86,15,811,122.5,68.59
2023-08-11,Organic Search,new,6245,11479.94,76,4825,587.18,581.26
2023-08-11,Organic Shopping,(not set),11,0,0,2,0,0
2023-08-11,Organic Shopping,established,21,0,0,21,0,0
2023-08-11,Organic Shopping,new,92,134.15,3,91,30,4.43
2023-08-11,Organic Social,(not set),54,0,0,9,0,0
2023-08-11,Organic Social,established,242,1073.24,4,212,45,29.13
2023-08-11,Organic Social,new,891,658.16,6,791,40,49.25
2023-08-11,Paid Search,(not set),1268,703.3,8,233,82.5,48.41
2023-08-11,Paid Search,established,3131,9899.85,61,2638,607.5,506.84
2023-08-11,Paid Search,new,20267,46213.51,340,17672,2914,2449.94
2023-08-11,Paid Social,(not set),942,90.71,1,98,10,3.41
2023-08-11,Paid Social,established,4361,5942.07,32,3983,243.5,288.82
2023-08-11,Paid Social,new,11996,10292.51,65,10689,472,528.52
2023-08-11,Payment Redirects,(not set),3,0,0,3,0,0
2023-08-11,Payment Redirects,established,55,1434.56,7,41,64,96.72
2023-08-11,Payment Redirects,new,115,1364.85,9,67,60,81.05
2023-08-11,Referral,(not set),17,32.29,1,11,10,1.9
2023-08-11,Referral,established,52,0,0,37,0,0
2023-08-11,Referral,new,78,0,0,44,0,0
2023-08-11,SMS,(not set),227,684.07,2,111,44,47.47
2023-08-11,SMS,established,2787,4908.73,30,1928,183,235.09
2023-08-11,SMS,new,5431,11588.1,71,3342,472.5,613.65
2023-08-11,Unassigned,(not set),175,559.8,3,0,13,27.89
2023-08-11,Unassigned,established,268,1567.37,6,4,10,93.16
2023-08-11,Unassigned,new,209,371.73,3,21,32.5,11.57
2023-08-12,Affiliates,(not set),46,0,0,14,0,0
2023-08-12,Affiliates,established,513,6227.76,31,413,145.5,336.21
2023-08-12,Affiliates,new,2135,16295.01,107,1407,837,814.99
2023-08-12,Direct,(not set),1055,112.05,2,120,20,7.57
2023-08-12,Direct,established,6369,14358.41,111,5513,1009.5,88.98
2023-08-12,Direct,new,24299,69573.35,507,18848,4496.43,3334.92
2023-08-12,Display,(not set),1,0,0,0,0,0
2023-08-12,Display,established,23,0,0,15,0,0
2023-08-12,Display,new,214,0,0,9,0,0
2023-08-12,Email,(not set),317,92.94,2,155,20,7.99
2023-08-12,Email,established,3234,9162.24,58,2443,360,477.84
2023-08-12,Email,new,9290,18821.11,118,6237,755.99,1014.96
2023-08-12,Organic Search,(not set),155,346.32,2,21,10,28.23
2023-08-12,Organic Search,established,895,1996.57,15,706,123,86.12
2023-08-12,Organic Search,new,6252,13016.68,84,4903,822.29,619.06
2023-08-12,Organic Shopping,(not set),6,0,0,0,0,0
2023-08-12,Organic Shopping,established,22,0,0,21,0,0
2023-08-12,Organic Shopping,new,71,465.42,4,68,30,34.35
2023-08-12,Organic Social,(not set),40,0,0,2,0,0
2023-08-12,Organic Social,established,265,40.16,1,211,10,1.16
2023-08-12,Organic Social,new,999,672.04,7,830,50,10.84
2023-08-12,Organic Video,established,1,0,0,1,0,0
2023-08-12,Paid Search,(not set),1444,1006.93,7,226,50,50.98
2023-08-12,Paid Search,established,3215,10766.48,70,2712,481,438.25
2023-08-12,Paid Search,new,22770,52705.31,423,20016,4036,2797.76
2023-08-12,Paid Social,(not set),1002,0,0,93,0,0
2023-08-12,Paid Social,established,4133,6055.18,39,3747,220,327.87
2023-08-12,Paid Social,new,12771,9528.7,71,11446,577,456.65
2023-08-12,Payment Redirects,(not set),4,0,0,3,0,0
2023-08-12,Payment Redirects,established,61,381.22,3,43,20,6.3
2023-08-12,Payment Redirects,new,101,668.59,4,51,44,25.33
2023-08-12,Referral,(not set),8,0,0,1,0,0
2023-08-12,Referral,established,58,751.61,3,45,0,49.06
2023-08-12,Referral,new,91,704.23,3,69,72.67,0
2023-08-12,SMS,(not set),184,247.06,2,94,32.5,15.57
2023-08-12,SMS,established,2677,7235.57,44,1844,278,372.35
2023-08-12,SMS,new,6386,17307.56,105,3918,684,944.06
2023-08-12,Unassigned,(not set),163,608.22,4,0,32.5,47.09
2023-08-12,Unassigned,established,299,933.54,11,2,90,49.28
2023-08-12,Unassigned,new,234,1524.59,9,15,85,66.31
2023-08-13,Affiliates,(not set),48,0,0,24,0,0
2023-08-13,Affiliates,established,524,7591.04,37,416,200,386.38
2023-08-13,Affiliates,new,2104,18734.84,115,1413,892,1018.52
2023-08-13,Direct,(not set),1109,991.5,2,149,33.42,24.71
2023-08-13,Direct,established,6620,13361.04,97,5742,886.86,167.41
2023-08-13,Direct,new,24413,73651.89,495,18933,4343.63,3912.98
2023-08-13,Display,established,29,0,0,15,0,0
2023-08-13,Display,new,406,0,0,19,0,0
2023-08-13,Email,(not set),292,754.24,5,151,30,35.2
2023-08-13,Email,established,3469,10398.36,49,2507,314.5,579.09
2023-08-13,Email,new,10211,23364.59,138,6636,883.61,1331.36
2023-08-13,Organic Search,(not set),171,0,0,22,0,0
2023-08-13,Organic Search,established,949,1163.86,9,758,67.31,80.52
2023-08-13,Organic Search,new,6525,14065.68,97,5185,813.76,806.59
2023-08-13,Organic Shopping,(not set),10,0,0,1,0,0
2023-08-13,Organic Shopping,established,9,0,0,9,0,0
2023-08-13,Organic Shopping,new,57,81.98,1,56,10,4.83
2023-08-13,Organic Social,(not set),50,480.2,1,4,0,0
2023-08-13,Organic Social,established,212,581.91,4,176,20,40.72
2023-08-13,Organic Social,new,977,558.7,3,860,0,29.98
2023-08-13,Organic Video,(not set),1,0,0,0,0,0
2023-08-13,Organic Video,new,1,0,0,1,0,0
2023-08-13,Paid Search,(not set),1423,517.44,7,210,82.5,25.49
2023-08-13,Paid Search,established,3082,7566.04,57,2565,593,361.1
2023-08-13,Paid Search,new,22959,51376.94,385,20226,3532,2853.42
2023-08-13,Paid Social,(not set),991,0,0,76,0,0
2023-08-13,Paid Social,established,4084,5221.18,30,3706,210,228.99
2023-08-13,Paid Social,new,13082,8918.87,69,11587,564.5,473.91
2023-08-13,Payment Redirects,(not set),2,0,0,1,0,0
2023-08-13,Payment Redirects,established,53,0,0,39,0,0
2023-08-13,Payment Redirects,new,101,966.05,5,49,44,54.49
2023-08-13,Referral,(not set),7,0,0,3,0,0
2023-08-13,Referral,established,57,54.49,1,42,10,3.44
2023-08-13,Referral,new,106,267.51,1,69,23.03,0
2023-08-13,SMS,(not set),171,171.66,1,80,0,12.72
2023-08-13,SMS,established,2762,5797.39,33,1767,243,298.21
2023-08-13,SMS,new,6967,11570.04,80,4391,530.5,618.54
2023-08-13,Unassigned,(not set),187,1417.6,8,0,50,89.95
2023-08-13,Unassigned,established,263,1554.46,8,5,70,21.75
2023-08-13,Unassigned,new,216,1739.79,10,8,50,106.26
2023-08-14,Affiliates,(not set),49,361.2,2,20,0,23.55
2023-08-14,Affiliates,established,598,8430.41,52,479,388.5,492.13
2023-08-14,Affiliates,new,3184,24139.57,189,2307,1367,1268.47
2023-08-14,Direct,(not set),1275,1664.17,6,151,89,67.55
2023-08-14,Direct,established,6665,26765.68,189,5871,1595.5,222.74
2023-08-14,Direct,new,27317,95790.79,753,21335,6523.4,5495.42
2023-08-14,Display,established,28,152.98,1,14,10,0
2023-08-14,Display,new,344,99.2,1,31,10,5.05
2023-08-14,Email,(not set),595,2073.52,16,260,110,96.92
2023-08-14,Email,established,6098,35931.19,237,4816,1397.5,1984.58
2023-08-14,Email,new,17400,59684.62,482,12872,3662.9,3610.4
2023-08-14,Organic Search,(not set),180,68.89,1,38,10,4.51
2023-08-14,Organic Search,established,1026,2213.45,20,834,222.4,95.47
2023-08-14,Organic Search,new,6544,11205.03,88,5194,863.91,547.08
2023-08-14,Organic Shopping,(not set),4,0,0,1,0,0
2023-08-14,Organic Shopping,established,12,0,0,12,0,0
2023-08-14,Organic Shopping,new,62,49.84,1,57,10,4.74
2023-08-14,Organic Social,(not set),52,0,0,3,0,0
2023-08-14,Organic Social,established,165,532.33,4,147,30,18.47
2023-08-14,Organic Social,new,838,1418.65,12,736,80,84.77
2023-08-14,Organic Video,new,1,0,0,1,0,0
2023-08-14,Paid Search,(not set),1306,1472.1,12,224,80,81
2023-08-14,Paid Search,established,3095,11868.77,77,2637,677.5,539.47
2023-08-14,Paid Search,new,20952,60447.63,506,18265,4656,3533.16
2023-08-14,Paid Social,(not set),1150,0,0,82,0,0
2023-08-14,Paid Social,established,4521,9063.65,52,4102,310,487.49
2023-08-14,Paid Social,new,13890,15496.09,109,12383,753,811.62
2023-08-14,Payment Redirects,(not set),6,0,0,5,0,0
2023-08-14,Payment Redirects,established,87,1419.59,8,54,75.5,73.72
2023-08-14,Payment Redirects,new,135,760.4,7,65,60,47.69
2023-08-14,Referral,(not set),15,0,0,11,0,0
2023-08-14,Referral,established,75,461.42,3,59,10,38.16
2023-08-14,Referral,new,106,0,0,72,0,0
2023-08-14,SMS,(not set),273,446.54,4,139,30,34.73
2023-08-14,SMS,established,3997,21337.1,136,2799,743.5,1235.02
2023-08-14,SMS,new,11321,40993.52,321,7278,2485.5,2361.6
2023-08-14,Unassigned,(not set),255,549.09,6,0,72.5,34.36
2023-08-14,Unassigned,established,251,1029.23,5,1,33,40.36
2023-08-14,Unassigned,new,203,3312.84,11,14,89.43,276.1
2023-08-15,Affiliates,(not set),53,117.6,1,23,10,7.66
2023-08-15,Affiliates,established,629,10021,64,515,539.5,550.48
2023-08-15,Affiliates,new,3705,27390.52,183,2729,1147.5,1569.46
2023-08-15,Direct,(not set),1316,255.63,3,130,30,14.02
2023-08-15,Direct,established,6873,31433.18,222,6074,1858.16,322.89
2023-08-15,Direct,new,30654,113739.33,883,23622,8059.54,6089.1
2023-08-15,Display,(not set),1,0,0,0,0,0
2023-08-15,Display,established,27,0,0,11,0,0
2023-08-15,Display,new,237,0,0,23,0,0
2023-08-15,Email,(not set),624,2008.25,15,262,90,112.85
2023-08-15,Email,established,6260,36783.21,246,4840,1639,2116.25
2023-08-15,Email,new,20385,67894.47,567,14276,4284.14,3619
2023-08-15,Organic Search,(not set),190,124.96,2,34,20,5.33
2023-08-15,Organic Search,established,1095,4651.9,31,919,228.5,219.22
2023-08-15,Organic Search,new,6437,15709.36,108,5163,1022.13,1002.13
2023-08-15,Organic Shopping,(not set),9,0,0,0,0,0
2023-08-15,Organic Shopping,established,15,0,0,15,0,0
2023-08-15,Organic Shopping,new,69,252.14,2,64,10,3.16
2023-08-15,Organic Social,(not set),50,0,0,6,0,0
2023-08-15,Organic Social,established,253,524.5,4,219,30,0
2023-08-15,Organic Social,new,1434,2244.24,11,1206,166,114.08
2023-08-15,Paid Search,(not set),1217,394.18,7,195,70,21.42
2023-08-15,Paid Search,established,3171,12470.34,98,2709,766,658.6
2023-08-15,Paid Search,new,20552,59508.23,500,17887,4663,3369.22
2023-08-15,Paid Social,(not set),1200,0,0,83,0,0
2023-08-15,Paid Social,established,4912,9965.67,61,4484,474.5,536.64
2023-08-15,Paid Social,new,14636,17139.33,108,12942,702,942.48
2023-08-15,Payment Redirects,(not set),6,0,0,5,0,0
2023-08-15,Payment Redirects,established,87,1481.76,9,58,60,65.99
2023-08-15,Payment Redirects,new,165,2450.34,12,81,84,120.97
2023-08-15,Referral,(not set),15,0,0,6,0,0
2023-08-15,Referral,established,86,272.59,3,55,20,21.69
2023-08-15,Referral,new,106,89.96,1,63,10,0
2023-08-15,SMS,(not set),264,476.61,4,151,30,38.78
2023-08-15,SMS,established,3615,18350.8,127,2630,768,1055.05
2023-08-15,SMS,new,11321,35875.11,315,7598,2481,2025.66
2023-08-15,Unassigned,(not set),268,595.86,7,1,63,17.86
2023-08-15,Unassigned,established,317,1591.16,9,9,40,58.33
2023-08-15,Unassigned,new,315,2705.55,19,23,103,171.33
2023-08-16,Affiliates,(not set),45,274.86,2,19,10,18.65
2023-08-16,Affiliates,established,561,4847.86,35,428,254,308.6
2023-08-16,Affiliates,new,2423,21988.75,154,1776,1322,1034.3
2023-08-16,Direct,(not set),1181,586.43,4,109,20,37.72
2023-08-16,Direct,established,6775,22093.77,175,5905,1487.5,263.38
2023-08-16,Direct,new,27177,99630.98,762,21452,7133.09,4968.3
2023-08-16,Display,(not set),1,0,0,0,0,0
2023-08-16,Display,established,42,0,0,20,0,0
2023-08-16,Display,new,235,0,0,29,0,0
2023-08-16,Email,(not set),494,1479.78,7,229,30,103.79
2023-08-16,Email,established,5793,23028.36,164,4449,1272.04,1296.3
2023-08-16,Email,new,17525,51412.55,394,12099,3062.67,3074.22
2023-08-16,Organic Search,(not set),187,0,0,32,0,0
2023-08-16,Organic Search,established,1022,5791.9,31,843,232.83,252.33
2023-08-16,Organic Search,new,6470,14368.9,88,5164,845.53,825.88
2023-08-16,Organic Shopping,(not set),7,0,0,0,0,0
2023-08-16,Organic Shopping,established,17,586.96,3,17,10,32.37
2023-08-16,Organic Shopping,new,63,142.93,2,59,20,3.16
2023-08-16,Organic Social,(not set),32,0,0,7,0,0
2023-08-16,Organic Social,established,243,1272.36,7,213,20,38.74
2023-08-16,Organic Social,new,1011,952.02,8,893,60,41.67
2023-08-16,Organic Video,new,1,0,0,1,0,0
2023-08-16,Paid Search,(not set),1378,774.66,9,242,107,45.68
2023-08-16,Paid Search,established,3034,17455.36,116,2605,967,697.27
2023-08-16,Paid Search,new,21819,57597.94,467,19042,4394,3120.66
2023-08-16,Paid Social,(not set),1287,175.39,2,113,20,11.96
2023-08-16,Paid Social,established,5838,8965.59,48,5384,190,468.39
2023-08-16,Paid Social,new,15491,22804.41,127,14002,790.5,1279.14
2023-08-16,Payment Redirects,(not set),2,0,0,1,0,0
2023-08-16,Payment Redirects,established,79,1245.74,9,53,60,56.06
2023-08-16,Payment Redirects,new,140,2843.03,19,90,124,134.38
2023-08-16,Referral,(not set),16,0,0,11,0,0
2023-08-16,Referral,established,76,383.05,1,54,0,29.2
2023-08-16,Referral,new,109,393.57,1,76,0,26.61
2023-08-16,SMS,(not set),290,1106.08,11,178,100,58.69
2023-08-16,SMS,established,4608,19854.23,136,3194,898,1060.71
2023-08-16,SMS,new,13810,41924.86,336,8427,2526,2373.91
2023-08-16,Unassigned,(not set),257,859.69,8,2,74,44.79
2023-08-16,Unassigned,established,322,3004.32,19,0,147.5,114.37
2023-08-16,Unassigned,new,316,3010.67,19,14,102.5,151.34
2023-08-17,Affiliates,(not set),50,109.38,1,21,10,7.15
2023-08-17,Affiliates,established,545,7397.77,44,436,429,462.4
2023-08-17,Affiliates,new,1897,17264.93,99,1357,823.5,1027.53
2023-08-17,Direct,(not set),1152,601.32,4,135,52.5,37.46
2023-08-17,Direct,established,6411,16528.27,95,5558,694,223.69
2023-08-17,Direct,new,24969,68294.99,425,19383,3513.33,3648.94
2023-08-17,Display,established,45,0,0,11,0,0
2023-08-17,Display,new,275,0,0,40,0,0
2023-08-17,Email,(not set),451,89.99,1,183,10,0
2023-08-17,Email,established,4631,18154.04,90,3515,688.5,1124.35
2023-08-17,Email,new,11621,19973.42,129,8092,1002.16,1219.02
2023-08-17,Organic Search,(not set),188,200.12,1,42,34,9.16
2023-08-17,Organic Search,established,971,4444.03,22,804,201.23,276.05
2023-08-17,Organic Search,new,6340,13037.52,82,5103,825.32,647.52
2023-08-17,Organic Shopping,(not set),11,0,0,2,0,0
2023-08-17,Organic Shopping,established,27,197.65,1,24,0,15.07
2023-08-17,Organic Shopping,new,68,97.22,1,66,13,3.05
2023-08-17,Organic Social,(not set),43,0,0,13,0,0
2023-08-17,Organic Social,established,329,1446.49,6,285,20,81.08
2023-08-17,Organic Social,new,1152,1775.18,14,971,103,103.36
2023-08-17,Paid Search,(not set),1164,422.87,4,177,30,18.58
2023-08-17,Paid Search,established,3059,11490.55,75,2655,639.5,427.53
2023-08-17,Paid Search,new,18906,43777.87,345,16409,3488.5,2417.28
2023-08-17,Paid Social,(not set),1133,962.19,1,90,22.5,70.94
2023-08-17,Paid Social,established,5218,7321.67,47,4592,316.5,323.38
2023-08-17,Paid Social,new,14778,19647.25,121,13073,859,997.94
2023-08-17,Payment Redirects,(not set),1,122.31,1,1,10,8.35
2023-08-17,Payment Redirects,established,64,564.1,4,46,30,32.22
2023-08-17,Payment Redirects,new,95,707.07,3,58,0,48.12
2023-08-17,Referral,(not set),15,0,0,8,0,0
2023-08-17,Referral,established,75,476.77,1,54,27.31,81.74
2023-08-17,Referral,new,104,0,0,65,0,0
2023-08-17,SMS,(not set),286,825.87,4,154,20,36.31
2023-08-17,SMS,established,3954,11421.31,56,2674,279.5,640.03
2023-08-17,SMS,new,8179,15479.51,94,4892,601.5,915.33
2023-08-17,Unassigned,(not set),177,494.7,5,0,50,14.35
2023-08-17,Unassigned,established,266,522.48,5,4,50,24.7
2023-08-17,Unassigned,new,244,2866.43,11,19,80,198.89
2023-08-18,Affiliates,(not set),43,0,0,15,0,0
2023-08-18,Affiliates,established,508,6048.83,36,391,255.5,367.95
2023-08-18,Affiliates,new,2078,14020.72,87,1467,670,789.61
2023-08-18,Direct,(not set),1005,575.26,4,131,23,10.94
2023-08-18,Direct,established,6104,13926.03,91,5317,869,120.87
2023-08-18,Direct,new,23135,49304.49,345,18174,3157.33,2349
2023-08-18,Display,(not set),1,0,0,0,0,0
2023-08-18,Display,established,37,38.89,1,8,10,0
2023-08-18,Display,new,208,0,0,30,0,0
2023-08-18,Email,(not set),457,808.2,6,188,60,57.26
2023-08-18,Email,established,4023,12064.92,65,3089,399.9,603.53
2023-08-18,Email,new,10748,19288.8,108,7336,700.9,1116.26
2023-08-18,Organic Search,(not set),194,166.03,1,36,0,1.06
2023-08-18,Organic Search,established,975,4924.66,22,774,141,261.34
2023-08-18,Organic Search,new,6658,12472.04,82,5252,850.1,638.33
2023-08-18,Organic Shopping,(not set),8,0,0,1,0,0
2023-08-18,Organic Shopping,established,26,520.3,2,25,0,12.64
2023-08-18,Organic Shopping,new,79,298.24,3,75,33,18.69
2023-08-18,Organic Social,(not set),90,0,0,7,0,0
2023-08-18,Organic Social,established,345,1589.33,8,314,33,56.07
2023-08-18,Organic Social,new,1927,2737.79,14,1688,125.5,159.99
2023-08-18,Paid Search,(not set),993,49.1,1,160,10,2.82
2023-08-18,Paid Search,established,2867,10782.1,66,2474,513.5,454.4
2023-08-18,Paid Search,new,17873,40145.69,298,15376,2838,2044.8
2023-08-18,Paid Social,(not set),1507,0,0,113,0,0
2023-08-18,Paid Social,established,6240,8340.32,42,5419,280.5,469.01
2023-08-18,Paid Social,new,24449,22390.01,115,19714,752,1264.08
2023-08-18,Payment Redirects,(not set),2,0,0,0,0,0
2023-08-18,Payment Redirects,established,83,1069.4,6,63,55,42.54
2023-08-18,Payment Redirects,new,101,1000.72,9,56,94,49.34
2023-08-18,Referral,(not set),17,0,0,10,0,0
2023-08-18,Referral,established,82,0,0,56,0,0
2023-08-18,Referral,new,114,535.96,4,79,51.98,141.67
2023-08-18,SMS,(not set),242,148.51,2,136,20,8.46
2023-08-18,SMS,established,3365,9040.71,43,2260,260,517.86
2023-08-18,SMS,new,6342,15676.46,93,3930,648.5,975.46
2023-08-18,Unassigned,(not set),179,304.7,2,0,10,23.26
2023-08-18,Unassigned,established,260,1446.2,6,0,68.86,41.29
2023-08-18,Unassigned,new,213,2677.94,17,13,156.5,129.22
2023-08-19,Affiliates,(not set),43,0,0,17,0,0
2023-08-19,Affiliates,established,447,4371.82,25,359,227,203.96
2023-08-19,Affiliates,new,1703,18179.36,87,1220,694.5,1093.24
2023-08-19,Direct,(not set),948,520.85,3,119,34,40.41
2023-08-19,Direct,established,6130,12620.46,95,5413,881,78.59
2023-08-19,Direct,new,23779,37136.5,251,18815,2423.03,1901.65
2023-08-19,Display,(not set),1,0,0,0,0,0
2023-08-19,Display,established,34,0,0,13,0,0
2023-08-19,Display,new,211,0,0,26,0,0
2023-08-19,Email,(not set),340,495.73,3,178,23,37.65
2023-08-19,Email,established,4609,12230.72,67,3468,473,711.5
2023-08-19,Email,new,12488,25185.41,137,8387,1012.5,1420.91
2023-08-19,Organic Search,(not set),165,0,0,19,0,0
2023-08-19,Organic Search,established,882,1784.26,12,716,92.52,54.76
2023-08-19,Organic Search,new,6999,11138.77,67,5636,522.82,676.39
2023-08-19,Organic Shopping,(not set),16,0,0,0,0,0
2023-08-19,Organic Shopping,established,20,0,0,20,0,0
2023-08-19,Organic Shopping,new,98,555.66,3,96,113.53,3.21
2023-08-19,Organic Social,(not set),139,0,0,6,0,0
2023-08-19,Organic Social,established,308,886.23,5,274,20,48.92
2023-08-19,Organic Social,new,2569,803.66,4,2275,20,35.95
2023-08-19,Paid Search,(not set),1136,470.69,3,162,20,6.56
2023-08-19,Paid Search,established,2851,7103.28,48,2444,375,390.84
2023-08-19,Paid Search,new,19316,50367.05,334,17002,2990.5,2741.64
2023-08-19,Paid Social,(not set),1763,124.37,1,100,10,10.84
2023-08-19,Paid Social,established,5370,11228.07,56,4553,325.5,665.93
2023-08-19,Paid Social,new,28242,19980.32,112,23449,767,1010.6
2023-08-19,Payment Redirects,established,58,329.42,2,43,10,19.9
2023-08-19,Payment Redirects,new,62,664.87,5,40,20,30.61
2023-08-19,Referral,(not set),5,0,0,2,0,0
2023-08-19,Referral,established,50,189.5,1,38,0,12.74
2023-08-19,Referral,new,82,363.42,4,58,48.45,14.18
2023-08-19,SMS,(not set),193,723.4,3,97,0,48.98
2023-08-19,SMS,established,2793,7042.93,40,1952,193,404.47
2023-08-19,SMS,new,5880,9541.64,59,3783,472.5,511.44
2023-08-19,Unassigned,(not set),182,1121.34,7,0,30,84.61
2023-08-19,Unassigned,established,275,802.83,7,16,82.5,33.25
2023-08-19,Unassigned,new,218,2017.07,11,25,60,145.2
2023-08-20,Affiliates,(not set),46,281.31,1,19,0,17.06
2023-08-20,Affiliates,established,480,3862.81,23,380,173,161.63
2023-08-20,Affiliates,new,1818,13498.78,91,1316,771,781.96
2023-08-20,Direct,(not set),1098,0,0,136,0,0
2023-08-20,Direct,established,6553,15012.27,106,5761,1152.83,100.4
2023-08-20,Direct,new,24495,42089.67,294,19655,2660.11,2478.75
2023-08-20,Display,(not set),1,0,0,0,0,0
2023-08-20,Display,established,42,0,0,10,0,0
2023-08-20,Display,new,181,0,0,28,0,0
2023-08-20,Email,(not set),328,117.04,1,173,10,9.06
2023-08-20,Email,established,3879,13386.6,66,2912,390.16,1222.92
2023-08-20,Email,new,10341,21128.43,124,6891,845.56,1205.82
2023-08-20,Organic Search,(not set),208,772.24,1,29,34,56.53
2023-08-20,Organic Search,established,979,4230.07,16,780,83.93,272.62
2023-08-20,Organic Search,new,7169,13697.26,72,5776,705.95,1030.13
2023-08-20,Organic Shopping,(not set),8,0,0,0,0,0
2023-08-20,Organic Shopping,established,22,0,0,22,0,0
2023-08-20,Organic Shopping,new,87,528.85,1,85,48.13,0
2023-08-20,Organic Social,(not set),90,0,0,16,0,0
2023-08-20,Organic Social,established,334,989.19,4,280,10,34.08
2023-08-20,Organic Social,new,2621,3730.35,18,2304,110,240.73
2023-08-20,Organic Video,new,2,0,0,1,0,0
2023-08-20,Paid Search,(not set),1252,339.9,2,171,22.5,22.7
2023-08-20,Paid Search,established,2910,9607.27,65,2523,514,507.94
2023-08-20,Paid Search,new,20820,46823.08,337,18122,3057.5,2728.13
2023-08-20,Paid Social,(not set),1467,0,0,87,0,0
2023-08-20,Paid Social,established,5326,8358.12,52,4482,338.5,489.66
2023-08-20,Paid Social,new,29094,22188.17,124,22613,664,1292.25
2023-08-20,Payment Redirects,(not set),2,80.02,1,2,10,0
2023-08-20,Payment Redirects,established,71,1828.09,10,49,50,116.92
2023-08-20,Payment Redirects,new,66,973.46,5,38,10,70.63
2023-08-20,Referral,(not set),4,0,0,1,0,0
2023-08-20,Referral,established,62,93.99,1,48,10,0
2023-08-20,Referral,new,110,556.34,2,67,20.36,47.55
2023-08-20,SMS,(not set),188,440.66,2,102,0,29.13
2023-08-20,SMS,established,2896,6611.48,41,2046,241,319.24
2023-08-20,SMS,new,6023,15306.96,79,4044,477.5,883.16
2023-08-20,Unassigned,(not set),162,722.19,5,0,40,41.82
2023-08-20,Unassigned,established,260,604.04,2,10,0,0
2023-08-20,Unassigned,new,242,1075.2,9,18,116.5,63.35
2023-08-21,Affiliates,(not set),50,69.7,1,19,10,3.92
2023-08-21,Affiliates,established,520,3518.68,21,409,183.5,204.31
