date,channel,user_type,sessions,revenue,purchases,engaged_sessions,shipping,tax
2025-05-13,Organic Video,new,14,0,0,6,0,0
2025-05-13,Paid Other,established,17,0,0,15,0,0
2025-05-13,Paid Other,new,51,0,0,24,0,0
2025-05-13,Paid Search,(not set),77,69.7,1,58,9.99,5.58
2025-05-13,Paid Search,established,6479,14964.14,121,4612,1152.23,881.08
2025-05-13,Paid Search,new,38319,50629.53,438,24671,4761.08,3329.14
2025-05-13,Paid Social,(not set),269,0,0,118,0,0
2025-05-13,Paid Social,established,16033,12779.18,93,7518,620.42,750.72
2025-05-13,Paid Social,new,32693,13654.13,116,11506,985.21,824.36
2025-05-13,Paid Video,new,7,0,0,3,0,0
2025-05-13,Payment Redirects,new,1,0,0,0,0,0
2025-05-13,Referral,established,467,101,1,104,9.99,6.93
2025-05-13,Referral,new,369,203.2,2,149,40.99,10.61
2025-05-13,SMS,(not set),82,68,1,46,14.99,4.08
2025-05-13,SMS,established,8388,11962.26,78,4087,514.59,769.44
2025-05-13,SMS,new,12491,10700.89,81,5122,673.51,683.21
2025-05-13,Unassigned,(not set),456,369,2,1,9.99,2.73
2025-05-13,Unassigned,established,771,2161.68,11,69,64.94,126.84
2025-05-13,Unassigned,new,797,1714.72,9,273,103.97,124.4
2025-05-14,Affiliates,(not set),13,427.37,2,9,0,16.32
2025-05-14,Affiliates,established,2212,6450.05,36,756,243.84,487.78
2025-05-14,Affiliates,new,2655,19762.17,128,1490,1222.28,1288.03
2025-05-14,Cross-network,established,11,0,0,7,0,0
2025-05-14,Cross-network,new,354,531.35,4,296,19.98,21.85
2025-05-14,Direct,(not set),143,97.96,2,71,19.98,8.47
2025-05-14,Direct,established,8334,11754.13,98,6236,903.31,845.66
2025-05-14,Direct,new,23132,44719.73,334,14069,3107,2920.75
2025-05-14,Display,(not set),1,0,0,0,0,0
2025-05-14,Display,established,7,0,0,1,0,0
2025-05-14,Display,new,526,0,0,39,0,0
2025-05-14,Email,(not set),58,74.94,1,37,9.99,5.82
2025-05-14,Email,established,4511,9762.81,68,2926,603.58,561.47
2025-05-14,Email,new,6573,12106.22,66,3392,613.68,768.67
2025-05-14,Mobile Push Notifications,established,6734,12040.9,92,5958,913.43,832.99
2025-05-14,Mobile Push Notifications,new,602,2258.52,18,545,208.88,152.55
2025-05-14,Organic Search,(not set),48,0,0,41,0,0
2025-05-14,Organic Search,established,2029,2427.86,18,1403,125.91,136.65
2025-05-14,Organic Search,new,12655,9068.12,69,8746,705.53,485.56
2025-05-14,Organic Shopping,established,57,0,0,34,0,0
2025-05-14,Organic Shopping,new,238,614.88,6,134,80.95,56.31
2025-05-14,Organic Social,(not set),7,0,0,5,0,0
2025-05-14,Organic Social,established,316,405.67,2,234,0,0
2025-05-14,Organic Social,new,1307,2147.94,14,775,62.98,98.22
2025-05-14,Organic Video,established,1,0,0,0,0,0
2025-05-14,Organic Video,new,101,0,0,1,0,0
2025-05-14,Paid Other,established,18,0,0,15,0,0
2025-05-14,Paid Other,new,63,0,0,25,0,0
2025-05-14,Paid Search,(not set),81,76.2,1,59,9.99,4.26
2025-05-14,Paid Search,established,6362,12858.41,103,4479,1038.37,893.08
2025-05-14,Paid Search,new,35037,47015.9,428,22344,4683.97,3093.55
2025-05-14,Paid Social,(not set),319,43.99,1,126,9.99,2.16
2025-05-14,Paid Social,established,17727,13844.94,96,8472,643.44,834.73
2025-05-14,Paid Social,new,34465,17712.47,126,12274,956.23,1039.3
2025-05-14,Paid Video,established,1,0,0,0,0,0
2025-05-14,Paid Video,new,48,0,0,2,0,0
2025-05-14,Referral,established,402,200.64,2,98,19.98,17.46
2025-05-14,Referral,new,557,83.4,1,185,9.99,7.01
2025-05-14,SMS,(not set),61,224.23,1,34,0,9.48
2025-05-14,SMS,established,5656,9622.14,60,3044,406.67,721.08
2025-05-14,SMS,new,6991,10392.49,87,3061,814.42,661.97
2025-05-14,Unassigned,(not set),571,423.08,2,2,9.99,26.12
2025-05-14,Unassigned,established,670,494.5,6,46,54.95,33.69
2025-05-14,Unassigned,new,789,2343.28,14,248,169.94,181.28
2025-05-15,Affiliates,(not set),11,0,0,7,0,0
2025-05-15,Affiliates,established,1881,7014.53,52,782,359.67,458.09
2025-05-15,Affiliates,new,2533,17389.62,109,1492,852.45,1005.21
2025-05-15,Cross-network,(not set),1,0,0,1,0,0
2025-05-15,Cross-network,established,6,136.08,2,5,19.98,10.88
2025-05-15,Cross-network,new,290,503.47,7,247,90.94,40.78
2025-05-15,Direct,(not set),151,153.79,1,90,0,14.22
2025-05-15,Direct,established,9169,13634,111,7016,1087.34,851.3
2025-05-15,Direct,new,23185,42726.63,337,14433,3095.7,2721.11
2025-05-15,Display,established,3,0,0,0,0,0
2025-05-15,Display,new,395,0,0,42,0,0
2025-05-15,Email,(not set),62,0,0,39,0,0
2025-05-15,Email,established,4485,11456.74,70,3025,471.62,632.61
2025-05-15,Email,new,6349,10804.27,71,3425,682.47,603.35
2025-05-15,Mobile Push Notifications,established,7085,13220.42,99,6152,831.35,926.66
2025-05-15,Mobile Push Notifications,new,623,2375.7,14,574,164.94,151.64
2025-05-15,Organic Search,(not set),74,0,0,56,0,0
2025-05-15,Organic Search,established,1910,3760.72,29,1318,327.82,176.8
2025-05-15,Organic Search,new,13135,14646.46,90,8901,801.6,710.11
2025-05-15,Organic Shopping,(not set),1,0,0,1,0,0
2025-05-15,Organic Shopping,established,59,74.4,1,39,9.99,5.27
2025-05-15,Organic Shopping,new,268,577.62,6,166,80.95,50.05
2025-05-15,Organic Social,(not set),1,0,0,1,0,0
2025-05-15,Organic Social,established,285,927.28,5,201,9.99,34.66
2025-05-15,Organic Social,new,1244,1199.02,9,722,69.93,71.94
2025-05-15,Organic Video,new,5,0,0,2,0,0
2025-05-15,Paid Other,established,17,0,0,12,0,0
2025-05-15,Paid Other,new,61,0,0,33,0,0
2025-05-15,Paid Search,(not set),98,100.42,2,69,19.98,7.35
2025-05-15,Paid Search,established,6318,15452.75,121,4430,1174.23,1043.27
2025-05-15,Paid Search,new,35749,52596.98,450,23074,4416.93,3466.35
2025-05-15,Paid Social,(not set),297,264.6,2,125,9.99,9.58
2025-05-15,Paid Social,established,15995,13097.6,88,7544,601.46,754.03
2025-05-15,Paid Social,new,34367,19440.33,147,12567,1157.06,1271.39
2025-05-15,Paid Video,established,2,0,0,0,0,0
2025-05-15,Paid Video,new,28,0,0,2,0,0
2025-05-15,Referral,established,479,808.83,4,100,9.99,43.42
2025-05-15,Referral,new,308,19.98,1,116,14.99,3.41
2025-05-15,SMS,(not set),36,0,0,22,0,0
2025-05-15,SMS,established,5700,10776.33,61,3179,351.72,706.56
2025-05-15,SMS,new,6160,10905.14,86,3097,727.44,778.46
2025-05-15,Unassigned,(not set),493,234.6,1,4,0,15.22
2025-05-15,Unassigned,established,638,1577.24,6,49,19.98,70.32
2025-05-15,Unassigned,new,729,2298.45,14,252,92.95,115.16
2025-05-16,Affiliates,(not set),8,0,0,6,0,0
2025-05-16,Affiliates,established,2530,6268.05,45,770,493.82,372.47
2025-05-16,Affiliates,new,2716,15806.55,111,1437,925.28,1033.84
2025-05-16,Cross-network,(not set),1,0,0,1,0,0
2025-05-16,Cross-network,established,7,0,0,5,0,0
2025-05-16,Cross-network,new,274,687.02,5,232,39.96,44.64
2025-05-16,Direct,(not set),134,63.24,1,78,31,7.78
2025-05-16,Direct,established,8456,15174.23,112,6014,988.31,1017.17
2025-05-16,Direct,new,21812,37042.31,294,12797,2863.97,2393.49
2025-05-16,Display,established,4,0,0,2,0,0
2025-05-16,Display,new,429,0,0,33,0,0
2025-05-16,Email,(not set),43,0,0,31,0,0
2025-05-16,Email,established,4517,11770.76,76,2959,525.79,568.05
2025-05-16,Email,new,6126,12132.99,54,3161,286.77,613.55
2025-05-16,Mobile Push Notifications,established,5844,13935.2,87,5054,662.44,892.01
2025-05-16,Mobile Push Notifications,new,503,2581.74,20,454,198.88,200.42
2025-05-16,Organic Search,(not set),68,0,0,58,0,0
2025-05-16,Organic Search,established,1738,3023.77,21,1202,179.87,117.77
2025-05-16,Organic Search,new,12483,10142.53,73,8501,645.45,527.74
2025-05-16,Organic Shopping,(not set),1,0,0,1,0,0
2025-05-16,Organic Shopping,established,37,385.78,5,27,82.96,28.67
2025-05-16,Organic Shopping,new,225,38.4,1,128,14.99,2.67
2025-05-16,Organic Social,(not set),8,0,0,3,0,0
2025-05-16,Organic Social,established,278,159.97,1,176,0,11.61
2025-05-16,Organic Social,new,1307,2436.59,11,722,54.95,50.97
2025-05-16,Organic Video,established,1,0,0,0,0,0
2025-05-16,Organic Video,new,7,0,0,2,0,0
2025-05-16,Paid Other,established,12,0,0,10,0,0
2025-05-16,Paid Other,new,61,0,0,32,0,0
2025-05-16,Paid Search,(not set),94,716.44,3,68,31,34.92
2025-05-16,Paid Search,established,5906,13221.32,115,4109,983.16,824.62
2025-05-16,Paid Search,new,33543,55198.85,472,21462,4372.94,3693.74
2025-05-16,Paid Social,(not set),282,56.64,1,127,9.99,5.93
2025-05-16,Paid Social,established,15661,8758.96,74,7045,539.46,522.13
2025-05-16,Paid Social,new,30383,17070.97,114,10885,802.25,1054.72
2025-05-16,Paid Video,established,1,0,0,1,0,0
2025-05-16,Paid Video,new,21,0,0,1,0,0
2025-05-16,Referral,established,94,156.9,2,61,19.98,7.46
2025-05-16,Referral,new,325,436.36,3,89,9.99,14.31
2025-05-16,SMS,(not set),60,0,0,39,0,0
2025-05-16,SMS,established,4625,10166.46,63,2615,314.69,653.92
2025-05-16,SMS,new,5037,12365.35,95,2425,865.39,850.53
2025-05-16,Unassigned,(not set),463,154.78,1,6,0,10.07
2025-05-16,Unassigned,established,653,2040.83,11,49,64.94,144.46
2025-05-16,Unassigned,new,696,1924.06,15,228,147.9,121.31
2025-05-17,Affiliates,(not set),19,72.23,1,11,9.99,6.41
2025-05-17,Affiliates,established,2106,7670.62,44,713,357.75,460.68
2025-05-17,Affiliates,new,2795,16874.9,119,1464,995.17,1111.32
2025-05-17,Cross-network,(not set),2,0,0,2,0,0
2025-05-17,Cross-network,established,9,0,0,7,0,0
2025-05-17,Cross-network,new,366,142.9,3,314,29.97,10.21
2025-05-17,Direct,(not set),140,664.8,2,76,0,45.58
2025-05-17,Direct,established,8168,8871.42,70,6088,659.51,600.31
2025-05-17,Direct,new,22629,38718.25,297,13592,2864.09,2337
2025-05-17,Display,established,6,0,0,1,0,0
2025-05-17,Display,new,303,0,0,25,0,0
2025-05-17,Email,(not set),65,167.94,1,46,0,16.38
2025-05-17,Email,established,4735,10835.15,63,3186,460.66,786.2
2025-05-17,Email,new,6647,8607.59,57,3377,352.7,567.46
2025-05-17,Mobile Push Notifications,established,5719,7621.66,70,5088,644.47,495.18
2025-05-17,Mobile Push Notifications,new,430,2050.47,15,381,99.9,141.24
2025-05-17,Organic Search,(not set),81,0,0,67,0,0
2025-05-17,Organic Search,established,1662,3331.53,23,1158,200.28,164.04
2025-05-17,Organic Search,new,13063,9163.53,76,8856,825.7,402.99
2025-05-17,Organic Shopping,established,43,540.48,3,28,62.98,44.65
2025-05-17,Organic Shopping,new,221,69.44,1,135,9.99,0
2025-05-17,Organic Social,(not set),3,0,0,2,0,0
2025-05-17,Organic Social,established,297,102.97,2,196,19.98,8.8
2025-05-17,Organic Social,new,1376,1365.79,9,739,54.95,76.68
2025-05-17,Organic Video,(not set),1,0,0,0,0,0
2025-05-17,Organic Video,new,5,0,0,3,0,0
2025-05-17,Paid Other,established,20,0,0,19,0,0
2025-05-17,Paid Other,new,65,0,0,27,0,0
2025-05-17,Paid Search,(not set),113,151.2,1,76,0,6.06
2025-05-17,Paid Search,established,6234,12249.28,107,4420,1067.3,857.15
2025-05-17,Paid Search,new,39254,47135.03,402,25531,3953.25,3016.15
2025-05-17,Paid Social,(not set),256,135.78,3,106,29.97,12.23
2025-05-17,Paid Social,established,14313,14965.41,93,6536,599.41,943.75
2025-05-17,Paid Social,new,31343,15361.74,117,10665,895.14,1025.02
2025-05-17,Paid Video,new,28,0,0,3,0,0
2025-05-17,Referral,established,80,506.84,1,59,0,0
2025-05-17,Referral,new,154,0,0,50,0,0
2025-05-17,SMS,(not set),60,0,0,31,0,0
2025-05-17,SMS,established,5178,6972.53,49,2738,371.7,421.08
2025-05-17,SMS,new,5430,7244.94,56,2480,472.69,552.89
2025-05-17,Unassigned,(not set),342,82.77,2,2,19.98,6.75
2025-05-17,Unassigned,established,650,2338.19,14,38,94.91,127.07
2025-05-17,Unassigned,new,838,2512.3,12,315,96.97,190.29
2025-05-18,Affiliates,(not set),16,112.8,1,12,9.99,8.13
2025-05-18,Affiliates,established,1606,7091.08,40,642,222.87,467.58
2025-05-18,Affiliates,new,2418,20428.76,130,1456,1211.29,1247.98
2025-05-18,Cross-network,established,14,0,0,9,0,0
2025-05-18,Cross-network,new,445,842.51,10,399,110.92,60.37
2025-05-18,Direct,(not set),142,0,0,73,0,0
2025-05-18,Direct,established,8790,13323.45,90,6727,795.42,798.89
2025-05-18,Direct,new,23990,40328.04,308,15028,2846.27,2551.17
2025-05-18,Display,established,5,0,0,1,0,0
2025-05-18,Display,new,453,0,0,44,0,0
2025-05-18,Email,(not set),54,144.94,1,42,9.99,15.11
2025-05-18,Email,established,4383,11232.54,72,2881,543.55,755.16
2025-05-18,Email,new,6420,11847.97,69,3303,458.62,734.51
2025-05-18,Mobile Push Notifications,established,5400,10897.36,82,4864,642.46,763.21
2025-05-18,Mobile Push Notifications,new,413,2165.08,12,367,112.93,132.37
2025-05-18,Organic Search,(not set),70,0,0,54,0,0
2025-05-18,Organic Search,established,1795,4204.99,23,1223,166.34,162.2
2025-05-18,Organic Search,new,14615,12357.54,72,10165,670.46,737.92
2025-05-18,Organic Shopping,(not set),1,0,0,1,0,0
2025-05-18,Organic Shopping,established,53,250.2,3,31,29.97,5
2025-05-18,Organic Shopping,new,318,637.42,7,185,85.95,38.05
2025-05-18,Organic Social,(not set),6,0,0,5,0,0
2025-05-18,Organic Social,established,339,258.72,2,218,9.99,4.87
2025-05-18,Organic Social,new,1441,802.34,7,775,44.96,25.75
2025-05-18,Organic Video,new,9,0,0,1,0,0
2025-05-18,Paid Other,established,10,0,0,8,0,0
2025-05-18,Paid Other,new,44,0,0,22,0,0
2025-05-18,Paid Search,(not set),110,44.4,1,72,9.99,2.72
2025-05-18,Paid Search,established,6496,16415.05,118,4587,985.32,1073.37
2025-05-18,Paid Search,new,45374,58241.25,484,28733,5034.65,3845.72
2025-05-18,Paid Social,(not set),255,0,0,103,0,0
2025-05-18,Paid Social,established,15504,12708.73,85,7246,617.48,807.89
2025-05-18,Paid Social,new,32373,15730.02,119,11555,1005.25,864.22
2025-05-18,Paid Video,established,1,0,0,0,0,0
2025-05-18,Paid Video,new,25,0,0,3,0,0
2025-05-18,Referral,(not set),2,0,0,0,0,0
2025-05-18,Referral,established,92,99.97,1,54,9.99,6.6
2025-05-18,Referral,new,171,49.61,1,71,0,0
2025-05-18,SMS,(not set),57,0,0,28,0,0
2025-05-18,SMS,established,4400,5978.25,42,2394,367.74,443.81
2025-05-18,SMS,new,4807,7918.96,52,2317,361.72,576.95
2025-05-18,Unassigned,(not set),289,0,0,3,0,0
2025-05-18,Unassigned,established,580,2219.83,11,37,60.97,142.65
2025-05-18,Unassigned,new,807,1656.03,12,311,166.89,72.71
2025-05-19,Affiliates,(not set),21,449.92,2,12,9.99,35.39
2025-05-19,Affiliates,established,1997,8783.98,55,706,398.64,610.91
2025-05-19,Affiliates,new,2569,16981.99,120,1495,1150.39,1198.63
2025-05-19,Cross-network,(not set),2,0,0,2,0,0
2025-05-19,Cross-network,established,5,0,0,4,0,0
2025-05-19,Cross-network,new,365,549.16,6,309,70.96,38.22
2025-05-19,Direct,(not set),151,0,0,67,0,0
2025-05-19,Direct,established,7956,10625.4,80,5896,769.45,742.11
2025-05-19,Direct,new,23544,44005.47,340,14619,3588.84,2956.79
2025-05-19,Display,(not set),1,0,0,0,0,0
2025-05-19,Display,established,6,0,0,3,0,0
2025-05-19,Display,new,670,0,0,21,0,0
2025-05-19,Email,(not set),41,63.38,1,31,9.99,0
2025-05-19,Email,established,4502,9362.3,58,2959,483.63,581.1
2025-05-19,Email,new,6298,8263.58,52,3519,546.72,549.89
2025-05-19,Mobile Push Notifications,established,5249,9564.42,66,4743,530.61,633.55
2025-05-19,Mobile Push Notifications,new,416,762.4,9,388,133.94,59.14
2025-05-19,Organic Search,(not set),67,0,0,61,0,0
2025-05-19,Organic Search,established,1985,4410.95,22,1329,277.97,214.91
2025-05-19,Organic Search,new,13607,14925.95,94,9266,989.53,853.58
2025-05-19,Organic Shopping,established,54,0,0,33,0,0
2025-05-19,Organic Shopping,new,280,390.04,6,148,80.95,34.09
2025-05-19,Organic Social,(not set),4,0,0,2,0,0
2025-05-19,Organic Social,established,318,431.25,4,211,29.97,33.42
2025-05-19,Organic Social,new,1349,1679.36,11,740,124.91,96.54
2025-05-19,Organic Video,(not set),1,0,0,0,0,0
2025-05-19,Organic Video,new,7,0,0,3,0,0
2025-05-19,Paid Other,established,9,0,0,8,0,0
2025-05-19,Paid Other,new,61,0,0,27,0,0
2025-05-19,Paid Search,(not set),103,0,0,74,0,0
2025-05-19,Paid Search,established,6325,12563.2,95,4474,813.34,769.77
2025-05-19,Paid Search,new,39126,55505.34,470,24726,4971.91,3668.28
2025-05-19,Paid Social,(not set),287,0,0,132,0,0
2025-05-19,Paid Social,established,14943,11478.31,75,6778,556.57,673.58
2025-05-19,Paid Social,new,31315,15753.25,115,11547,1157.22,973.03
2025-05-19,Paid Video,new,24,0,0,0,0,0
2025-05-19,Payment Redirects,new,1,0,0,0,0,0
2025-05-19,Referral,established,162,266.67,2,83,9.99,23.34
2025-05-19,Referral,new,203,483.14,4,93,83.99,43.92
2025-05-19,SMS,(not set),46,0,0,27,0,0
2025-05-19,SMS,established,4509,7282.57,50,2579,367.74,508.9
2025-05-19,SMS,new,5180,11758.36,75,2669,714.62,740.65
2025-05-19,Unassigned,(not set),293,92.62,1,3,9.99,6.41
2025-05-19,Unassigned,established,686,792.74,5,62,44.96,48.37
2025-05-19,Unassigned,new,737,1333.92,10,261,113.89,80.91
2025-05-20,Affiliates,(not set),9,49.98,1,5,9.99,4.03
2025-05-20,Affiliates,established,2037,6744.37,45,688,373.71,380.03
2025-05-20,Affiliates,new,2980,23714.41,162,1745,1650.17,1366.31
2025-05-20,Audio,new,1,0,0,1,0,0
2025-05-20,Cross-network,(not set),1,0,0,1,0,0
2025-05-20,Cross-network,established,20,1064.12,1,11,0,98.43
2025-05-20,Cross-network,new,327,684.26,8,293,69.93,39.48
2025-05-20,Direct,(not set),137,0,0,73,0,0
2025-05-20,Direct,established,8747,16849.7,114,6311,1105.37,1102.71
2025-05-20,Direct,new,23361,55037.43,418,14025,4788.45,3563.08
2025-05-20,Display,established,14,0,0,4,0,0
2025-05-20,Display,new,564,0,0,28,0,0
2025-05-20,Email,(not set),43,279.35,2,34,9.99,23.63
2025-05-20,Email,established,3859,8531.96,54,2557,395.66,505.73
2025-05-20,Email,new,5553,11310.57,79,3015,740.52,689.78
2025-05-20,Mobile Push Notifications,established,5673,12043.89,88,5070,856.53,813.15
2025-05-20,Mobile Push Notifications,new,446,2362.91,14,393,80.95,181.29
2025-05-20,Organic Search,(not set),61,1886.98,2,53,0,146.2
2025-05-20,Organic Search,established,1921,2469.61,21,1317,178.83,130.04
2025-05-20,Organic Search,new,12897,17708.09,102,8792,1060.42,947.94
2025-05-20,Organic Shopping,established,55,112.8,1,32,31,10.79
2025-05-20,Organic Shopping,new,268,1003.69,8,180,90.94,73.11
2025-05-20,Organic Social,(not set),26,0,0,5,0,0
2025-05-20,Organic Social,established,290,253.26,3,175,9.99,6.8
2025-05-20,Organic Social,new,2004,1413.68,10,845,135.95,98.72
2025-05-20,Organic Video,new,2,0,0,1,0,0
2025-05-20,Paid Other,established,12,0,0,11,0,0
2025-05-20,Paid Other,new,72,0,0,29,0,0
2025-05-20,Paid Search,(not set),132,278.71,4,93,39.96,23.74
2025-05-20,Paid Search,established,6063,20232.64,136,4284,1227.26,1311.48
2025-05-20,Paid Search,new,37839,66800.58,534,24091,5579.5,4511.91
2025-05-20,Paid Social,(not set),280,0,0,126,0,0
2025-05-20,Paid Social,established,14433,13287.38,92,6683,646.44,772.7
2025-05-20,Paid Social,new,30972,15760.77,126,12139,1111.19,988.67
2025-05-20,Paid Video,new,44,0,0,8,0,0
2025-05-20,Referral,(not set),5,0,0,2,0,0
2025-05-20,Referral,established,125,23.99,1,91,9.99,0
2025-05-20,Referral,new,169,181.2,1,60,0,0
2025-05-20,SMS,(not set),36,0,0,19,0,0
2025-05-20,SMS,established,4296,10172.13,66,2429,457.64,608.82
2025-05-20,SMS,new,4639,11285.5,67,2275,465.68,720.75
2025-05-20,Unassigned,(not set),1735,232.44,2,1,40.99,17.29
2025-05-20,Unassigned,established,735,1402.41,11,56,59.94,93.79
2025-05-20,Unassigned,new,721,655.73,6,250,39.96,56.13
2025-05-21,Affiliates,(not set),10,0,0,8,0,0
2025-05-21,Affiliates,established,2548,8646,54,820,588.72,488.59
2025-05-21,Affiliates,new,3102,23296.02,141,1706,1501.51,1487.22
2025-05-21,Cross-network,(not set),1,0,0,1,0,0
2025-05-21,Cross-network,established,8,0,0,3,0,0
2025-05-21,Cross-network,new,346,496.84,4,307,29.97,46.86
2025-05-21,Direct,(not set),128,0,0,65,0,0
2025-05-21,Direct,established,9207,15094.03,114,6951,1116.32,1059.35
2025-05-21,Direct,new,24829,50570.96,387,14882,4218.61,3042.52
2025-05-21,Display,established,15,0,0,6,0,0
2025-05-21,Display,new,465,0,0,26,0,0
2025-05-21,Email,(not set),64,0,0,42,0,0
2025-05-21,Email,established,5773,19885.59,113,4106,768.64,1228.92
2025-05-21,Email,new,7190,12698.01,74,4103,483.71,752.67
2025-05-21,Mobile Push Notifications,established,7597,18331.59,114,6760,993.4,1136.45
2025-05-21,Mobile Push Notifications,new,592,1323.86,11,546,80.95,85.77
2025-05-21,Organic Search,(not set),64,0,0,51,0,0
2025-05-21,Organic Search,established,2109,4426.83,30,1468,223.85,197.39
2025-05-21,Organic Search,new,13539,10503.01,84,9307,984.15,438.55
2025-05-21,Organic Shopping,(not set),2,0,0,1,0,0
2025-05-21,Organic Shopping,established,42,86.8,1,35,9.99,4.84
2025-05-21,Organic Shopping,new,263,687.99,5,156,93.98,22.72
2025-05-21,Organic Social,(not set),10,0,0,5,0,0
2025-05-21,Organic Social,established,438,626.15,5,294,65.97,47.05
2025-05-21,Organic Social,new,2015,3082.71,39,1014,72.97,39.56
2025-05-21,Organic Video,new,3,0,0,0,0,0
2025-05-21,Paid Other,established,19,0,0,15,0,0
2025-05-21,Paid Other,new,57,0,0,33,0,0
2025-05-21,Paid Search,(not set),109,32,1,77,9.99,2.62
2025-05-21,Paid Search,established,6653,17784.05,136,4811,1341.2,1073.76
2025-05-21,Paid Search,new,38960,64020.82,531,24475,6248.8,4315.74
2025-05-21,Paid Social,(not set),368,313.11,3,168,34.97,25.86
2025-05-21,Paid Social,established,19555,18228.78,118,9434,742.38,1157.77
2025-05-21,Paid Social,new,38025,21983.66,154,13806,1307.07,1343.89
2025-05-21,Paid Video,established,1,0,0,0,0,0
2025-05-21,Paid Video,new,23,0,0,1,0,0
2025-05-21,Referral,(not set),4,0,0,3,0,0
2025-05-21,Referral,established,120,461.04,2,75,0,38.73
2025-05-21,Referral,new,198,98.29,1,93,0,0
2025-05-21,SMS,(not set),59,0,0,36,0,0
2025-05-21,SMS,established,6901,15784.22,95,4243,435.6,900.82
2025-05-21,SMS,new,6701,10044.43,68,3774,543.64,633.89
2025-05-21,Unassigned,(not set),1523,0,0,1,0,0
2025-05-21,Unassigned,established,841,1472.29,10,56,74.93,112.37
2025-05-21,Unassigned,new,689,877.01,7,243,49.95,58.57
2025-05-22,Affiliates,(not set),41,245.66,2,14,40.99,14.01
2025-05-22,Affiliates,established,2723,9039.06,54,879,371.75,653.02
2025-05-22,Affiliates,new,3407,23858.37,170,1880,1546.25,1503.29
2025-05-22,Cross-network,(not set),1,0,0,1,0,0
2025-05-22,Cross-network,established,11,165.62,2,8,19.98,16.73
2025-05-22,Cross-network,new,370,567.05,7,324,64.94,44.37
2025-05-22,Direct,(not set),119,0,0,55,0,0
2025-05-22,Direct,established,8655,15961.71,122,6432,1146.26,1095.28
2025-05-22,Direct,new,22837,40887.02,334,12712,3534.82,2553.43
2025-05-22,Display,(not set),1,0,0,0,0,0
2025-05-22,Display,established,19,0,0,6,0,0
2025-05-22,Display,new,422,0,0,37,0,0
2025-05-22,Email,(not set),83,0,0,56,0,0
2025-05-22,Email,established,6552,21410,119,4476,607.44,1291
2025-05-22,Email,new,8161,11911.46,85,4453,746.52,712.74
2025-05-22,Mobile Push Notifications,established,6601,19797.57,112,5905,976.43,1312.47
2025-05-22,Mobile Push Notifications,new,508,3243.24,20,468,198.93,247.27
2025-05-22,Organic Search,(not set),48,0,0,35,0,0
2025-05-22,Organic Search,established,1971,4581.59,24,1365,210.88,261.77
2025-05-22,Organic Search,new,13796,13522.5,85,9502,1051.5,616.41
2025-05-22,Organic Shopping,established,68,237.5,2,35,52.99,27.43
2025-05-22,Organic Shopping,new,217,245.15,4,130,39.96,20.98
2025-05-22,Organic Social,(not set),11,829.33,2,7,0,72.58
2025-05-22,Organic Social,established,466,896.4,6,319,9.99,58.88
2025-05-22,Organic Social,new,1762,1458.81,12,987,49.95,81.72
2025-05-22,Organic Video,new,3,0,0,0,0,0
2025-05-22,Paid Other,established,12,0,0,9,0,0
2025-05-22,Paid Other,new,53,0,0,18,0,0
2025-05-22,Paid Search,(not set),93,79.98,1,63,9.99,0
2025-05-22,Paid Search,established,6775,21354.46,158,4791,1402.09,1310.39
2025-05-22,Paid Search,new,42668,68616.81,573,27054,5687.15,4246.2
2025-05-22,Paid Social,(not set),375,67.48,1,189,9.99,5.23
2025-05-22,Paid Social,established,20601,19526.82,142,9577,908.18,1221.5
2025-05-22,Paid Social,new,35937,21165.28,151,13298,1022.04,1275.04
2025-05-22,Paid Video,new,4,0,0,1,0,0
2025-05-22,Referral,(not set),1,0,0,0,0,0
2025-05-22,Referral,established,131,230.25,2,71,9.99,7.16
2025-05-22,Referral,new,191,1738.88,6,115,29.97,20.23
2025-05-22,SMS,(not set),71,159.97,1,41,0,16.32
2025-05-22,SMS,established,5859,14034.95,89,3486,599.57,926.87
2025-05-22,SMS,new,6066,11946.23,84,3200,771.51,870.31
2025-05-22,Unassigned,(not set),352,119.52,1,3,9.99,10.46
2025-05-22,Unassigned,established,840,2546.18,14,58,97.95,178.76
2025-05-22,Unassigned,new,833,2866.4,15,290,196,202.25
2025-05-23,Affiliates,(not set),9,0,0,7,0,0
2025-05-23,Affiliates,established,1929,14114.74,68,755,374.65,1022.31
2025-05-23,Affiliates,new,2544,23926.22,158,1567,1391.16,1516.97
2025-05-23,Cross-network,(not set),1,0,0,0,0,0
2025-05-23,Cross-network,established,7,0,0,4,0,0
2025-05-23,Cross-network,new,358,430.18,5,320,49.95,29.81
2025-05-23,Direct,(not set),123,0,0,59,0,0
2025-05-23,Direct,established,8961,19169.09,136,6583,1063.18,1293.64
2025-05-23,Direct,new,22974,54994.35,414,13266,3526.52,3715.19
2025-05-23,Display,(not set),1,0,0,0,0,0
2025-05-23,Display,established,13,0,0,4,0,0
2025-05-23,Display,new,287,0,0,22,0,0
2025-05-23,Email,(not set),74,211.3,2,41,9.99,1.34
2025-05-23,Email,established,4976,18723.28,99,3368,612.49,1218.25
2025-05-23,Email,new,6708,11256.45,75,3487,484.56,702.66
2025-05-23,Mobile Push Notifications,established,6122,16791.47,121,5534,978.27,1238.69
