date,platform,users
2025-02-05,iOS,2913
2025-02-05,Android,315
2025-02-06,web,15616
2025-02-06,iOS,3146
2025-02-06,Android,344
2025-02-07,web,14359
2025-02-07,iOS,2896
2025-02-07,Android,306
2025-02-08,web,16075
2025-02-08,iOS,3279
2025-02-08,Android,352
2025-02-09,web,15249
2025-02-09,iOS,3237
2025-02-09,Android,319
2025-02-10,web,14330
2025-02-10,iOS,3040
2025-02-10,Android,306
2025-02-11,web,15030
2025-02-11,iOS,2850
2025-02-11,Android,306
2025-02-12,web,17236
2025-02-12,iOS,3368
2025-02-12,Android,391
2025-02-13,web,15979
2025-02-13,iOS,2846
2025-02-13,Android,328
2025-02-14,web,15455
2025-02-14,iOS,2819
2025-02-14,Android,358
2025-02-15,web,18864
2025-02-15,iOS,3789
2025-02-15,Android,412
2025-02-16,web,23552
2025-02-16,iOS,4193
2025-02-16,Android,411
2025-02-17,web,21538
2025-02-17,iOS,3772
2025-02-17,Android,393
2025-02-18,web,18507
2025-02-18,iOS,3310
2025-02-18,Android,334
2025-02-19,web,20365
2025-02-19,iOS,3920
2025-02-19,Android,363
2025-02-20,web,17878
2025-02-20,iOS,3645
2025-02-20,Android,327
2025-02-21,web,16003
2025-02-21,iOS,3244
2025-02-21,Android,328
2025-02-22,web,18163
2025-02-22,iOS,3811
2025-02-22,Android,391
2025-02-23,web,20695
2025-02-23,iOS,4188
2025-02-23,Android,357
2025-02-24,web,23900
2025-02-24,iOS,4260
2025-02-24,Android,454
2025-02-25,web,24878
2025-02-25,iOS,4450
2025-02-25,Android,450
2025-02-26,web,26002
2025-02-26,iOS,4303
2025-02-26,Android,445
2025-02-27,web,19644
2025-02-27,iOS,3675
2025-02-27,Android,373
2025-02-28,web,16532
2025-02-28,iOS,3457
2025-02-28,Android,345
2025-03-01,web,17803
2025-03-01,iOS,3765
2025-03-01,Android,383
2025-03-02,web,20102
2025-03-02,iOS,4252
2025-03-02,Android,424
2025-03-03,web,18297
2025-03-03,iOS,3436
2025-03-03,Android,326
2025-03-04,web,16220
2025-03-04,iOS,3339
2025-03-04,Android,316
2025-03-05,web,20179
2025-03-05,iOS,3994
2025-03-05,Android,412
2025-03-06,web,20043
2025-03-06,iOS,3809
2025-03-06,Android,363
2025-03-07,web,18063
2025-03-07,iOS,3396
2025-03-07,Android,348
2025-03-08,web,19649
2025-03-08,iOS,3830
2025-03-08,Android,385
2025-03-09,web,20785
2025-03-09,iOS,4002
2025-03-09,Android,385
2025-03-10,web,19052
2025-03-10,iOS,3941
2025-03-10,Android,285
2025-03-11,web,18373
2025-03-11,iOS,3572
2025-03-11,Android,327
2025-03-12,web,19626
2025-03-12,iOS,3564
2025-03-12,Android,348
2025-03-13,web,16875
2025-03-13,iOS,3234
2025-03-13,Android,315
2025-03-14,web,15154
2025-03-14,iOS,3141
2025-03-14,Android,322
2025-03-15,web,16559
2025-03-15,iOS,3639
2025-03-15,Android,342
2025-03-16,web,17862
2025-03-16,iOS,3902
2025-03-16,Android,354
2025-03-17,web,15981
2025-03-17,iOS,3635
2025-03-17,Android,353
2025-03-18,web,17131
2025-03-18,iOS,3486
2025-03-18,Android,291
2025-03-19,web,16804
2025-03-19,iOS,3391
2025-03-19,Android,329
2025-03-20,web,16901
2025-03-20,iOS,3321
2025-03-20,Android,301
2025-03-21,web,15221
2025-03-21,iOS,3007
2025-03-21,Android,300
2025-03-22,web,14817
2025-03-22,iOS,3029
2025-03-22,Android,305
2025-03-23,web,19084
2025-03-23,iOS,3531
2025-03-23,Android,352
2025-03-24,web,16409
2025-03-24,iOS,3149
2025-03-24,Android,331
2025-03-25,web,15243
2025-03-25,iOS,3195
2025-03-25,Android,287
2025-03-26,web,15495
2025-03-26,iOS,3148
2025-03-26,Android,311
2025-03-27,web,15947
2025-03-27,iOS,3109
2025-03-27,Android,318
2025-03-28,web,14444
2025-03-28,iOS,2755
2025-03-28,Android,305
2025-03-29,web,14933
2025-03-29,iOS,3116
2025-03-29,Android,352
2025-03-30,web,15695
2025-03-30,iOS,3323
2025-03-30,Android,328
2025-03-31,web,14491
2025-03-31,iOS,2843
2025-03-31,Android,260
2025-04-01,web,15156
2025-04-01,iOS,2959
2025-04-01,Android,319
2025-04-02,web,15546
2025-04-02,iOS,3013
2025-04-02,Android,296
2025-04-03,web,14322
2025-04-03,iOS,2979
2025-04-03,Android,300
2025-04-04,web,13500
2025-04-04,iOS,2659
2025-04-04,Android,270
2025-04-05,web,14215
2025-04-05,iOS,3079
2025-04-05,Android,307
2025-04-06,web,15923
2025-04-06,iOS,3246
2025-04-06,Android,339
2025-04-07,web,14079
2025-04-07,iOS,2801
2025-04-07,Android,272
2025-04-08,web,13784
2025-04-08,iOS,2802
2025-04-08,Android,287
2025-04-09,web,14948
2025-04-09,iOS,2940
2025-04-09,Android,267
2025-04-10,web,22520
2025-04-10,iOS,3850
2025-04-10,Android,400
2025-04-11,web,18847
2025-04-11,iOS,3416
2025-04-11,Android,397
2025-04-12,web,19058
2025-04-12,iOS,3475
2025-04-12,Android,417
2025-04-13,web,19381
2025-04-13,iOS,3743
2025-04-13,Android,364
2025-04-14,web,15409
2025-04-14,iOS,2964
2025-04-14,Android,317
2025-04-15,web,14926
2025-04-15,iOS,2891
2025-04-15,Android,320
2025-04-16,web,17086
2025-04-16,iOS,3364
2025-04-16,Android,386
2025-04-17,web,16429
2025-04-17,iOS,3366
2025-04-17,Android,389
2025-04-18,web,15390
2025-04-18,iOS,3194
2025-04-18,Android,381
2025-04-19,web,15349
2025-04-19,iOS,2940
2025-04-19,Android,360
2025-04-20,web,16160
2025-04-20,iOS,3324
2025-04-20,Android,371
2025-04-21,web,17253
2025-04-21,iOS,3228
2025-04-21,Android,355
2025-04-22,web,17329
2025-04-22,iOS,3263
2025-04-22,Android,350
2025-04-23,web,17456
2025-04-23,iOS,3216
2025-04-23,Android,313
2025-04-24,web,13366
2025-04-24,iOS,2817
2025-04-24,Android,310
2025-04-25,web,10717
2025-04-25,iOS,2426
2025-04-25,Android,239
2025-04-26,web,11277
2025-04-26,iOS,2731
2025-04-26,Android,288
2025-04-27,web,13740
2025-04-27,iOS,3165
2025-04-27,Android,265
2025-04-28,web,13307
2025-04-28,iOS,2619
2025-04-28,Android,248
2025-04-29,web,12733
2025-04-29,iOS,2817
2025-04-29,Android,295
2025-04-30,web,13542
2025-04-30,iOS,2834
2025-04-30,Android,323
2025-05-01,web,13898
2025-05-01,iOS,2766
2025-05-01,Android,338
2025-05-02,web,13197
2025-05-02,iOS,2698
2025-05-02,Android,286
2025-05-03,web,13856
2025-05-03,iOS,2922
2025-05-03,Android,347
2025-05-04,web,16525
2025-05-04,iOS,3171
2025-05-04,Android,315
2025-05-05,web,14001
2025-05-05,iOS,2721
2025-05-05,Android,278
2025-05-06,web,12388
2025-05-06,iOS,2236
2025-05-06,Android,234
2025-05-07,web,16312
2025-05-07,iOS,3216
2025-05-07,Android,361
2025-05-08,web,17194
2025-05-08,iOS,3100
2025-05-08,Android,332
2025-05-09,web,16247
2025-05-09,iOS,2917
2025-05-09,Android,318
2025-05-10,web,14140
2025-05-10,iOS,2847
2025-05-10,Android,296
2025-05-11,web,13258
2025-05-11,iOS,2898
2025-05-11,Android,263
2025-05-12,web,14900
2025-05-12,iOS,2803
2025-05-12,Android,252
2025-05-13,web,15626
2025-05-13,iOS,3090
2025-05-13,Android,280
2025-05-14,web,14502
2025-05-14,iOS,2952
2025-05-14,Android,304
2025-05-15,web,14253
2025-05-15,iOS,3110
2025-05-15,Android,287
2025-05-16,web,
2025-05-16,iOS,
2025-05-16,Android,
2025-05-17,web,
2025-05-17,iOS,
2025-05-17,Android,
2025-05-18,web,
2025-05-18,iOS,
2025-05-18,Android,
2025-05-19,web,
2025-05-19,iOS,
2025-05-19,Android,
2025-05-20,web,
2025-05-20,iOS,
2025-05-20,Android,
2025-05-21,web,
2025-05-21,iOS,
2025-05-21,Android,
2025-05-22,web,
2025-05-22,iOS,
2025-05-22,Android,
2025-05-23,web,
2025-05-23,iOS,
2025-05-23,Android,
2025-05-24,web,
2025-05-24,iOS,
2025-05-24,Android,
2025-05-25,web,
2025-05-25,iOS,
2025-05-25,Android,
