style_color,inventory_class,season_code,last_receipt_date,first_sale_date,us_ecom_oh_u,inventory_feed,oo_u,image,online,msrp,sale_price,promo,category_reg_sale,notes,holds,new_arrivals,meta_source_file,meta_sheet_name,meta_file_timestamp,meta_extracted_timestamp
107629-1700,FP,23H1,45199,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107629-6062,FP,23H1,,,0,0,0,YES,,109,94.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107682-1001,OP,23F1,45175,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107682-1501,OP,23F1,,,0,0,0,YES,,109,94.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107682-6000,OP,23F1,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107722-1501,OP,23F1,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107722-3002,OP,23F1,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107722-4189,OP,23F1,45447,45120,8,8,0,YES,LIVE,109,94.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107722-6000,OP,23F1,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107745-1001,FP,23H2,45232,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107745-2603,FP,23H2,45232,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107834-1001,OP,23H1,45538,45253,335,332,0,YES,LIVE,109,109,50% OFF,REG,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107834-1501,OP,23H1,,,0,0,0,,,109,109,50% OFF,REG,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107834-3444,OP,23H1,45192,45253,1,0,0,YES,,109,109,50% OFF,REG,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107834-6000,OP,23H1,45539,45253,404,406,0,YES,LIVE,109,109,50% OFF,REG,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107835-1001,OP,23H3,45252,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107835-1501,OP,23H3,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107835-6000,OP,23H3,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107891-1001,FP,24S1,45516,45343,0,0,0,,,139,119.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107891-4203,FP,24S1,45351,45321,0,1,0,YES,LIVE,139,119.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107891-6372,FP,24S1,45313,,0,0,0,,,139,119.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107893-1001,FP,24S1,45362,45304,-1,1,0,YES,LIVE,89,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107893-1700,FP,24S1,45362,45311,30,31,0,YES,LIVE,89,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107903-1001,FP,24S2,45503,45322,104,121,0,YES,LIVE,109,109,40% OFF,REG,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107903-4205,FP,24S2,45506,45323,1,8,0,YES,LIVE,109,109,40% OFF,REG,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107905-1001,FP,24S2,45330,,0,0,0,,,89,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107905-2701,FP,24S2,45329,,0,0,0,,,89,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107907-4903,FP,24S2,45351,45339,212,213,0,YES,LIVE,99,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107907-8002,FP,24S2,45314,45323,120,120,0,YES,LIVE,99,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107936-1001,FP,24S3,45335,,0,0,0,,,89,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107936-1501,FP,24S3,45335,45339,147,147,0,YES,LIVE,89,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107936-1701,FP,24S3,45335,,0,0,0,,,89,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107936-3014,FP,24S3,45335,,0,0,0,,,89,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107943-1001,FP,24S3,45349,45358,0,0,0,YES,LIVE,89,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107943-1702,FP,24S3,45349,45359,11,11,0,YES,LIVE,89,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107953-1001,FP,23F3,45166,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107953-2603,FP,23F3,45161,45174,0,12,0,YES,LIVE,109,94.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107953-6059,FP,23F3,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107964-1001,FP,23F1,,,0,0,0,,,139,99.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107964-1585,FP,23F1,,,0,0,0,,,139,99.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
107964-4903,FP,23F1,45107,45134,34,34,0,YES,LIVE,139,99.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108005-1001,FP,23H1,45363,45248,0,0,0,,,119,99.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108013-1001,OP,24S2,45329,,0,0,0,,,89,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108013-4816,OP,24S2,45329,45339,-1,0,0,,,89,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108013-6000,OP,24S2,45329,45365,0,0,0,,,89,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108019-1001,OP,23H3,,,0,0,0,,,119,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108019-1501,OP,23H3,,,0,0,0,,,119,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108055-4850,OP,23H1,45225,45253,2,3,0,YES,LIVE,109,94.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108136-4262,FP,24M1,45470,45476,594,593,0,YES,LIVE,99,84.97,70% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108138-4262,FP,24M1,45425,45429,44,46,0,YES,LIVE,89,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108142-1001,FP,24M1,45410,45408,0,0,0,,,89,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108142-1700,FP,24M1,45408,45406,50,76,0,YES,LIVE,89,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108142-4262,FP,24M1,45436,,0,0,0,,,89,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108176-1001,FP,24M2,45436,45409,135,133,0,YES,LIVE,89,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108176-1702,FP,24M2,45436,45409,172,175,0,YES,LIVE,89,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108176-2107,FP,24M2,45436,,0,0,0,YES,,89,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108180-2107,FP,24M2,45436,,0,0,0,,,149,124.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108223-1001,OP,23H1,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108223-1700,OP,23H1,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108223-3539,OP,23H1,45187,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108223-6000,OP,23H1,45184,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108235-1238,FP,23F3,45170,,1,1,0,YES,LIVE,119,99.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108235-4903,FP,23F3,45170,,0,0,0,,,119,99.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108237-1001,FP,23F3,45177,,0,0,0,YES,LIVE,119,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108237-4792,FP,23F3,,,0,0,0,,,119,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108237-6000,FP,23F3,45170,45191,40,40,0,YES,LIVE,119,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108239-1081,FP,23F3,45178,45191,43,43,0,YES,LIVE,119,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108241-1001,FP,23H1,,,0,0,0,YES,LIVE,79,64.97,50% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108244-1182,OP,23H1,45206,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108244-2742,OP,23H1,45208,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108244-4920,OP,23H1,,,0,0,0,YES,,109,94.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108263-4451,FP,24S3,,,0,0,0,YES,,99,84.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108263-9605,FP,24S3,45343,45347,0,0,0,,,99,84.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108285-1001,FP,23H2,45223,,0,0,0,,,129,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108285-4903,FP,23H2,45218,,0,0,0,,,129,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108285-6010,FP,23H2,45224,,0,0,0,,,129,74.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108301-1001,OP,24M3,45455,45456,3,3,0,YES,LIVE,109,94.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108301-1501,OP,24M3,45457,45456,25,25,0,YES,LIVE,109,94.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
108301-6000,OP,24M3,45453,45458,15,25,0,YES,LIVE,109,94.97,60% OFF,SALE,,,,One Site Pricing 12.2.24.xlsx,Pricing,45728.33307,45728.35623
