style_color,inventory_class,season_code,last_receipt_date,first_sale_date,us_ecom_oh_u,inventory_feed,oo_u,image,online,msrp,sale_price,promo,category_reg_sale,notes,holds,new_arrivals,meta_source_file,meta_sheet_name,meta_file_timestamp,meta_extracted_timestamp
103070-1001,OP  ,OP,6/16/2022,43960,-1,0,0,,,99,99,40% OFF,REG,,,,One Site Pricing 2.08.24.xlsx,Pricing,45728.33343,45728.35634
103070-1501,OP,22F1,,,0,0,0,,,99,99,40% OFF,REG,,,,One Site Pricing 2.08.24.xlsx,Pricing,45728.33343,45728.35634
103070-2707,OP,OP,6/16/2022,43962,38,38,0,YES,LIVE,99,99,40% OFF,REG,,,,One Site Pricing 2.08.24.xlsx,Pricing,45728.33343,45728.35634
103070-4100,OP,16H1,10/12/2022,43878,1320,1317,0,YES,LIVE,99,99,40% OFF,REG,,,,One Site Pricing 2.08.24.xlsx,Pricing,45728.33343,45728.35634
103070-6000,OP  ,19S1,6/16/2022,43966,1665,1931,0,YES,LIVE,99,99,40% OFF,REG,,,,One Site Pricing 2.08.24.xlsx,Pricing,45728.33343,45728.35634
104798-4100,FP,20H2,1/25/2021,,0,0,0,,,119,69.97,60% OFF,SALE,,,,One Site Pricing 2.08.24.xlsx,Pricing,45728.33343,45728.35634
104798-6003,FP,20H2,,,0,0,0,,,119,69.97,60% OFF,SALE,,,,One Site Pricing 2.08.24.xlsx,Pricing,45728.33343,45728.35634
104882-1234,FP,20H2,,,0,0,0,,,119,74.97,60% OFF,SALE,,,,One Site Pricing 2.08.24.xlsx,Pricing,45728.33343,45728.35634
104882-2701,FP,20H2,,,0,0,0,,,119,74.97,60% OFF,SALE,,,,One Site Pricing 2.08.24.xlsx,Pricing,45728.33343,45728.35634
104932-1001,FP,20H2,1/2/2024,44176,21,782,0,YES,,119,119,40% OFF,REG,,STORE-ONLY CORE HOLD,,One Site Pricing 2.08.24.xlsx,Pricing,45728.33343,45728.35634
104932-1501,FP,21M3,1/8/2024,44375,530,1000,0,YES,LIVE,119,119,40% OFF,REG,,,,One Site Pricing 2.08.24.xlsx,Pricing,45728.33343,45728.35634
104932-2504,FP,21M3,11/16/2021,44373,746,770,0,YES,LIVE,119,119,40% OFF,REG,,,,One Site Pricing 2.08.24.xlsx,Pricing,45728.33343,45728.35634
