style_color,inventory_class,season_code,last_receipt_date,first_sale_date,us_ecom_oh_u,inventory_feed,oo_u,image,online,msrp,sale_price,promo,category_reg_sale,notes,holds,new_arrivals,meta_source_file,meta_sheet_name,meta_file_timestamp,meta_extracted_timestamp
103070-1001,OP  ,OP,6/16/2022,43960,-1,0,0,YES,,99,99,30% OFF,REG,,,,One Site Pricing 4.15.24.xlsx,Pricing,45728.33492,45728.3653
103070-2707,OP,OP,6/16/2022,43962,23,24,0,YES,LIVE,99,99,30% OFF,REG,,,,One Site Pricing 4.15.24.xlsx,Pricing,45728.33492,45728.3653
103070-4100,OP,16H1,10/12/2022,43878,1235,1228,0,YES,LIVE,99,99,30% OFF,REG,,,,One Site Pricing 4.15.24.xlsx,Pricing,45728.33492,45728.3653
103070-6000,OP  ,19S1,6/16/2022,43966,1540,1534,0,YES,LIVE,99,99,30% OFF,REG,,,,One Site Pricing 4.15.24.xlsx,Pricing,45728.33492,45728.3653
104932-1001,FP,20H2,1/2/2024,44176,23,668,0,YES,,119,119,30% OFF,REG,,STORE-ONLY CORE HOLD,,One Site Pricing 4.15.24.xlsx,Pricing,45728.33492,45728.3653
104932-1501,FP,21M3,1/8/2024,44375,500,850,0,YES,LIVE,119,119,30% OFF,REG,,,,One Site Pricing 4.15.24.xlsx,Pricing,45728.33492,45728.3653
104932-2504,FP,21M3,11/16/2021,44373,770,771,0,YES,LIVE,119,119,30% OFF,REG,,,,One Site Pricing 4.15.24.xlsx,Pricing,45728.33492,45728.3653
104932-4000,FP,20H2,7/2/2021,44172,17,17,0,YES,LIVE,119,119,30% OFF,REG,,,,One Site Pricing 4.15.24.xlsx,Pricing,45728.33492,45728.3653
104932-4950,FP,23F2,8/1/2023,45152,316,315,0,YES,LIVE,119,119,30% OFF,REG,,,,One Site Pricing 4.15.24.xlsx,Pricing,45728.33492,45728.3653
104932-6003,FP,20H2,6/24/2021,44172,216,217,0,YES,LIVE,119,119,30% OFF,REG,,,,One Site Pricing 4.15.24.xlsx,Pricing,45728.33492,45728.3653
104979-4926,OP,20H3,,,0,0,0,YES,,119,94.97,60% OFF,SALE,,,,One Site Pricing 4.15.24.xlsx,Pricing,45728.33492,45728.3653
105106-1800,OP,21M2,5/4/2022,44327,3,1,0,YES,,89,69.97,60% OFF,SALE,,,,One Site Pricing 4.15.24.xlsx,Pricing,45728.33492,45728.3653
