style_color,=1/0,inventory_class,season_code,last_receipt_date,first_sale_date,us_ecom_oh_u,inventory_feed,oo_u,image,online,msrp,sale_price,promo,category_reg_sale,notes,holds,new_arrivals,meta_source_file,meta_sheet_name,meta_file_timestamp,meta_extracted_timestamp
700299-6000,700299,OP,24F2,8/17/2024,45530,26,21,0,YES,LIVE,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
700304-1001,700304,OP,25S1,,,0,0,912,,,109,109,69,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
700304-1501,700304,OP,25S1,,,0,0,669,,,109,109,69,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
700304-6000,700304,OP,25S1,,,0,0,600,,,109,109,69,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
700310-1001,700310,OP,25S2,,,0,1830,1300,,,109,109,69,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
700310-1501,700310,OP,25S2,,,0,0,870,,,109,109,69,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
700310-2701,700310,OP,25S2,,,0,1220,960,YES,,109,109,69,REG,CAN SET LIVE,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
700321-1001,700321,OP,24F1,,,0,0,0,YES,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
700321-1702,700321,OP,24F1,,,0,0,0,YES,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
700321-6000,700321,OP,24F1,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
700323-1001,700323,OP,24F1,,,0,0,0,YES,,129,109.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
700323-2701,700323,OP,24F1,7/27/2024,,0,0,0,YES,,129,109.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
700329-1501,700329,OP,24F2,8/19/2024,45529,5,5,0,YES,LIVE,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
700329-4903,700329,OP,24F2,8/19/2024,45529,19,11,0,YES,LIVE,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
700341-1001,700341,OP,25S2,,,0,0,635,,,109,109,69,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
700341-3539,700341,OP,25S2,,,0,0,555,,,109,109,69,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
700477-1001,700477,OP,25S1,,,0,20,0,,,89,89,49,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
700477-1238,700477,OP,25S1,,,0,48,0,,,89,89,49,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
700477-4780,700477,OP,25S1,,,0,1219,0,,,89,89,49,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
700477-6885,700477,OP,25S1,,,0,1193,0,,,89,89,49,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
700500-1001,700500,OP,25S1,,,0,2879,0,,,89,89,49,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
700500-1214,700500,OP,25S1,,,0,606,0,,,89,89,49,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
700500-2701,700500,OP,25S1,,,0,2548,0,YES,,89,89,49,REG,CAN SET LIVE,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
700500-4780,700500,OP,25S1,,,0,1018,0,,,89,89,49,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
700500-6885,700500,OP,25S1,,,0,608,0,,,89,89,49,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
700502-1001,700502,OP,24F3,9/14/2024,45554,29,28,0,YES,LIVE,109,94.97,50% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
700502-4780,700502,OP,24F3,11/22/2024,45620,331,306,0,YES,LIVE,109,94.97,50% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
700502-6000,700502,OP,24F3,11/22/2024,45621,478,502,0,YES,LIVE,109,94.97,50% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
700522-1001,700522,OP,25S1,1/15/2025,45672,1775,1772,0,YES,LIVE,89,89,49,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
700522-1702,700522,OP,25S1,1/15/2025,45674,1109,1108,0,YES,LIVE,89,89,49,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
700522-4903,700522,OP,25S2,,,0,0,0,,,89,89,49,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
MA0H023MF4-1001,MA0H023MF4,FP,OP,1/20/2025,43238,1065,1055,1009,YES,LIVE,99,99,69,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
MA0H023MF4-2707,MA0H023MF4,FP,OP,9/27/2024,43231,747,727,889,YES,LIVE,99,99,69,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
MA0H023MF4-3106,MA0H023MF4,OP,19FA,12/20/2019,43795,1,0,0,,,99,99,69,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
MA0H023MF4-3539,MA0H023MF4,OP,25S1,,,0,0,0,,,99,99,69,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
MA0H023MF4-4100,MA0H023MF4,OP,16H1,1/20/2025,,0,0,0,YES,,99,99,69,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
MA0H023MF4-6000,MA0H023MF4,OP,19H2,9/3/2021,43277,1,0,0,,,99,99,69,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
MA0H023MF4-6700,MA0H023MF4,OP,22F2,7/26/2024,44741,1,0,0,YES,,99,99,69,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
100351-EOJB,100351,FP,17F3,9/23/2019,43097,5,0,0,YES,,249,119.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
101674-2SB,101674,OP,18F2,1/11/2024,43391,1,0,0,,,149,119.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
102126-2SB,102126,FP,18F3,1/16/2025,43388,1358,2120,411,YES,LIVE,149,149,99,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
102157-2SB,102157,FP,18F3,1/16/2025,43388,1443,4756,407,YES,LIVE,199,199,139,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
102158-2SB,102158,OP,18F3,1/8/2024,43385,-2,0,0,,,149,119.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
102200-2SB,102200,FP,19S2,1/16/2025,43412,5909,6010,1503,YES,LIVE,149,149,99,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
102203-2SB,102203,FP,19S2,1/16/2025,43412,817,1179,303,YES,LIVE,149,149,99,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
102204-2SB,102204,FP,19S2,1/15/2025,43412,1847,3510,703,YES,LIVE,149,149,99,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
102928-GGJD,102928,OP,19F1,3/26/2024,,0,0,0,YES,,149,109.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
102929-GGJD,102929,OP,19F1,5/24/2024,,0,0,0,YES,,169,144.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
102931-GGJD,102931,OP,19F1,5/28/2024,43703,298,292,0,YES,LIVE,149,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
103280-GGJD,103280,OP,19F1,10/21/2024,,0,0,0,,,149,124.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
103281-GGJD,103281,OP,19F1,10/23/2024,43703,5,3691,0,YES,LIVE,169,99.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
103282-GGJD,103282,OP,19F1,1/16/2025,43679,25,1123,0,YES,LIVE,149,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105141-HROR,105141,FP,21M3,,,0,0,0,,,159,124.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105156-HRLM,105156,FP,21M2,6/21/2021,44349,1,0,0,,,219,159.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105166-HREB,105166,FP,21M3,7/26/2021,44405,2,0,0,,,199,159.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105257-HSYG,105257,FP,21F2,8/4/2023,44435,1,0,0,YES,,239,199.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105353-1001,105353,FP,20H3,8/12/2024,,0,0,0,,,199,169.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105355-1037,105355,FP,20H3,,,0,0,0,,,199,169.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105402-HROL,105402,FP,21M3,9/8/2022,44350,1,0,0,,,239,199.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105444-1800,105444,FP,21F1,9/16/2022,,0,0,0,YES,,149,149,79,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105445-HTND,105445,FP,21F1,9/13/2024,44452,171,172,0,YES,LIVE,159,159,79,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105446-HTND,105446,FP,21F1,4/27/2024,44429,1168,1147,0,YES,LIVE,159,159,79,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105447-FOUM,105447,FP,21F1,8/12/2024,44426,76,78,0,YES,LIVE,159,159,79,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105448-FOUM,105448,FP,21F1,4/24/2024,44429,1052,1052,0,YES,LIVE,159,159,79,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105449-HSNL,105449,FP,21F1,11/7/2023,44434,448,446,0,YES,LIVE,159,159,79,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105450-HSNL,105450,FP,21F1,1/30/2024,44442,456,454,0,YES,LIVE,159,159,79,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105452-FOUM,105452,FP,21F1,8/11/2022,44452,141,137,0,YES,LIVE,199,149.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105454-HTND,105454,FP,21F1,9/29/2023,44427,1830,1831,0,YES,LIVE,199,199,99,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105457-HTND,105457,FP,21F1,8/12/2024,44452,2129,2146,0,YES,LIVE,159,159,79,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105458-HTND,105458,FP,21F1,,,0,0,0,,,159,124.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105459-FOUM,105459,FP,21F1,8/12/2024,44450,1871,1881,0,YES,LIVE,159,159,79,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105460-FOUM,105460,FP,21F1,1/31/2022,,0,0,0,,,159,124.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105461-HSNL,105461,FP,21F1,11/7/2023,44454,186,187,0,YES,LIVE,159,124.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105463-FOUM,105463,FP,21F1,11/17/2022,44461,75,74,0,YES,LIVE,199,149.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105465-HTND,105465,FP,21F1,3/15/2024,44450,2672,2735,0,YES,LIVE,199,199,99,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105467-HTND,105467,FP,21F1,4/18/2024,44435,874,893,0,YES,LIVE,159,159,79,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105468-HTND,105468,FP,21F1,6/6/2022,44596,-1,0,0,,,159,124.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105469-FOUM,105469,FP,21F1,3/27/2024,44440,1274,1298,0,YES,LIVE,159,159,79,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105470-FOUM,105470,FP,21F1,,,0,0,0,,,159,159,79,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105471-HSNL,105471,FP,21F1,5/13/2022,44452,66,67,0,YES,LIVE,159,124.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105473-FOUM,105473,FP,21F1,8/11/2022,44431,75,75,0,YES,LIVE,199,149.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105475-HTND,105475,FP,21F1,3/27/2024,44450,1313,1352,0,YES,LIVE,199,199,99,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105479-FOUM,105479,FP,21F1,5/15/2024,44452,394,389,0,YES,LIVE,239,239,119,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105480-FOUM,105480,FP,21F1,5/13/2024,44453,1039,1035,0,YES,LIVE,239,239,119,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105526-HTTR,105526,FP,21H1,12/29/2022,44494,1,0,0,,,179,119.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105593-HTZL,105593,FP,21H1,7/27/2024,44510,226,137,0,YES,LIVE,159,99.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105605-HTXD,105605,FP,21H1,7/23/2024,44520,120,66,0,YES,LIVE,239,149.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105694-HURM,105694,FP,21F1,8/13/2024,44419,892,885,0,YES,LIVE,239,239,139,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105706-2SB,105706,OP,21F2,5/28/2024,44436,671,665,0,YES,LIVE,149,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105707-2SB,105707,OP,21F2,10/2/2024,44515,925,933,0,YES,LIVE,149,149,99,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105712-2SB,105712,OP,21F2,,,0,0,0,YES,,149,149,99,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105713-2SB,105713,OP,21F2,10/2/2024,44435,2042,2025,0,YES,LIVE,149,149,99,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105714-2SB,105714,OP,21F2,9/26/2024,,0,0,0,YES,,149,124.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105715-2SB,105715,OP,21F2,1/18/2025,44735,19,10243,0,YES,LIVE,149,124.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105820-2SB,105820,FP,21H2,1/15/2025,44607,4571,6604,0,YES,LIVE,239,239,139,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105822-2S,105822,FP,21H2,11/4/2024,44607,645,791,0,YES,LIVE,239,239,119,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105835-1800,105835,FP,22M2,5/24/2024,44694,-1,0,0,,,239,199.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105854-HWEL,105854,FP,22S1,12/21/2021,,0,0,0,,,239,199.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105855-HVXD,105855,FP,22S1,4/4/2023,,0,0,0,,,239,199.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
105896-HWAL,105896,FP,22M3,5/29/2024,44741,-1,0,0,,,199,169.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
106022-HXBL,106022,FP,22M1,,,0,0,0,,,239,199.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
106154-HXSD,106154,FP,22S3,8/31/2022,,0,0,0,,,239,199.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
106242-HXYL,106242,FP,22F1,8/31/2022,,0,0,0,,,239,199.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
106248-HXVR,106248,FP,22F3,8/30/2022,,0,0,0,,,239,199.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
106249-HXUD,106249,FP,22F1,,,0,0,0,,,239,199.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
106253-HXVL,106253,FP,22F1,11/17/2022,,0,0,0,,,239,139.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
106254-HXXD,106254,FP,22F1,8/8/2022,,0,0,0,,,239,199.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
106271-HYDD,106271,FP,22F2,3/4/2024,44889,1,0,0,YES,,159,124.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
106275-HZMM,106275,FP,22F3,9/16/2022,44803,1,0,0,,,239,199.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
106276-HYKD,106276,FP,22F3,3/4/2024,,0,0,0,,,239,199.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
106355-2504,106355,FP,22S2,4/7/2023,,0,0,0,,,159,99.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
106355-2701,106355,FP,22S2,,,0,0,0,,,159,99.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
106364-2SB,106364,OP,22S3,,,0,0,0,YES,,159,159,79,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
106407-HSNL,106407,FP,22S3,12/28/2023,44657,0,0,0,YES,,159,134.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
106408-HTND,106408,FP,22S3,1/4/2024,,0,0,0,,,199,169.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
106483-HAJP,106483,FP,22H1,10/20/2022,,0,0,0,,,179,149.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
106510-2SB,106510,FP,22H1,5/9/2024,44860,3,0,0,,,179,149.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
106591-HXBL,106591,FP,22M2,3/4/2024,,0,0,0,,,239,169.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
106695-HXJM,106695,OP,22F2,9/10/2022,,0,0,0,,,159,124.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
106757-2SB,106757,FP,22F1,11/18/2023,,0,0,0,YES,,259,219.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
106890-IAOD,106890,FP,23S3,3/2/2023,,0,0,0,,,239,199.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
106896-IAJM,106896,FP,23S2,1/10/2023,,0,0,0,,,239,199.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
106897-IAIM,106897,FP,23S2,2/3/2023,44975,1,1,0,YES,LIVE,239,199.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
106900-IAFG,106900,FP,23S1,5/9/2024,44951,43,41,0,YES,LIVE,239,199.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
106904-IACM,106904,FP,23S1,,,0,0,0,,,239,199.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
106906-IADD,106906,FP,23S1,3/4/2024,44940,66,66,0,YES,LIVE,239,199.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
106916-IAGL,106916,FP,23S2,2/27/2023,44973,1,1,0,YES,LIVE,219,169.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
106956-IALR,106956,FP,23S3,,,0,0,0,,,179,124.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
106960-2SB,106960,FP,23S2,8/31/2024,44972,207,209,0,YES,LIVE,159,159,99,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107041-ICZL,107041,FP,23M1,4/5/2023,,0,0,0,,,239,199.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107042-ICXR,107042,FP,23M1,3/4/2024,45024,46,47,0,YES,LIVE,239,199.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107049-IDLL,107049,FP,23M3,2/2/2024,45085,5,0,0,YES,,239,199.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107056-ICUG,107056,FP,23M1,12/17/2024,45063,793,785,0,YES,LIVE,159,159,109,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107057-ICWM,107057,FP,23M1,,,0,0,0,,,219,184.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107058-IDBD,107058,FP,23M2,,,0,0,0,,,239,199.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107060-IDKM,107060,FP,23M3,,,0,0,0,YES,,239,199.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107066-IDAT,107066,FP,23M1,4/3/2023,,0,0,0,,,179,124.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107072-2SB,107072,FP,23M2,12/9/2024,45063,492,505,0,YES,LIVE,179,179,119,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107157-HZMM,107157,FP,22F2,5/9/2024,44812,1,0,0,YES,,239,199.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107158-IDWD,107158,FP,23S1,11/14/2023,44951,0,0,0,,,239,199.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107160-HACD,107160,FP,22H1,,,0,0,0,,,239,199.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107207-HZVM,107207,OP,23M1,12/24/2024,45030,-2,6864,0,YES,LIVE,159,99.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107219-1800,107219,OP,23M1,,,0,0,0,YES,,159,119.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107257-IDTM,107257,FP,23S1,9/16/2024,45058,923,923,0,YES,LIVE,239,239,139,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107277-2S,107277,FP,22H3,11/27/2024,44945,936,934,0,YES,LIVE,259,259,149,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107326-IAGM,107326,OP,23F1,9/14/2023,45253,1,0,0,YES,,159,134.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107332-IAND,107332,OP,23M3,8/1/2024,45063,380,648,0,YES,LIVE,159,159,99,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107335-IAAM,107335,OP,23F2,,,0,0,0,,,219,124.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107337-IAND,107337,OP,23F2,10/7/2023,,0,0,0,,,199,124.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107338-IAND,107338,OP,23F2,8/2/2024,45155,0,0,0,YES,,199,139.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107339-IAAG,107339,OP,23F1,8/19/2024,45134,528,520,0,YES,LIVE,199,199,139,REG,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107341-IACL,107341,OP,23F2,8/30/2023,45257,1,0,0,YES,,159,124.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107343-IAJD,107343,OP,23F1,3/8/2024,45257,1,0,0,YES,,159,124.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107344-IAHM,107344,OP,23F1,8/23/2024,45114,1,0,0,YES,,159,124.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107349-IAHM,107349,OP,23F2,8/3/2024,45257,519,1775,0,YES,LIVE,159,99.97,50% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107391-HZQL,107391,OP,23S2,2/10/2023,44980,5,0,0,YES,LIVE,159,124.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
